index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,raw_model_response
2676,Shine Like A Superstar,Tata Young,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2677,Kurik Kundi,Siti Nurhaliza,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2678,Jam,Yui,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2679,Kembalikan Indah,Siti Nurhaliza,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2680,Menadah Gerimis,Ziana Zain,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2681,Breathless Album Breathless 98,Shankar Mahadevan,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2682,Please Naman,Lea Salonga,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2683,Revelation,Love,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2684,Selamat Tinggal Malam,Iwan Fals,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2685,My Planet,Hitomi,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2686,Life Is Like A Boat,Rie Fu,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2687,Motherland,Crystal Kay,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2688,On My Way,Corrinne May,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2689,Ey Kalbim,Deniz Seki,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2690,Gurur,Sibel Can,female,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2691,Last Notice,Liyana Fizi,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2692,Belvedia,Kotoko,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2693,Lagu Enam,Iwan Fals,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2694,Ash,Gackt,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2695,I Want What I Want,Tata Young,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2696,Besar Dan Kecil,Iwan Fals,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2697,Samurai,Yoji Biomehanika,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2698,Only One,Liyana Fizi,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2699,Ada,Iwan Fals,male,asia,wasabi,Neutral,Asia,"GENDER: Neutral
CONTINENT: Asia"
2700,Love Look Away,Lea Salonga,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2701,Lullaby For You,Jyongri,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2702,14-4-84,Iwan Fals,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2703,Kau Ku Sayang,Siti Nurhaliza,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2704,Bu Gece,Nev,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2705,Fuk Dat,DJ Honda,male,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2706,Ares,Gackt,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2707,Horizon,Ua,female,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2708,Free,Dana International,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2709,Seviyorum Sevmiyorum,Nil Karaibrahimgil,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2710,Driving,Olivia Ong,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2711,Why This Kolaveri Di,Dhanush,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2712,Stir Me Up,Hadise,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2713,Surat Buat Wakil Rakyat,Iwan Fals,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2714,Nesi Var?,Nil Karaibrahimgil,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2715,Bright Wings,Kotoko,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2716,Honey Bee,Zee Avi,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2717,Una Pastora,Yasmin Levy,female,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2718,&Brand-New,Crystal Kay,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2719,Golden Mic(Remix),Zeebra,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2720,Dheeme Dheeme,A. R. Rahman,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2721,Pizmon Layakinton,Esther Ofarim,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2722,Love Or Game,Crystal Kay,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2723,Sen Bensiz Ben Sensiz,Deniz Seki,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2724,Meine Art Liebe Zu Zeigen,Daliah Lavi,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2725,Lonely Girl,Crystal Kay,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2726,I Need Your Love,Nina,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2727,Dreams Be,Rie Fu,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2728,My Flash On You,Love,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2729,One,Crystal Kay,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2730,Kazablanka,Nil Karaibrahimgil,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2731,Sen Ve Ben,Ajda Pekkan,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2732,Jangan Bersedih Lagi,Anuar Zain,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2733,Hop Hop Gelsin,Erkin Koray,male,asia,wasabi,male,Africa,"GENDER: male
CONTINENT: Africa"
2734,'di Bale Na Lang,Gary Valenciano,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2735,My Daddy,Olivia,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2736,Por La Rep',Eterne Rima,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2737,California,AI,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2738,24 Hours,Corrinne May,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2739,Putus Terpaksa,Ziana Zain,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2740,Cry Me A River,Borgore,male,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2741,Tuzak,Teoman,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2742,Only With You,Olivia Ong,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2743,Thumbtacks In My Marrow,Asaf Avidan,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2744,Dil Kya Kare,Kishore Kumar,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2745,UNDER THE SUN,Hitomi,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2746,Pare Pare,Tarkan,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2747,Heaven,Nina,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2748,Riwayat Cinta,Misha Omar,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2749,Senor Senora Senorita,Miyavi,male,asia,wasabi,male,South America,"GENDER: male
CONTINENT: South America

**Reasoning:**

*   **Gender:** The narrator expresses intense longing, vulnerability, and a sense of desperation. The language used (""pathetic mosquito,"" ""tears of blood,"" questioning self-identity) leans towards a male perspective grappling with unrequited or forbidden love. The addressing of the beloved with terms like ""Senorita"" and ""beautiful one"" also supports a male narrator.
*   **Continent:** Several clues strongly suggest South America:
    *   **Spanish Phrases:** ""Senorita,"" ""te amoore"" (a slightly altered version of ""te amo"" - I love you in Spanish) are clear indicators of Spanish language influence.
    *   **""an, du, torowaa"":** This phrase is likely a reference to Quechua, an indigenous language spoken primarily in the Andes region of South America (Peru, Bolivia, Ecuador, etc.). This is a very strong indicator.
    *   **Passionate Tone & Imagery:** The intense, dramatic imagery (thorns piercing the heart, tears of blood) aligns with passionate and often melancholic themes common in Latin American music and literature.
    *   **Cultural Context:** The theme of forbidden love and the willingness to sacrifice (""break it"") is also present in many South American narratives."
2750,Intro,Iwan Fals,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2751,Tu Hi Re,A. R. Rahman,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2752,Surprise!,Bonnie Pink,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2753,Karizma,Mustafa Sandal,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2754,Hura Hura Huru Hara,Iwan Fals,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2755,Only U,Chihiro,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2756,Move On,Crystal Kay,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2757,Plain,Hitomi,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2758,Rindu Belaian,Anuar Zain,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2759,Haer Et Einav,The Idan Raichel Project,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2760,Silly Bitch In Love,Olivia,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2761,Tornado (Inside),Kahimi Karie,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2762,Understanding,Hitomi,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2763,Jab Se Tere Naina,Shaan,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2764,Bird On The Wire,Esther Ofarim,female,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2765,Ipagpatawad Mo,Daniel Padilla,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2766,Senden Uzakta,Ajda Pekkan,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2767,Tonight,Regine Velasquez,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2768,Sayang Naman,Nina,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2769,Growing Up,Gary Valenciano,male,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2770,Sunn Raha Hai,Ankit Tiwari,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2771,Take It Outside,Crystal Kay,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2772,Love Paradox,Leah Dizon,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2773,Too Painful,Noa,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2774,Know It,Regine Velasquez,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2775,NEVER GIVE UP!,Kylee,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2776,Nagada Sang Dhol,Shreya Ghoshal,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2777,Kinabukasan,Freddie Aguilar,male,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2778,Permission,Yuna,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2779,Sunny Day,Geva Alon,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2780,Uykusuz Her Gece,Teoman,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2781,Patah Hati,Siti Nurhaliza,female,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2782,South Orange,Minmi,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2783,Only You,Lea Salonga,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2784,Jaa Jaa Jaa Bewafa,Geeta Dutt,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2785,I Love You So,Toni Gonzaga,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2786,Dum Tek Tek,Hadise,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2787,Tere Bina Zindagi Se,Lata Mangeshkar,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2788,Honey Glue,Crystal Kay,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2789,Love Song,Chihiro,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2790,Kavga,Volkan Konak,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2791,Bedenim Senin Oldu,Hande Yener,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2792,Do You Crash?,Bonnie Pink,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2793,I Wish I Had Never Met You,Inoran,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2794,For You,Azu,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2795,Space,Noa,female,asia,wasabi,Female,North America,"GENDER: Female
CONTINENT: North America"
2796,Sky High,Lia,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2797,Masih Ada Waktu,Ebiet G. Ade,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2798,Kung Mawawala Ka,Ogie Alcasid,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2799,Jealous,Nina,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2800,Learn,Geva Alon,male,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2801,Crazy You,Tomohisa Yamashita,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2802,A Fantastic Moment,Kahimi Karie,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2803,He Shoots The Sun,Kahimi Karie,female,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2804,Help Me Out,Crystal Kay,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2805,Bazen,Nev,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2806,Last Song,Gackt,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2807,That Grassy Hill Of Mine,Geva Alon,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2808,Gerisi Hikaye,Ajda Pekkan,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2809,Missin' U Baby,Crystal Kay,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2810,Maskeli Balo,Sagopa Kajmer,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2811,Med Cezir,Ceza,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2812,Di Ba,Nina,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2813,Melekler,Hayko Cepkin,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2814,Pulangkan,Misha Omar,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2815,Nian Di Hati,Siti Nurhaliza,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2816,Heyyamola,Haluk Levent,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2817,After Party,Zeebra,male,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2818,Lupe,Kotoko,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2819,Cyclamen,Asaf Avidan,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe

**Reasoning:**

*   **Gender:** The lyrics have a contemplative, melancholic, and slightly ethereal tone. The repeated phrases about dying and trying to ""make it better"" suggest a vulnerable and introspective perspective, often associated with female narratives in music. The use of ""you"" addressing ""Cyclamen"" also hints at a personal and intimate connection, aligning with a female perspective.
*   **Continent:** The central imagery of ""Cyclamen"" (a flowering plant) is strongly associated with European gardens and horticulture. The references to ""winter,"" ""spring,"" ""rain,"" and ""stem"" further evoke a European landscape and poetic tradition. The overall lyrical style and vocabulary also feel aligned with European artistic expression."
2820,Yarasa,Hande Yener,female,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2821,Direniyorum,Rafet El Roman,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2822,Movin' On,Bonnie Pink,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2823,Papa Kehte Hain,Udit Narayan,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2824,Diari Hatimu,Siti Nurhaliza,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2825,September Madham,A. R. Rahman,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2826,Nenni,Haluk Levent,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2827,Tuwing Pasko,Freddie Aguilar,male,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2828,Good Morning Sue,Crystal Kay,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2829,CANDY GIRL,Hitomi,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2830,U+K,Gackt,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2831,Rain,Gackt,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2832,Lovefool,Olivia Ong,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2833,Menjunjung Asmara,Liza Hanim,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2834,Jangan Pergi,Kris Dayanti,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2835,Dear Angel (English Version),Olivia,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2836,Japanese girl,Hitomi,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2837,May Isa Pa... (Nagmamahal Sa Iyo),Aiza Seguerra,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2838,I Wanna Little Love,Lea Salonga,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2839,My-Les,Kotoko,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2840,Menajer,Sezen Aksu,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2841,Obat Awet Muda,Iwan Fals,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2842,Mr. Schubert I Love You,Mike Brant,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2843,Isang Lahi,Regine Velasquez,female,asia,wasabi,female,Africa,"GENDER: female
CONTINENT: Africa"
2844,Malaguena,Mike Brant,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2845,O Gujariya,Shefali Alvares,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2846,Kimbilir Kim,Mustafa Sandal,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2847,Thanksgiving Waves,Eef Barzelay,male,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2848,Superfriends,Zhu,male,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2849,Sen Yoluna Ben Yoluma,Hande Yener,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2850,Just Breathe,Kylee,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2851,Lost In A Paris Nightclub,Kahimi Karie,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2852,Bedtime Story,Bonnie Pink,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2853,Carefully,Noa,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2854,Blue Touches Blue,Noa,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2855,Yine Geldi Sonbahar,Cem Adrian,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2856,Qui Saura,Mike Brant,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2857,My Name Is Trouble,Keren Ann,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2858,Magmahal Muli,Sam Milby,male,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2859,Merpati Putih,Chrisye,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2860,Kimdi?,Tarkan,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2861,Wish,Donna Cruz,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2862,Madari,Vishal Dadlani,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2863,Now And Future,LiSA,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2864,Command+S,Kotoko,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2865,One Girl,Tomohisa Yamashita,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2866,Tanging Mahal,Regine Velasquez,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2867,Chale Chalo,A. R. Rahman,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2868,Gaddar,Erkin Koray,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2869,Manusia Setengah Dewa,Iwan Fals,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2870,Frosty The Snowman,Zee Avi,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2871,Jhumroo: Main Hoon Jhoom Jhoom Jhumroo,Kishore Kumar,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2872,Blaze It Up,Mondo Grosso,male,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2873,Fairy Land,Lia,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2874,Just For Tonight,Jackie Chan,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2875,You Make My Day!,Yuria,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2876,Elastic Girl,Kahimi Karie,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2877,Turn Off The Lights,Tomohisa Yamashita,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2878,Wait For Me,Jackie Chan,male,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2879,Sisikat Din Ako,Daniel Padilla,male,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2880,Cube,Gackt,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2881,For You And I,Keren Ann,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2882,I Still Wonder,Love,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2883,Arka Mahalle,Ahmet Kaya,male,asia,wasabi,male,Africa,"GENDER: male
CONTINENT: Africa"
2884,Mr. Deadma,Sarah Geronimo,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2885,Etki Tepki,Sagopa Kajmer,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2886,Ebedi Sevgili,Rafet El Roman,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2887,Mektup,Haluk Levent,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2888,Light Of A Million Mornings,Sarah Geronimo,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2889,Pinakamamahal,Aiza Seguerra,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2890,I Remember The Boy,Lea Salonga,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2891,Outta This,Rico Blanco,male,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2892,Metaphors,Kahimi Karie,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2893,Sometimes When We Touch,Olivia Ong,female,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2894,Once Upon A Star,Minmi,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2895,Pangarap Ko Ang Ibigin Ka,Sarah Geronimo,female,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2896,Beatbop,Saori@destiny,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2897,Wish,Olivia,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2898,Calling Down,Inoran,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2899,Ang Tangi Kong Kasama,Christian Bautista,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2900,How Did You Know,Gary Valenciano,male,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2901,White Eyes,Gackt,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2902,Magic,Tomohisa Yamashita,male,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2903,Gather 'Round,Love,female,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2904,Let Us Be Naked,Eef Barzelay,male,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2905,You Got Me Up,Paolo Santos,male,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2906,Kahpe,Demir Demirkan,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2907,Boomerang,Yonca Evcimik,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2908,Ya Sonra,Ajda Pekkan,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2909,Barang Yang Lepas Jangan Di Kenang,Liza Hanim,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2910,Kisah Cintaku,Chrisye,male,asia,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2911,Hate,Borgore,male,asia,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2912,"Love, Love, Love",Sam Concepcion,male,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2913,So Sexy,Olivia,female,asia,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2914,Kalmadi,Mustafa Sandal,male,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2915,Are Yu Ready,Minmi,female,asia,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
2916,Git,Sezen Aksu,female,asia,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
2917,Zor Mu?,Deniz Seki,female,asia,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2918,Blu-bird,Keiichi Okabe,male,asia,wasabi,female,Africa,"GENDER: female
CONTINENT: Africa"
