song_title,artist,musical_genre,ethnicity,musical_subgenre,gender
Chained To The Rhythm,Katy Perry,pop,north-american,electropop,female
U Can't Touch This,MC Hammer,r&b,north-american,new jack swing,male
Can't Stop Dancin',Becky G,pop,north-american,electropop,female
Don't Wanna Lose You,Gloria Estefan,latin,north-american,latin pop,female
Best Day Of My Life - Gazzo Remix,American Authors,edm,north-american,progressive electro house,Group
Why We Thugs,Ice Cube,rap,north-american,southern hip hop,male
"In California (feat. Lady ""V"")",Daz Dillinger,rap,north-american,southern hip hop,male
Insane,MOSKA,edm,latino,progressive electro house,male
House Of Cards (feat. Sidnie Tipton),KSHMR,pop,north-american,electropop,male
Poison,Brent Faiyaz,r&b,north-american,urban contemporary,male
Virtual Diva,Don Omar,latin,north-american,reggaeton,male
Steine sind Steine,And One,pop,european,electropop,Group
Head Games,Foreigner,rock,north-american,classic rock,Group
She Talks To Angels,The Black Crowes,rock,north-american,classic rock,Group
Que Bien Te Ves,Rauw Alejandro,rap,north-american,trap,male
Infinite Possibilities,Amel Larrieux,r&b,north-american,neo soul,female
Want It,Emmit Fenn,pop,north-american,indie poptimism,male
Pwa,5th Ward Boyz,rap,north-american,southern hip hop,Group
La Clase,Cazzu,rap,latino,trap,female
Kids in Love (feat. The Night Game),Kygo,latin,european,tropical,male
Anoniem,Chivv,latin,european,latin hip hop,male
Where Ya At,Future,rap,north-american,southern hip hop,male
Break My Baby,KALEO,rock,european,permanent wave,Group
Misty Mountain Hop - Remaster,Led Zeppelin,rock,european,classic rock,Group
I Wanna Be Sedated,Ramones,rock,north-american,permanent wave,Group
Vogue - Edit,Madonna,pop,north-american,dance pop,female
Smartz,Scarface,rap,north-american,southern hip hop,male
Forever Alone,Paulo Londra,rap,latino,trap,male
679 (feat. Remy Boyz),Fetty Wap,rap,north-american,hip hop,male
Jealous - Remix,Nick Jonas,pop,north-american,post-teen pop,male
Waterloo Sunset - Mono Mix,The Kinks,rock,european,permanent wave,Group
Gypsy - 2018 Remaster,Fleetwood Mac,rock,european,classic rock,Group
Follow Me (feat. Jason Derulo),Hardwell,pop,european,electropop,male
God in Me,Mary Mary,r&b,north-american,urban contemporary,Group
Bleu Chanel (NA-NO Remix),ARIA,edm,latino,pop edm,Group
Phone Down (feat. Emily Warren) - Evan Berg Remix,Lost Kings,pop,north-american,indie poptimism,Group
400 Degreez,Juvenile,rap,north-american,southern hip hop,male
Timmy's Prayer,Sampha,r&b,european,neo soul,male
Daffodil Lament,The Cranberries,rock,european,album rock,Group
Ich hol dich ab,Jamule,rap,european,hip hop,male
No Dejes Que...,Caifanes,rock,north-american,album rock,Group
Quality Time,Hi-Five,r&b,north-american,new jack swing,Group
123456,Fitz and The Tantrums,pop,north-american,indie poptimism,Group
caronte,Alba Reche,pop,european,dance pop,female
It's Good,Lil Wayne,rap,north-american,gangster rap,male
"Tu Amor, More, More",Chino & Nacho,latin,latino,latin pop,Group
Turning Tables,Adele,r&b,european,neo soul,female
1000 Rounds,Pouya,rap,north-american,gangster rap,male
Castles,Freya Ridings,r&b,european,hip pop,female
Para voce (feat. Curio Capoeira),Gregor Salto,latin,european,latin hip hop,male
Get Get Down - Radio Edit,Paul Johnson,edm,north-american,progressive electro house,male
Winter Wonderland / Don't Worry Be Happy,Pentatonix,r&b,north-american,neo soul,Group
Ghetto Vet,Ice Cube,rap,north-american,gangster rap,male
God is a woman,Ariana Grande,pop,north-american,post-teen pop,female
Hello,Blackfield,rock,european,permanent wave,Group
No Nuts No Glory,Geto Boys,rap,north-american,southern hip hop,Group
Thinkin' Back,Color Me Badd,r&b,north-american,new jack swing,Group
Working For It - Nomero Remix,ZHU,pop,north-american,indie poptimism,male
Too Much to Handle,Great Good Fine Ok,pop,north-american,indie poptimism,Group
Miami (feat. BIA),Kali Uchis,r&b,north-american,neo soul,female
In Those Jeans,Ginuwine,r&b,north-american,hip pop,male
Doctor Doctor - 2007 Remaster,UFO,rock,european,album rock,Group
I Believe In You (You Believe In Me),Johnnie Taylor,rap,north-american,southern hip hop,male
Puedo Ser,Cazzu,rap,latino,trap,female
Dangerous (Feat. Howard Jones),Within Temptation,rock,european,hard rock,Group
Is There Anybody Lonely,Sir Charles Jones,rap,north-american,southern hip hop,male
TiK ToK,Kesha,pop,north-american,post-teen pop,female
Panda,Desiigner,pop,north-american,electropop,male
Shine A Light,Bryan Adams,rock,north-american,classic rock,male
If I Had No Loot,Tony! Toni! Toné!,r&b,north-american,new jack swing,Group
Breathe,The Prodigy,rock,european,permanent wave,Group
1985,Bowling For Soup,rock,north-american,permanent wave,Group
Learn to Fly,Foo Fighters,rock,north-american,classic rock,Group
Gotta Get Mine,MC Breed,rap,north-american,southern hip hop,male
Rain Dance,Oddisee,r&b,north-american,hip pop,male
Phone Down - Club Mix,Armin van Buuren,edm,european,progressive electro house,male
Un Traguito,Lérica,latin,european,latin pop,Group
Born On The Bayou,Creedence Clearwater Revival,rock,north-american,classic rock,Group
Pressure Off (feat. Janelle Monáe and Nile Rodgers),Duran Duran,pop,european,electropop,Group
Hollyhood (feat. Kent Jamz),Buddy,r&b,european,urban contemporary,male
Shake It Up,The Cars,rock,north-american,permanent wave,Group
Drain You,Nirvana,rock,north-american,permanent wave,Group
Fight Music,D12,rap,north-american,gangster rap,Group
Back to Life,Chiiild,r&b,north-american,hip pop,Group
Tell Me,Dru Hill,r&b,north-american,new jack swing,Group
This Is Your Night,Amber,pop,european,dance pop,female
Can't Stop Your Lovin',Poolside,pop,north-american,indie poptimism,Group
Piece Of Your Heart,MEDUZA,pop,european,post-teen pop,Group
Up & Down,EXID,edm,asian,pop edm,Group
L'amour ne suffit pas,Singuila,latin,european,latin pop,male
Walk On the Wild Side,Lou Reed,rock,north-american,classic rock,male
Bad Romance,Lady Gaga,pop,north-american,post-teen pop,female
Santa Baby,Eartha Kitt,r&b,north-american,neo soul,female
Play The Game - Remastered 2011,Queen,rock,european,album rock,Group
Without Me,Halsey,pop,north-american,post-teen pop,female
Be Honest (feat. Burna Boy),Jorja Smith,r&b,european,urban contemporary,female
Night Drive,Gorgon City,pop,european,indie poptimism,Group
"Flava in Ya Ear Remix (feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage)",Craig Mack,rap,north-american,gangster rap,male
Without Me,Eminem,rap,north-american,southern hip hop,male
One More Time - Original Version,Lynyrd Skynyrd,rock,north-american,classic rock,Group
Roll Up,Wiz Khalifa,rap,north-american,southern hip hop,male
U Don't Have to Call,Usher,r&b,north-american,hip pop,male
Hands Up!,blackwave.,r&b,european,neo soul,Group
Chained To The Rhythm,Katy Perry,pop,north-american,electropop,female
Walk Idiot Walk,The Hives,rock,european,permanent wave,Group
Perrengue - Ao Vivo,Gusttavo Lima,edm,latino,pop edm,male
Party (feat. A Boogie Wit da Hoodie),Paulo Londra,rap,latino,trap,male
Man On The Silver Mountain,Rainbow,rock,european,hard rock,Group
Espanha,Sidoka,rap,latino,trap,male
"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,rap,north-american,southern hip hop,male
Runnin',The Pharcyde,r&b,north-american,hip pop,Group
Montrose,Man Overboard,pop,north-american,post-teen pop,Group
This Is Not About Us,BANKS,pop,north-american,indie poptimism,female
If Not For You,George Harrison,rock,european,album rock,male
Damn It Feels Good to Be a Gangsta - Mixtape Version,Geto Boys,rap,north-american,southern hip hop,Group
Gone Too Long,Cat Dealers,edm,latino,progressive electro house,Group
Wouldn't Be Surprised,Oddisee,r&b,north-american,hip pop,male
I Shot The Sheriff - Full Length Version,Eric Clapton,rock,european,classic rock,male
Feeling Good,Muse,rock,european,permanent wave,Group
Booty,Jennifer Lopez,latin,north-american,latin hip hop,female
Kawasaki,Jamaika,rap,european,hip hop,male
Set Fire to the Rain,Adele,pop,european,dance pop,female
If You Ever (feat. 6LACK),Nao,r&b,asian,urban contemporary,female
High Voltage,AC/DC,rock,oceania,hard rock,Group
Still of the Night - 2017 Remastered Version,Whitesnake,rock,european,hard rock,Group
Oh Sheila,Ready For The World,rock,north-american,album rock,Group
Psychosocial,Slipknot,rock,north-american,hard rock,Group
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",Donell Jones,r&b,north-american,urban contemporary,male
Kings of the Mountain,Lonely The Brave,pop,european,post-teen pop,Group
Loser,Beck,rock,north-american,permanent wave,male
Maybe You're the Reason,The Japanese House,pop,european,indie poptimism,female
Scared To Be Lonely - DubVision Remix,Martin Garrix,edm,european,pop edm,male
Still,Geto Boys,rap,north-american,southern hip hop,Group
Song #3,Stone Sour,rock,north-american,hard rock,Group
Pan y Mantequilla,Efecto Pasillo,latin,european,latin pop,Group
If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas,rap,north-american,gangster rap,male
As I Sleep (feat. Charlee) [BODÉ Remix] - Club Mix,Tobtok,pop,north-american,dance pop,Person
Sexual,NEIKED,pop,european,indie poptimism,Group
Sad But True,Metallica,rock,north-american,classic rock,Group
Comatose,Skillet,rock,north-american,hard rock,Group
Red Nation,The Game,rap,north-american,southern hip hop,male
Total Eclipse of the Heart,Bonnie Tyler,pop,european,electropop,female
Tighter,Fitz and The Tantrums,r&b,north-american,neo soul,Group
Locked Out of Heaven,Bruno Mars,edm,north-american,pop edm,male
Dixie Chicken,Little Feat,rock,north-american,classic rock,Group
Uma Thurman,Fall Out Boy,pop,north-american,post-teen pop,Group
Gonna Be Alright - Tom Ferry Remix,Tritonal,edm,north-american,progressive electro house,Group
Blurred Lines,Robin Thicke,edm,north-american,pop edm,male
Years,Alesso,edm,european,progressive electro house,male
Blow Me,The Used,rock,north-american,hard rock,Group
Everything Black (feat. Mike Taylor),Unlike Pluto,edm,north-american,progressive electro house,male
Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Kid Cudi,edm,north-american,electro house,male
All Night Longer REMIX,Sammy Adams,pop,north-american,indie poptimism,male
Here We Go Again!,Portrait,r&b,north-american,new jack swing,Group
I See Fire,Ed Sheeran,r&b,european,urban contemporary,male
Propuesta Indecente,Romeo Santos,latin,north-american,tropical,male
Never Really Over,Katy Perry,pop,north-american,dance pop,female
Gas Drawls,MF DOOM,rap,north-american,gangster rap,male
Holding Back The Years,Simply Red,rock,european,classic rock,Group
Sometimes,Miami Horror,pop,oceania,electropop,Group
"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,latin,north-american,reggaeton,male
Luz Apaga,Ozuna,latin,north-american,reggaeton,male
Lovesick,BANKS,pop,north-american,indie poptimism,female
One Way Or Another,Blondie,rock,north-american,hard rock,Group
Baby (feat. MARINA & Luis Fonsi) - Sammy Porter Remix,Clean Bandit,edm,european,pop edm,Group
Praying To A God - Melio Remix,Mr. Probz,latin,european,tropical,male
On the River,Young Dolph,rap,north-american,gangster rap,male
Por un Beso,Gloria Estefan,latin,north-american,latin pop,female
Bow Down,I Prevail,rock,north-american,hard rock,Group
Scared To Be Lonely - Conro Remix,Martin Garrix,edm,european,pop edm,male
Something New,Secret Weapons,pop,north-american,indie poptimism,Group
No Es Justo,J Balvin,latin,latino,reggaeton,male
The Watcher,Dr. Dre,rap,north-american,gangster rap,male
Forever,KISS,rock,north-american,hard rock,Group
Nothing Can Hold Us Down (feat. Haris) - Dr Phunk Extended Remix,Hardwell,edm,european,progressive electro house,male
You Look Like Rain,Morphine,rock,north-american,permanent wave,Group
REEL IT IN,Aminé,rap,north-american,hip hop,male
Ice Box,Omarion,r&b,north-american,hip pop,male
So Come On,The Atomic Bitchwax,rap,north-american,southern hip hop,Group
All the Things,Gaullin,edm,european,electro house,male
You Know That I Love You,Donell Jones,r&b,north-american,neo soul,male
Stay (Don't Go Away) [feat. Raye] - Nicky Romero Remix,David Guetta,edm,european,progressive electro house,male
Wheelz of Steel,OutKast,rap,north-american,southern hip hop,Group
Who Do You Love - R3HAB Remix,The Chainsmokers,edm,north-american,pop edm,Group
1979 - Remastered 2012,The Smashing Pumpkins,rock,north-american,permanent wave,Group
Killing Floor,Steve Miller Band,rock,north-american,classic rock,Group
Hollow,DubVision,edm,european,progressive electro house,Group
Cocaine Habit,Old Crow Medicine Show,rock,north-american,classic rock,Group
Por Eso Vine,Paulo Londra,rap,latino,trap,male
Leave,Borgeous,pop,north-american,dance pop,male
Suavecito,Malo,rock,north-american,classic rock,Group
Wonderwall - Remastered,Oasis,rock,european,permanent wave,Group
Far Away,Breaking Benjamin,rock,north-american,hard rock,Group
What Kind Of Man Would I Be,Mint Condition,r&b,north-american,neo soul,Group
Evil Woman,Electric Light Orchestra,rock,european,classic rock,Group
Rock You Like a Hurricane - 2015 - Remaster,Scorpions,rock,european,permanent wave,Group
Don't Know What You Got (Till It's Gone),Cinderella,rock,north-american,album rock,Group
Heal The World,Michael Jackson,r&b,north-american,new jack swing,male
We Won't Be Alone (feat. Laura Brehm),Feint,edm,european,pop edm,male
Bajo El Agua,Manuel Medrano,latin,latino,latin pop,male
Bookoo Bread Co,Scallops Hotel,r&b,north-american,hip pop,male
Get Busy,Sean Paul,rap,latino,southern hip hop,male
No Me Voy A Morir,Belanova,pop,north-american,electropop,Group
Crush Culture,Conan Gray,pop,north-american,indie poptimism,male
Seven - Remastered,Sunny Day Real Estate,rock,north-american,permanent wave,Group
Return Of The Tres,Delinquent Habits,rap,north-american,gangster rap,Group
Blaze It Up,LOOPERS,edm,european,electro house,male
True Colors/It's On,The Game,rap,north-american,southern hip hop,male
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,pop,north-american,electropop,male
El Papi,Tommy Boysen,latin,latino,reggaeton,male
Slow Up,Jacob Banks,r&b,european,urban contemporary,male
Come As You Are,Nirvana,rock,north-american,hard rock,Group
Mi Familia,Aerophon,rap,latino,gangster rap,Group
Free The Frail,JPEGMAFIA,r&b,north-american,hip pop,male
Behind Barz - Bonus,Drake,rap,north-american,hip hop,male
Movement,Jamie Woon,r&b,european,neo soul,male
The Icicle Melts,The Cranberries,rock,european,album rock,Group
Start Wit Me (feat. Gunna),Roddy Ricch,rap,north-american,gangster rap,male
I Don't Wanna Die,8Ball,rap,north-american,southern hip hop,male
Yeah! (feat. Lil Jon & Ludacris),Usher,pop,north-american,post-teen pop,male
Aparentemente,Yaga & Mackie,latin,north-american,reggaeton,Group
War On Error - Declaration,Rotersand,pop,european,electropop,Group
Feel Like A Fool,Kali Uchis,r&b,north-american,neo soul,female
All Your Friends,Coldplay,rock,european,album rock,Group
Tubthumping,Chumbawamba,pop,european,dance pop,Group
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,Major Lazer,edm,latino,electro house,Group
Love On Me,Noize Generation,edm,european,pop edm,male
Midnight Rider,The Allman Brothers Band,rap,north-american,southern hip hop,Group
"Fire On Fire - From ""Watership Down""",Sam Smith,r&b,european,urban contemporary,non-binary
How Do You Want to Be Remembered,MAGIC!,pop,north-american,indie poptimism,Group
She's Always a Woman,Billy Joel,rock,north-american,classic rock,male
I Was Never There,The Weeknd,r&b,north-american,urban contemporary,male
Right My Wrongs,Bryson Tiller,r&b,north-american,urban contemporary,male
We Are Young (feat. Janelle Monáe),fun.,pop,north-american,post-teen pop,Group
Donde Hubo Fuego,Daddy Yankee,latin,north-american,reggaeton,male
We're Not Gonna Take It,Twisted Sister,rock,north-american,classic rock,Group
Round & Round,Selena Gomez & The Scene,pop,north-american,post-teen pop,Group
Try to Fight It,Shallow Side,rock,north-american,hard rock,Group
Pimpin' Ain't No Illusion (feat. Kool-Ace & Too $hort),UGK,rap,north-american,southern hip hop,Group
Echo,Bad Meets Evil,rap,north-american,gangster rap,Group
Here We Go Again! - Radio Edit,Portrait,r&b,north-american,new jack swing,Group
Kristall,AK Ausserkontrolle,rap,european,gangster rap,male
I'm Getting Ready,Tasha Cobbs Leonard,r&b,north-american,urban contemporary,female
Mask Off - Marshmello Remix,Future,rap,north-american,trap,male
A Donde Voy (feat. Daddy Yankee),Cosculluela,latin,north-american,latin hip hop,male
Sweet Disposition,The Temper Trap,pop,oceania,indie poptimism,Group
Ya No,Lautaro Lopez,rap,latino,trap,male
Higher Ground (Acoustic),SKAAR,r&b,european,urban contemporary,female
Still Got The Blues,Gary Moore,rock,european,album rock,male
Como No (feat. Becky G),Akon,latin,african,latin pop,male
Night Shift,Juze,latin,european,tropical,male
Nothing's Gonna Hurt You Baby,Cigarettes After Sex,pop,north-american,indie poptimism,Group
Alive And Kicking - Remastered 2002,Simple Minds,pop,european,electropop,Group
Jessie's Girl,Rick Springfield,rock,oceania,album rock,male
First Place,Polo G,rap,north-american,hip hop,male
Call It What It Is,Ben Harper And The Innocent Criminals,rock,north-american,classic rock,Group
Tap (feat. Meek Mill),NAV,rap,north-american,hip hop,male
Lay It All on Me - Robin Schulz Extended Remix,Rudimental,edm,european,pop edm,Group
Blue Monday - 2011 Total Version,New Order,pop,european,electropop,Group
Maps,Maroon 5,latin,north-american,latin hip hop,Group
Be Your Man,Rhys Lewis,r&b,european,hip pop,male
Closer,Lemaitre,edm,european,pop edm,Group
Collide - Acoustic Version,Howie Day,latin,north-american,latin pop,male
...To Be Loved,Papa Roach,rock,north-american,hard rock,Group
Jingle Baby,Stephanie Mills,r&b,north-american,neo soul,female
Groove Me,Guy,r&b,north-american,new jack swing,Group
I Can't Stand The Rain,Ann Peebles,r&b,north-american,urban contemporary,female
Money In The Grave (Drake ft. Rick Ross),Drake,rap,north-american,hip hop,male
Funky Ride,OutKast,rap,north-american,southern hip hop,Group
She Will Be Loved,Maroon 5,latin,north-american,latin hip hop,Group
Angel,Zack Knight,latin,european,latin pop,male
I Like (feat. WizKid),Kojo Funds,r&b,european,urban contemporary,male
Easy Love,Sigala,latin,european,tropical,male
Mamacita,Troop,r&b,north-american,new jack swing,Group
Lightning Bolt,Jake Bugg,rock,european,classic rock,male
Smoke on the Water,Deep Purple,rock,european,classic rock,Group
Top O' the Morning to Ya,House Of Pain,rap,north-american,southern hip hop,Group
Heavy Artillery,The Game,rap,north-american,gangster rap,male
Cry Out,ONE OK ROCK,rock,asian,album rock,Group
Chan Chan,Buena Vista Social Club,r&b,latino,urban contemporary,Group
This Is What It Feels Like - W&W Radio Edit,Armin van Buuren,edm,european,big room,male
2 / 14,The Band CAMINO,pop,north-american,indie poptimism,Group
Free,Dyro,edm,european,electro house,male
Icy (feat. Gucci Mane),Logic,rap,north-american,hip hop,male
I Found You (with Calvin Harris),benny blanco,pop,north-american,electropop,male
Seigfried,Frank Ocean,r&b,north-american,neo soul,male
DNA,BTS,pop,asian,dance pop,Group
Old Time's Sake,Sweet Sable,r&b,north-american,new jack swing,female
Waves - Robin Schulz Radio Edit,Mr. Probz,pop,european,post-teen pop,male
Not About Angels,Birdy,r&b,european,urban contemporary,female
California,Childish Gambino,pop,north-american,indie poptimism,male
Undrunk,FLETCHER,pop,north-american,electropop,female
Enter Sandman,Metallica,rock,north-american,permanent wave,Group
OPTIMISTIC,X Ambassadors,pop,north-american,indie poptimism,Group
Remind Me to Forget,Kygo,latin,european,tropical,male
Darkness,Eminem,rap,north-american,hip hop,male
Dance Again,Selena Gomez,r&b,north-american,hip pop,female
Burden,Foy Vance,r&b,european,neo soul,male
Bitch Please,Snoop Dogg,rap,north-american,gangster rap,male
Carry On Wayward Son,Kansas,rock,north-american,classic rock,Group
IF YOU PRAY RIGHT,BROCKHAMPTON,rap,north-american,hip hop,Group
Ten Feet Tall,Afrojack,edm,european,progressive electro house,male
Tim McGraw - Recorded At Spotify Studios NYC,Maggie Rogers,pop,north-american,indie poptimism,female
The Unforgiven,Metallica,rock,north-american,classic rock,Group
Lasers,TV Noise,edm,european,electro house,Group
Freak - Sam Feldt Remix Edit,R3HAB,latin,european,tropical,male
Delicate,Taylor Swift,edm,north-american,pop edm,female
La Grange - 2005 Remaster,ZZ Top,rock,north-american,hard rock,Group
New Beat,Toro y Moi,pop,north-american,electropop,male
No Pressure,Mahalia,r&b,european,urban contemporary,female
Collateral Damage,Burna Boy,latin,african,latin pop,male
sweetener,Ariana Grande,pop,north-american,post-teen pop,female
Fuck You,Lily Allen,latin,european,latin pop,female
Hola - Remix,Dalex,latin,north-american,latin pop,male
Kanye West (feat. Wyclef Jean),Young Thug,rap,north-american,southern hip hop,male
Made In JPN,DEAN FUJIOKA,pop,asian,dance pop,male
Bandolera,Bryant Myers,latin,north-american,reggaeton,male
Roxanne,The Police,rock,european,classic rock,Group
Number One Spot,Ludacris,rap,north-american,southern hip hop,male
That Smiling Face,Camouflage,latin,european,latin hip hop,Group
Con To',Maikel Delacalle,latin,european,reggaeton,male
All We Know - Oliver Heldens Remix,The Chainsmokers,latin,north-american,tropical,Group
Uncle Albert / Admiral Halsey - Medley / Remastered 2012,Paul McCartney,rock,european,permanent wave,male
Invincible - Radio Edit,Borgeous,edm,north-american,progressive electro house,male
Walk This Way,Aerosmith,rock,north-american,classic rock,Group
Grita,Control Machete,rap,north-american,gangster rap,Group
Save Me Pt 2 (feat. Austin Lam),Ski Mask The Slump God,r&b,north-american,urban contemporary,male
Grave,Wage War,rock,north-american,hard rock,Group
jolka,chillwagon,rap,european,hip hop,Group
Booyah - Original Mix,Showtek,edm,european,big room,Group
Velvet,falcxne,r&b,north-american,neo soul,male
Invitation (feat. Yade Lauren),Yellow Claw,edm,european,pop edm,Group
High Enough,Damn Yankees,rock,north-american,album rock,Group
Octopus,Syd Barrett,rock,european,permanent wave,male
Do It Again,No Rome,pop,european,indie poptimism,male
Don't Stop Me Now - 2011 Mix,Queen,rock,european,album rock,Group
Thug Money,Trick Daddy,rap,north-american,southern hip hop,male
Here to Stay,Korn,rock,north-american,hard rock,Group
Ruin My Life,Zara Larsson,pop,european,dance pop,female
I Try,Macy Gray,r&b,north-american,neo soul,female
No Sugar Tonight,The Guess Who,rock,north-american,hard rock,Group
Move Love,Robert Glasper Experiment,r&b,north-american,neo soul,Group
How Will I Know,Whitney Houston,rock,north-american,album rock,female
Insane in the Brain,Cypress Hill,rap,north-american,gangster rap,Group
Hoelang,Broederliefde,latin,european,latin hip hop,Group
0.85,Loote,pop,north-american,indie poptimism,Group
Invincible (feat. Ruby Prophet) - Radio Edit,Firebeatz,edm,european,big room,Group
Sugar (feat. Francesco Yates),Robin Schulz,pop,european,electropop,male
Iron Man,Black Sabbath,rock,european,classic rock,Group
Up Around The Bend,Creedence Clearwater Revival,rock,north-american,classic rock,Group
Ghost,Au/Ra,pop,latino,dance pop,female
The Lady In Red,Chris de Burgh,pop,european,electropop,male
Family and Loyalty,Gang Starr,rap,north-american,hip hop,Group
Can I Call You Tonight?,Dayglow,pop,north-american,indie poptimism,male
We Were Young,Gareth Emery,edm,european,progressive electro house,male
Beach House - Ashworth Remix,The Chainsmokers,edm,north-american,progressive electro house,Group
Do Me!,Bell Biv DeVoe,r&b,north-american,new jack swing,Group
London Town,Branco,rap,european,hip hop,male
Moment,Sander W.,latin,european,tropical,male
25 Lighters,DJ DMD,rap,north-american,southern hip hop,male
Rocky Mountain High,John Denver,rock,north-american,permanent wave,male
Blister in the Sun - 2002 Remastered Version,Violent Femmes,rock,north-american,permanent wave,Group
Black & Ugly,Rapsody,rap,north-american,southern hip hop,female
Stars,Ummet Ozcan,edm,european,progressive electro house,male
Evil Ways,Santana,rock,north-american,classic rock,Group
Mannequin Challenge (feat. Juice WRLD),Young Thug,rap,north-american,trap,male
CPR,Summer Walker,r&b,north-american,neo soul,female
Damn! - Club Mix,Youngbloodz,rap,north-american,southern hip hop,Group
Brighter (feat. Jeff Sontag & I Am Lightyear) [Radio Edit],Two Friends,edm,north-american,pop edm,Group
Everything Counts - 2006 Digital Remaster,Depeche Mode,pop,european,electropop,Group
Dubai Shit,Huncho Jack,r&b,north-american,urban contemporary,Group
California Love - Original Mix,2Pac,rap,north-american,gangster rap,male
Sierra Lift,Blue Hawaii,pop,north-american,indie poptimism,Group
Irrelevant,Somber,rap,european,gangster rap,Group
Sabor A Melao,Daddy Yankee,latin,north-american,reggaeton,male
Radar Love,Golden Earring,rock,european,hard rock,Group
Guess Who Loves You More,Raheem DeVaughn,r&b,north-american,neo soul,male
Free Fallin',Tom Petty,rock,north-american,classic rock,male
No One Like You,Scorpions,rock,european,hard rock,Group
Sunshine Men,Freestyle Fellowship,rap,north-american,southern hip hop,Group
This Is What I Do,Conejo,latin,north-american,latin hip hop,male
Rapture,Ghostemane,rap,north-american,gangster rap,male
Ra Ta Ta Ta (feat. Stepz),NODE,rap,european,hip hop,Group
Somebody To Love - 2011 Mix,Queen,rock,european,hard rock,Group
Move,Thousand Foot Krutch,rock,north-american,hard rock,Group
Suena El Dembow,Joey Montana,latin,latino,latin pop,male
Mama Said Knock You Out (feat. Tech N9ne),Five Finger Death Punch,rock,north-american,hard rock,Group
U Blow My Mind,Blackstreet,r&b,north-american,new jack swing,Group
Love,Zoé,rock,north-american,permanent wave,Group
Every Little Thing I Do,Soul For Real,r&b,north-american,new jack swing,Group
Closer,GAWVI,edm,north-american,progressive electro house,male
Dile Que Tu Me Quieres,Ozuna,latin,north-american,latin pop,male
Valet (feat. Fetty Wap and 2 Chainz),Eric Bellinger,rap,north-american,hip hop,male
In Trance - Studio Edit,Scorpions,rock,european,hard rock,Group
Good Love (feat. Tory Lanez),Nafe Smallz,r&b,european,urban contemporary,male
White Sky,Vampire Weekend,pop,north-american,post-teen pop,Group
More,Syleena Johnson,r&b,north-american,neo soul,female
Still Loving You,Scorpions,rock,european,hard rock,Group
Mama Look at Me Now,Galantis,pop,european,dance pop,Group
Apna Time Aayega,Ranveer Singh,rap,asian,hip hop,male
Standing In The Way Of Control,Gossip,rock,north-american,album rock,Group
I Get Money,50 Cent,rap,north-american,gangster rap,male
40 Mill,Tyga,rap,north-american,gangster rap,male
Say You Won't Let Go,James Arthur,pop,european,post-teen pop,male
Riptide - Live from Spotify London,Vance Joy,latin,oceania,latin pop,male
Cosmic Dark - Radio Edit,Pitchback,edm,european,big room,Group
Lovers on the Sun (feat. Sam Martin) - Stadiumx Remix,David Guetta,edm,european,big room,male
Memories (feat. Kid Cudi),David Guetta,edm,european,progressive electro house,male
Ay Mi Dios,IAmChino,latin,north-american,latin pop,male
Loyalty,D12,rap,north-american,gangster rap,Group
Sunday Bloody Sunday,U2,rock,european,classic rock,Group
If You're Over Me - Sebastian Perez Remix,Years & Years,edm,european,pop edm,Group
Best Part of Me (feat. YEBBA),Ed Sheeran,r&b,european,urban contemporary,male
Adios,EVERGLOW,pop,asian,dance pop,Group
Hanggang Kailan - Umuwi Ka Na Baby,Orange & Lemons,rock,asian,classic rock,Group
We Found Love,Rihanna,pop,north-american,electropop,female
I See You,MISSIO,pop,north-american,indie poptimism,Group
Feeling Lonely,boy pablo,pop,european,indie poptimism,Group
Untz Untz,Dimitri Vegas & Like Mike,edm,european,progressive electro house,Group
Condenado Para el Millon,Paulo Londra,rap,latino,trap,male
Versace On The Floor (Bruno Mars vs. David Guetta),Bruno Mars,pop,north-american,electropop,male
Learn Ya,6LACK,r&b,north-american,urban contemporary,male
Falando Dela,Mc Maha,r&b,latino,hip pop,male
Un Minutito,Aleman,rap,european,trap,Person
They're Playing Our Song,Trinere,latin,north-american,latin hip hop,female
The Pressure,The Cranberries,rock,european,album rock,Group
Call Me Maybe,Carly Rae Jepsen,pop,north-american,post-teen pop,female
Wanna Get With U,Guy,r&b,north-american,new jack swing,Group
All Night - Cash Cash Radio Edit,Icona Pop,edm,european,progressive electro house,Group
Scars To Your Beautiful - Luca Schreiner Remix,Alessia Cara,edm,north-american,pop edm,female
Beautiful,Moby,rock,north-american,album rock,male
Pinball Wizard - Original Album Version,The Who,rock,european,hard rock,Group
That Jazz,Coops,r&b,european,neo soul,male
Shotgun (The Wild Remix),George Ezra,pop,european,dance pop,male
Atmosphere - 2010 Remaster,Joy Division,rock,european,permanent wave,Group
