artist,song_title,gender,ethnicity,lyrics_source,lyric_length,english_word_ratio,needs_translation
Andrea Bocelli,Santa Lucia Luntana,Male,Europe,genius,198,0.6515151515151515,1
Anita Lipnicka,Daleko Od Domu,Female,Europe,genius,91,0.5934065934065934,1
Aimee Mann,Nothing Is Good Enough,Female,North America,genius,231,0.9791666666666666,0
Alanis Morissette,Will You Be My Girlfriend?,Female,North America,genius,284,0.9759450171821306,0
Alanis Morissette,One,Female,North America,genius,170,0.9491525423728814,0
Angie Stone,No More Rain (In This Cloud),Female,North America,genius,647,0.9928366762177652,0
Alanis Morissette,Oh Yeah!,Female,North America,genius,221,0.96218487394958,0
Alain Chamfort,La Saison Des Pleurs,Male,Europe,genius,198,0.5727272727272728,1
Aimee Mann,Red Vines,Female,North America,genius,233,0.979757085020243,0
Alicia Keys,Fallin',Female,North America,genius,284,0.9593220338983052,0
Angel Olsen,Tiniest Seed,Female,North America,genius,156,0.9873417721518988,0
Amy Winehouse,Cupid,Female,Europe,genius,204,0.9953488372093025,0
Amy Winehouse,Love Is A Losing Game,Female,Europe,genius,169,1.0,0
Ana Johnsson,Life,Female,Europe,genius,145,0.967948717948718,0
Ani DiFranco,Both Hands,Female,North America,genius,315,0.99079754601227,0
Amy Macdonald,A Wish For Something More,Female,Europe,genius,389,0.9582309582309584,0
Albert West,Ginny Come Lately,Male,Europe,genius,160,1.0,0
Ace Frehley,Trouble Walkin',Male,North America,genius,183,0.9752475247524752,0
Alejandro Escovedo,Sister Lost Soul,Male,North America,genius,176,0.9945054945054944,0
Amy Macdonald,Rock Bottom,Female,Europe,genius,257,1.0,0
Alannah Myles,Black Velvet,Female,North America,genius,311,0.978328173374613,0
Amy Winehouse,Round Midnight,Female,Europe,genius,158,0.9939024390243902,0
Ace Frehley,Give It To Me Anyway,Male,North America,genius,360,0.9575596816976129,0
Amy Winehouse,In My Bed,Female,Europe,genius,340,0.9753424657534246,0
Albert Collins,A Good Fool Is Hard To Find,Male,North America,genius,214,0.9726027397260274,0
Alain Chamfort,Manureva,Male,Europe,genius,154,0.7763975155279503,1
Aaliyah,The Thing I Like,Female,North America,genius,458,0.945344129554656,0
Alanis Morissette,You Oughta Know,Female,North America,genius,460,0.9813278008298756,0
Alain Souchon,Somerset Maugham,Male,Europe,genius,198,0.7142857142857143,1
Alannah Myles,Black Velvet,Female,North America,genius,311,0.978328173374613,0
Alan Sorrenti,La Mia Mente,Male,Europe,genius,126,0.492063492063492,1
Ace Frehley,Snow Blind,Male,North America,genius,194,0.968609865470852,0
Amy Winehouse,He Can Only Hold Her,Female,Europe,genius,191,0.9601990049751244,0
Alicia Keys,Goodbye,Female,North America,genius,384,0.9234567901234568,0
Amanda Lear,The Look Of Love,Female,Europe,genius,158,0.9821428571428572,0
Anastacia,I Call It Love,Female,North America,genius,326,0.9971671388101984,0
Aimee Mann,Deathly,Female,North America,genius,190,0.9806763285024156,0
Anastacia,Absolutely Positively,Female,North America,genius,259,0.9214285714285714,0
Akon,"Right Now (Na, Na, Na)",Male,North America,genius,595,0.962356792144026,0
Aaron Carter,Leave It Up To Me,Male,North America,genius,837,0.9625962596259626,0
Andru Donalds,Lovelight In Your Eyes,Male,North America,genius,341,0.949438202247191,0
Al Kooper,One,Male,North America,genius,144,0.8580645161290322,0
Alejandro Escovedo,Bottom Of The World,Male,North America,genius,200,0.9859154929577464,0
Amy Studt,If Only,Female,Europe,genius,375,0.9821882951653944,0
Andrea Bocelli,Adeste Fideles,Male,Europe,genius,63,0.6666666666666666,1
Ani DiFranco,Both Hands,Female,North America,genius,315,0.99079754601227,0
Alejandro Escovedo,Gravity / Falling Down Again,Male,North America,genius,233,0.9917695473251028,0
Amy Sky,Ordinary Miracles,Female,North America,genius,219,0.9647577092511012,0
Amy Millan,I Will Follow You Into The Dark,Female,North America,genius,240,0.9682539682539684,0
Aimee Mann,Freeway,Female,North America,genius,254,0.9889705882352942,0
Aaron Neville,The First Time Ever I Saw Your Face,Male,North America,genius,141,1.0,0
Alain Chamfort,Bambou,Male,Europe,genius,157,0.7361963190184049,1
Alain Chamfort,LAmour En France,Male,Europe,genius,263,0.6409395973154363,1
Alanis Morissette,Head Over Feet,Female,North America,genius,340,0.9433962264150944,0
Alicia Keys,Never Felt This Way (Interlude),Female,North America,genius,103,0.9903846153846154,0
Andrew Lloyd Webber,One Rock 'N' Roll Too Many,Male,Europe,genius,126,1.0,0
Alain Chamfort,Paradis,Male,Europe,genius,155,0.5837837837837838,1
Alain Chamfort,Clara Veut La Lune,Male,Europe,genius,158,0.6685393258426966,1
Alain Bashung,Alcaline,Male,Europe,genius,196,0.634703196347032,1
Ani DiFranco,Know Now Then,Female,North America,genius,150,0.9805194805194806,0
Alain Bashung,Suzanne,Male,Europe,genius,269,0.6111111111111112,1
Amy Winehouse,Love Is A Losing Game,Female,Europe,genius,169,1.0,0
Ana Johnsson,Here I Go Again,Female,Europe,genius,271,0.9480968858131488,0
Alanis Morissette,Human Touch,Female,North America,genius,359,0.9794871794871794,0
Andrew Bird,Tin Foil,Male,North America,genius,201,0.9855072463768116,0
Adel Tawil,Stadt,Female,Europe,genius,399,0.625974025974026,1
Alicia Keys,Fallin',Female,North America,genius,284,0.9593220338983052,0
Andreas Gabalier,Die Liste,Male,Europe,genius,295,0.5967213114754099,1
Alanis Morissette,Joining You,Female,North America,genius,328,0.9854227405247812,0
Andrew Lloyd Webber,A Lotta Locomotion,Male,Europe,genius,460,0.9631901840490796,0
Abbey Lincoln,Come Sunday,Female,North America,genius,168,0.9770114942528736,0
Andrea Bocelli,Frondi Tenere... Ombra Mai Fu,Male,Europe,genius,70,0.6619718309859155,1
Anastacia,Love Is Alive,Female,North America,genius,279,1.0,0
Afrojack,Catch Tomorrow,Male,Europe,genius,213,0.982532751091703,0
Alicia Keys,Heartburn,Female,North America,genius,307,0.981651376146789,0
Adele,Hometown Glory,Female,Europe,genius,280,0.9385113268608414,0
Adrian Stern,Werum Denn Eifach?,Male,Europe,genius,222,0.4291845493562232,1
Amy Winehouse,In My Bed,Female,Europe,genius,340,0.9753424657534246,0
Active Child,Playing House,Male,North America,genius,314,0.9881656804733728,0
Amy Winehouse,Love Is A Losing Game,Female,Europe,genius,169,1.0,0
Allan Edwall,Dystervals,Male,Europe,genius,114,0.5175438596491229,1
Alison Krauss,Simple Love,Female,North America,genius,191,0.9949238578680204,0
Amy Grant,Hats,Female,North America,genius,427,0.9869848156182212,0
Alain Chamfort,Paradis,Male,Europe,genius,155,0.5837837837837838,1
Aaron Neville,Let It Snow! Let It Snow! Let It Snow!,Male,North America,genius,187,0.9438775510204082,0
Andreas Bourani,Hey,Male,Europe,genius,278,0.4875444839857651,1
Aimee Mann,Ghost World,Female,North America,genius,227,0.9831932773109244,0
Alina Orlova,Po Tiltu,Female,Europe,genius,35,0.4864864864864865,1
Anastacia,One More Chance,Female,North America,genius,250,0.9816849816849816,0
Alan Stivell,Marig Ar Pollanton,Male,Europe,genius,57,0.6307692307692307,1
Abbey Lincoln,Strange Fruit,Female,North America,genius,189,0.968421052631579,0
Aaliyah,At Your Best (You Are Love),Female,North America,genius,358,0.989159891598916,0
A$AP Rocky,Wild For The Night,Male,North America,genius,548,0.968013468013468,0
Aimee Mann,Living A Lie,Female,North America,genius,278,1.0,0
Alicia Keys,Wait Til You See My Smile,Female,North America,genius,176,1.0,0
Alanis Morissette,Too Hot,Female,North America,genius,522,0.9777777777777776,0
Alicia Keys,Lovin U,Female,North America,genius,229,0.99163179916318,0
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius,279,0.593103448275862,1
Alain Chamfort,Bambou,Male,Europe,genius,157,0.7361963190184049,1
Anita Meyer,Somewhere,Female,Europe,genius,93,0.9702970297029704,0
Alain Chamfort,Bambou,Male,Europe,genius,157,0.7361963190184049,1
A$AP Rocky,Everyday,Male,North America,genius,752,0.9702072538860104,0
Aimee Mann,Ghost World,Female,North America,genius,227,0.9831932773109244,0
Ani DiFranco,Jukebox,Female,North America,genius,284,0.9861111111111112,0
Alanis Morissette,'Til You,Female,North America,genius,163,0.9657142857142856,0
Alanis Morissette,Mary Jane,Female,North America,genius,255,0.9889705882352942,0
Aaliyah,U Got Nerve,Female,North America,genius,420,0.9611872146118722,0
Aly Michalka,I Want You To Want Me,Female,North America,genius,321,0.9129213483146068,0
Aaliyah,4 Page Letter,Female,North America,genius,342,0.9775910364145658,0
Al Jolson,You Are Too Beautiful,Male,Europe,genius,258,0.9885057471264368,0
Aimee Mann,Sugarcoated,Female,North America,genius,208,0.9508928571428572,0
Alicia Keys,So Simple,Female,North America,genius,374,1.0,0
Amy Macdonald,Across The Nile,Female,Europe,genius,214,0.9908675799086758,0
Alan Menken,One Jump Ahead,Male,North America,genius,322,0.966867469879518,0
Alejandro Escovedo,Tugboat,Male,North America,genius,157,0.951219512195122,0
Aimee Mann,Freeway,Female,North America,genius,254,0.9889705882352942,0
Anastacia,Maybe Today,Female,North America,genius,211,0.9772727272727272,0
Amanda Palmer,Idioteque,Female,North America,genius,181,0.9846938775510204,0
Alain Chamfort,Charmant Petit Monstre,Male,Europe,genius,186,0.6651162790697674,1
Ana Torroja,Hijo De La Luna,Female,Europe,genius,284,0.6711864406779661,1
Aaliyah,Rock The Boat,Female,North America,genius,616,0.9889064976228208,0
Andrew Bird,How You Gonna Keep 'Em Down On The Farm,Male,North America,genius,252,0.9285714285714286,0
Alanis Morissette,Hand In My Pocket,Female,North America,genius,321,0.9725274725274724,0
Afroman,Hush,Male,North America,genius,425,0.9736842105263158,0
Alicia Keys,Streets Of New York (City Life),Female,North America,genius,563,0.9861111111111112,0
Alain Chamfort,Le Grand Retour,Male,Europe,genius,237,0.5978260869565217,1
Aaron Neville,My Girl,Male,North America,genius,162,0.9310344827586208,0
Andrew Lloyd Webber,Partido Feminista,Female,North America,genius,121,0.968503937007874,0
Aimee Mann,Choice In The Matter,Female,North America,genius,257,1.0,0
Anika Noni Rose,Almost There,Female,North America,genius,240,0.9662921348314608,0
Anastacia,Left Outside Alone,Female,North America,genius,430,0.9823399558498896,0
Aldo Nova,Fantasy,Male,North America,genius,237,0.9959514170040484,0
Amanda Lear,Lili Marlene,Female,Europe,genius,181,0.8494623655913979,0
Aaliyah,Miss You (Remix),Female,North America,genius,778,0.9892729439809296,0
Adele,Right As Rain,Female,Europe,genius,429,0.9807692307692308,0
Adele,Best For Last,Female,Europe,genius,472,0.9823874755381604,0
Andrew Bird,Tin Foiled,Male,North America,genius,232,0.9873949579831932,0
Agathe & Fine,Green Grass,Male,North America,genius,182,0.9685863874345548,0
Aaliyah,No One Knows How To Love Me Quite Like You Do,Female,North America,genius,461,0.9895833333333334,0
A Guy Called Gerald,Hurry To Go Easy,Male,Europe,genius,116,0.975,0
Adam Lambert,Whole Lotta Love,Male,North America,genius,241,0.9529411764705882,0
Alain Chamfort,Les Jours De Moisson,Male,Europe,genius,155,0.675,1
Aaliyah,Try Again,Female,North America,genius,795,0.9832335329341316,0
Ace Frehley,Fox On The Run,Male,North America,genius,186,0.979591836734694,0
Afroman,Palmdale,Male,North America,genius,1018,0.959280303030303,0
Aaron Neville,A Change Is Gonna Come,Male,North America,genius,183,0.9692307692307692,0
Andrew Bird,You Woke Me Up!,Male,North America,genius,131,0.9645390070921984,0
Andrea Bocelli,Santa Lucia Luntana,Male,Europe,genius,198,0.6515151515151515,1
Amy Grant,I Will Remember You,Female,North America,genius,190,0.9696969696969696,0
Aaron Lewis,Vicious Circles,Male,North America,genius,217,0.9957081545064378,0
Andru Donalds,Lovelight In Your Eyes,Male,North America,genius,341,0.949438202247191,0
Andrew Bird,Two Sisters,Male,North America,genius,273,0.9928057553956836,0
Ane Brun,True Colors,Female,Europe,genius,165,0.9828571428571428,0
Alanis Morissette,Right Through You,Female,North America,genius,225,0.9661016949152542,0
Aimee Mann,One,Female,North America,genius,214,0.9043478260869564,0
Andrew Bird,Fake Palindromes,Male,North America,genius,239,0.9806949806949808,0
Al Stewart,A Long Way Down From Stephanie,Male,Europe,genius,226,0.9912663755458516,0
Al Stewart,Flying Sorcery,Male,Europe,genius,257,0.9962121212121212,0
Alanis Morissette,You Oughta Know,Female,North America,genius,460,0.9813278008298756,0
Aloe Blacc,Lift Your Spirit,Male,North America,genius,434,0.98744769874477,0
Alain Chamfort,Rendez-Vous...,Male,Europe,genius,208,0.5889328063241107,1
Allan Sherman,The Twelve Gifts Of Christmas,Male,North America,genius,511,0.9922779922779924,0
Alain Clark,Father And Friend,Male,Europe,genius,463,0.9665271966527196,0
Aaron Lewis,Country Boy,Male,North America,genius,538,0.966252220248668,0
Aloe Blacc,The Hand Is Quicker,Male,North America,genius,329,0.9770773638968482,0
Aaliyah,Ladies In Da House,Female,North America,genius,471,0.9227642276422764,0
Alain Souchon,Foule Sentimentale,Male,Europe,genius,268,0.6549295774647887,1
Aaron Neville,Cry Me A River,Male,North America,genius,175,1.0,0
Al Green,Take Me To The River,Male,North America,genius,289,0.9741935483870968,0
Angie Aparo,Fight For Your Right To Party,Male,North America,genius,139,0.9328859060402684,0
Amel Bent,Ma Philosophie,Female,Europe,genius,385,0.6504629629629629,1
Abbey Lincoln,"Softly, As In A Morning Sunrise",Female,North America,genius,155,0.9935483870967742,0
Aaron Neville,I Shall Be Released,Male,North America,genius,181,0.9672131147540984,0
Al Martino,Man From Laramie,Male,North America,genius,155,0.967741935483871,0
Aimee Mann,Long Shot,Female,North America,genius,168,0.994186046511628,0
Adriano Celentano,Jailhouse Rock,Male,Europe,genius,265,0.9775280898876404,0
Alanis Morissette,Thank U,Female,North America,genius,242,0.9959183673469388,0
Alejandro Escovedo,The Ladder,Male,North America,genius,84,1.0,0
Angel Olsen,Lights Out,Female,North America,genius,268,0.9584775086505192,0
Andrew Bird,Drunk By Noon,Male,North America,genius,191,0.9850746268656716,0
Anastacia,Beautiful Messed Up World,Female,North America,genius,382,0.9926289926289926,0
Al Jarreau,A Sleepin' Bee,Male,North America,genius,64,0.9701492537313432,0
Aaron Neville,"Betcha By Golly, Wow",Male,North America,genius,222,0.9663865546218487,0
Al Jarreau,Better Than Anything,Male,North America,genius,246,1.0,0
Amy Diamond,Go!,Female,Europe,genius,319,0.9908256880733946,0
Alan Stivell,Marig Ar Pollanton,Male,Europe,genius,57,0.6307692307692307,1
Alain Chamfort,Paradis,Male,Europe,genius,155,0.5837837837837838,1
Afrojack,As Your Friend,Male,Europe,genius,383,0.9950372208436724,0
Alanis Morissette,This Grudge,Female,North America,genius,418,0.9322799097065464,0
Aaliyah,One In A Million,Female,North America,genius,546,0.9893048128342246,0
Aaron Neville,"Let It Snow, Let It Snow, Let It Snow",Male,North America,genius,187,0.9438775510204082,0
Aerosmith,Animal Crackers,Male,North America,genius,238,0.9642857142857144,0
Andrea Bocelli,Amor Ti Vieta,Male,Europe,genius,30,0.7419354838709677,1
Alicia Keys,Pray For Forgiveness,Female,North America,genius,306,0.98159509202454,0
Alexis HK,Bambin,Male,North America,genius,267,0.60062893081761,1
André 3000,Pink Matter,Male,North America,genius,476,0.988095238095238,0
Alanis Morissette,UR,Female,North America,genius,196,0.9590909090909092,0
Aaron Neville,Hercules,Male,North America,genius,310,0.9787878787878788,0
Amy Macdonald,Human Spirit,Female,Europe,genius,195,0.9521531100478468,0
Anastacia,Overdue Goodbye,Female,North America,genius,242,0.9306122448979592,0
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius,279,0.593103448275862,1
Alina Orlova,Lijo,Female,Europe,genius,84,0.5063291139240507,1
Anastacia,Not That Kind,Female,North America,genius,424,0.9789227166276346,0
Andrew Bird,Armchairs,Male,North America,genius,303,0.9784615384615384,0
Afroman,Because I Got High,Male,North America,genius,803,0.9544392523364486,0
Agnes Obel,The Curse,Female,Europe,genius,228,0.9696969696969696,0
Alfie Boe,Empty Chairs At Empty Tables,Male,Europe,genius,171,1.0,0
Adriano Celentano,Una Festa Sui Prati,Male,Europe,genius,216,0.6682027649769585,1
Aloe Blacc,Here Today,Male,North America,genius,332,0.9719887955182072,0
Alain Chamfort,Les Majorettes,Male,Europe,genius,180,0.7476190476190476,1
Amanda Palmer,Bad Wine And Lemon Cake,Female,North America,genius,486,0.9670542635658916,0
Anastacia,Made For Lovin' You,Female,North America,genius,375,0.9727722772277227,0
Amanda Seyfried,I Have A Dream,Female,North America,genius,215,0.9772727272727272,0
Ana Moura,Fado Vestido De Fado,Female,Europe,genius,160,0.6060606060606061,1
Alain Chamfort,Bambou,Male,Europe,genius,157,0.7361963190184049,1
Al Green,How Can You Mend A Broken Heart?,Male,North America,genius,388,0.976905311778291,0
Alanis Morissette,Havoc,Female,North America,genius,219,0.9830508474576272,0
Amy Winehouse,In My Bed,Female,Europe,genius,340,0.9753424657534246,0
Alejandro Escovedo,Fall Apart With You,Male,North America,genius,160,0.9567901234567902,0
Aaliyah,I Gotcha Back,Female,North America,genius,337,0.9665738161559888,0
Alicia Keys,Stolen Moments,Female,North America,genius,327,0.9797101449275364,0
Amy Macdonald,Mr. Brightside,Female,Europe,genius,312,0.9703264094955488,0
Andy Williams,Music To Watch Girls By,Male,North America,genius,192,1.0,0
Aggro Santos,Candy,Male,Europe,genius,521,0.8745318352059925,0
Andrew Bird,MX Missiles,Male,North America,genius,296,0.98125,0
Ana Johnsson,The Way I Am,Female,Europe,genius,177,0.955,0
Alison Moyet,You Got Me Wrong,Female,Europe,genius,172,0.9830508474576272,0
Alain Chamfort,Manureva,Male,Europe,genius,154,0.7763975155279503,1
Aaron Carter,Crush On You,Male,North America,genius,294,0.9680511182108626,0
Ana Moura,Talvez Depois,Female,Europe,genius,244,0.6083650190114068,1
Andrew Bird,Spare-Ohs,Male,North America,genius,233,0.9795081967213116,0
Andrew Bird,Cathedral In The Dell,Male,North America,genius,186,0.9789473684210528,0
Afroman,Crazy Rap,Male,North America,genius,1131,0.9879621668099742,0
Adele,Chasing Pavements,Female,Europe,genius,343,0.9914529914529916,0
Amy Macdonald,Rock Bottom,Female,Europe,genius,257,1.0,0
Angie Aparo,Cry,Male,North America,genius,232,0.988095238095238,0
Alicia Keys,Diary,Female,North America,genius,311,0.9907692307692308,0
Aaliyah,Hot Like Fire,Female,North America,genius,440,0.971311475409836,0
Alan Parsons,Turn It Up,Male,Europe,genius,196,1.0,0
Amy Macdonald,Run,Female,Europe,genius,303,0.993920972644377,0
Alan Sorrenti,Una Luce Si Accende,Male,Europe,genius,174,0.6610169491525424,1
Alain Souchon,Foule Sentimentale,Male,Europe,genius,268,0.6549295774647887,1
Aimee Mann,Deathly,Female,North America,genius,190,0.9806763285024156,0
Amy Speace,Bring Me Back My Heart,Female,North America,genius,145,0.9865771812080536,0
Aaron Neville,The Ten Commandments Of Love,Male,North America,genius,183,1.0,0
Alejandro Escovedo,By Eleven,Male,North America,genius,106,0.9553571428571428,0
Aaron Lewis,KRWLNG,Male,North America,genius,414,0.9930394431554525,0
Andrew Bird,Oh No,Male,North America,genius,286,0.9701986754966888,0
Alejandro Escovedo,Velvet Guitar,Male,North America,genius,140,0.953020134228188,0
Alanis Morissette,One,Female,North America,genius,170,0.9491525423728814,0
Andreas Bourani,Hey,Male,Europe,genius,278,0.4875444839857651,1
Alanis Morissette,Feel Your Love,Female,North America,genius,436,0.9517543859649122,0
Alain Bashung,Suzanne,Male,Europe,genius,269,0.6111111111111112,1
Alain Souchon,On Avance,Male,Europe,genius,200,0.6342592592592593,1
Aaron Neville,Tell It Like It Is,Male,North America,genius,175,0.994475138121547,0
Aimee Mann,Nobody Does It Better,Male,Europe,genius,185,0.984924623115578,0
Anastacia,Black Roses,Female,North America,genius,325,0.9910714285714286,0
Alanis Morissette,Dear Prudence,Female,North America,genius,217,1.0,0
Al Stewart,Night Train To Munich,Male,Europe,genius,332,0.9661971830985916,0
Angel Olsen,Acrobat,Female,North America,genius,178,0.994535519125683,0
Aimee Mann,Long Shot,Female,North America,genius,168,0.994186046511628,0
Alain Chamfort,Manureva,Male,Europe,genius,154,0.7763975155279503,1
Aldo Nova,Fantasy,Male,North America,genius,237,0.9959514170040484,0
Andrew Bird,Plasticities,Male,North America,genius,166,0.9193548387096774,0
Alanis Morissette,My Humps,Female,North America,genius,325,0.9798270893371758,0
Al Jolson,About A Quarter To Nine,Male,Europe,genius,172,0.9782608695652174,0
Aloe Blacc,The Man,Male,North America,genius,636,0.9915134370579916,0
Andrew Bird,Ten-You-Us,Male,North America,genius,188,0.9797979797979798,0
Adele,Melt My Heart To Stone,Female,Europe,genius,264,0.989010989010989,0
Andy Williams,The Hawaiian Wedding Song,Male,North America,genius,101,0.9702970297029704,0
Alanis Morissette,Eight Easy Steps,Female,North America,genius,444,0.943866943866944,0
Alanis Morissette,Magical Child,Female,North America,genius,189,0.9949238578680204,0
Aloe Blacc,Owe It All,Male,North America,genius,321,1.0,0
Amy Grant,Rockin' Around The Christmas Tree,Female,North America,genius,147,0.967741935483871,0
Al Martino,Spanish Eyes,Male,North America,genius,115,0.9661016949152542,0
Al Stewart,Pretty Golden Hair,Male,Europe,genius,331,0.967741935483871,0
Aaron Neville,When A Man Loves A Woman,Male,North America,genius,164,1.0,0
Andrew Bird,Imitosis,Male,North America,genius,308,0.9872611464968152,0
Alan Doyle,The Rules Will All Be Broken,Male,North America,genius,153,0.96875,0
Alain Chamfort,Paradis,Male,Europe,genius,155,0.5837837837837838,1
Andrew Lloyd Webber,Act One Finale,Male,Europe,genius,477,0.98159509202454,0
Adele,One And Only,Female,Europe,genius,451,0.9628865979381444,0
Alison Brown,Angel,Female,North America,genius,152,0.9870967741935484,0
Amanda Palmer,Ukulele Anthem,Female,North America,genius,671,0.9711399711399712,0
Andrea Bocelli,I Te Vurria Vasa,Male,Europe,genius,139,0.684931506849315,1
Adel Tawil,Stadt,Female,Europe,genius,399,0.625974025974026,1
Alejandro Escovedo,Paradise,Male,North America,genius,114,0.9658119658119658,0
Aaron Lewis,Country Boy,Male,North America,genius,538,0.966252220248668,0
Amy Diamond,It Can Only Get Better,Female,Europe,genius,209,0.9724770642201837,0
Alicia Keys,Samsonite Man,Female,North America,genius,339,0.9346590909090908,0
Allison Crowe,Joan Of Arc,Female,North America,genius,262,0.9887218045112782,0
Adele,Make You Feel My Love,Female,Europe,genius,252,0.981060606060606,0
Al Jarreau,Day By Day,Male,Europe,genius,414,0.9455337690631808,0
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius,279,0.593103448275862,1
Andrew Gold,Norwegian Wood (This Bird Has Flown),Male,North America,genius,124,0.9767441860465116,0
Alicia Keys,Butterflyz,Female,North America,genius,337,0.9418282548476454,0
Andrew Gold,Never Let Her Slip Away,Male,North America,genius,248,0.9809885931558936,0
Andrea Bocelli,'O Mare E Tu,Male,Europe,genius,171,0.5611111111111111,1
Andrew Lloyd Webber,Take That Look Off Your Face,Female,Europe,genius,237,0.9649805447470816,0
Aimee Mann,Phoenix,Female,North America,genius,233,0.959349593495935,0
Alain Chamfort,Les Beaux Yeux De Laure,Male,Europe,genius,168,0.6117021276595744,1
Alexis HK,Je Reviendrai,Male,North America,genius,174,0.5347593582887701,1
Adam Sandler,The Chanukah Song,Male,North America,genius,357,0.96,0
A$AP Rocky,Suddenly,Male,North America,genius,597,0.9615384615384616,0
Andrea Bocelli,Panis Angelicus,Male,Europe,genius,52,0.6923076923076923,1
Andreas Bourani,Eisberg,Male,Europe,genius,224,0.5733333333333334,1
Ace Frehley,Do Ya,Male,North America,genius,339,0.9502762430939228,0
Andrew Bird,The Sad Milkman,Male,North America,genius,195,1.0,0
Andrew Lloyd Webber,He Whistled At Me (Reprise),Male,Europe,genius,93,0.9902912621359224,0
Alicia Keys,Love Is Blind,Female,North America,genius,289,1.0,0
Alicia Keys,Rock Wit U,Female,North America,genius,404,0.9563106796116504,0
Aimee Mann,You Do,Female,North America,genius,165,0.9827586206896552,0
Anastacia,Defeated,Female,North America,genius,394,0.9567307692307692,0
Amos Lee,Simple Things,Male,North America,genius,139,0.9798657718120806,0
Andreas Gabalier,Dieser Weg,Male,Europe,genius,298,0.5833333333333334,1
Aaliyah,If Your Girl Only Knew (The New Remix),Female,North America,genius,370,0.961038961038961,0
Andrew Bird,Heretics,Male,North America,genius,333,0.9775910364145658,0
Al Stewart,Midas Shadow,Male,Europe,genius,187,0.9844559585492229,0
Alicia Keys,Nobody Not Really,Female,North America,genius,113,1.0,0
Aaliyah,Erica Kane,Female,North America,genius,477,0.978021978021978,0
Angelzoom,Hypnotised,Female,Europe,genius,82,1.0,0
Andrew Bird,Sovay,Male,North America,genius,178,0.9583333333333334,0
Anita Lipnicka,Gin Z Tonikiem,Female,Europe,genius,144,0.4482758620689655,1
Anita Lipnicka,O Niczym,Female,Europe,genius,147,0.4965986394557823,1
Andrew Bird,"So Much Wine, Merry Christmas",Male,North America,genius,181,1.0,0
Alejandro Escovedo,Rhapsody,Male,North America,genius,209,0.9680365296803652,0
Andrew Bird,I,Male,North America,genius,128,1.0,0
Aaliyah,Got To Give It Up,Female,North America,genius,463,0.9708333333333332,0
Anastacia,Sick And Tired,Female,North America,genius,482,0.8937875751503006,0
Afrob,Ambaciata,Male,Europe,genius,458,0.8506493506493507,0
Andy Hunter°,Amazing,Male,Europe,genius,79,0.9876543209876544,0
Adrian Belew,Oh Daddy,Male,North America,genius,270,0.9263157894736842,0
Alanis Morissette,Dear Prudence,Female,North America,genius,217,1.0,0
Alejandro Escovedo,About This Love,Male,North America,genius,149,0.9933333333333332,0
Aimee Mann,Choice In The Matter,Female,North America,genius,257,1.0,0
Allison Crowe,Raining In Baltimore,Female,North America,genius,266,0.9963898916967509,0
Andrea Bocelli,Frondi Tenere... Ombra Mai Fu,Male,Europe,genius,70,0.6619718309859155,1
Allison Crowe,A Murder Of One,Female,North America,genius,267,0.9821428571428572,0
Amy Macdonald,This Is The Life,Female,Europe,genius,471,0.9363449691991786,0
Ana Johnsson,Cuz I Can,Female,Europe,genius,243,0.9661654135338346,0
Adele,Skyfall,Female,Europe,genius,351,0.9860335195530726,0
Agnes Obel,Pass Them By,Female,Europe,genius,140,1.0,0
Adele,Chasing Pavements,Female,Europe,genius,343,0.9914529914529916,0
Amy Diamond,Hello!,Female,Europe,genius,237,0.991869918699187,0
Amel Bent,Eye Of The Tiger,Female,Europe,genius,265,0.9927797833935018,0
Andy Williams,Show Me,Male,North America,genius,137,1.0,0
Amel Bent,Comme Toi,Female,Europe,genius,228,0.5901639344262295,1
Aaron Lewis,Tangled Up In You,Male,North America,genius,200,0.9476190476190476,0
Alain Chamfort,Baby Boum,Male,Europe,genius,101,0.7889908256880734,1
Alanis Morissette,Guardian,Female,North America,genius,260,0.935251798561151,0
Ann Hampton Callaway,Spring Can Really Hang You Up The Most,Female,North America,genius,281,0.9587628865979382,0
Amy Winehouse,The Girl From Ipanema,Female,Europe,genius,234,0.9672131147540984,0
Allison Crowe,O Holy Night,Female,North America,genius,168,1.0,0
Anastacia,All Fall Down,Female,North America,genius,219,0.9829059829059827,0
Ann Hampton Callaway,Stormy Weather / When The Sun Comes Out,Female,North America,genius,312,0.966153846153846,0
Andrea Bocelli,Che Gelida Manina,Male,Europe,genius,141,0.6054421768707483,1
Alison Krauss,The Scarlet Tide,Female,North America,genius,154,0.9681528662420382,0
Aimee Mann,Ghost World,Female,North America,genius,227,0.9831932773109244,0
Ace Frehley,Rip It Out,Male,North America,genius,231,0.962809917355372,0
Agnes Obel,Run Cried The Crawling,Female,Europe,genius,230,0.9735849056603774,0
Alain Chamfort,Les Beaux Yeux De Laure,Male,Europe,genius,168,0.6117021276595744,1
Alanis Morissette,UR,Female,North America,genius,196,0.9590909090909092,0
Aaliyah,One In A Million,Female,North America,genius,546,0.9893048128342246,0
Andy Mineo,The Saints,Male,North America,genius,842,0.9726027397260274,0
