song_title,artist,language,musical_genre,ethnicity,musical_subgenre,gender,lyric_length,needs_translation
Look At Me!,XXXTENTACION,en,rap,north-american,southern hip hop,male,332,0
Reforget,Lauv,en,pop,north-american,indie poptimism,male,704,0
West End Girls - 2001 Remaster,Pet Shop Boys,en,pop,european,electropop,Group,365,0
Ahora Es,Wisin & Yandel,es,latin,north-american,reggaeton,Group,522,1
Cheap Wine - 2011 Remastered,Cold Chisel,en,rock,oceania,permanent wave,Group,197,0
Ojos Noche,Elsa y Elmar,es,latin,north-american,latin pop,female,265,1
Grillz - Dirty,Nelly,en,rap,north-american,hip hop,male,849,0
Porsche,Jovem Dex,tl,rap,latino,trap,male,359,1
Six Feet Deep,Geto Boys,en,rap,north-american,southern hip hop,Group,669,0
Where Dem Dollas At (feat. DJ Paul & Juicy J),Gangsta Boo,en,rap,north-american,southern hip hop,female,957,0
Roses - Imanbek Remix,SAINt JHN,en,pop,latino,dance pop,male,1404,0
Nothing Without You - Tinlicker Rework - Edit,Tinlicker,en,edm,european,progressive electro house,Group,119,0
Hallelujah,Logic,en,rap,north-american,hip hop,male,1007,0
I BEEN BORN AGAIN,BROCKHAMPTON,en,rap,north-american,hip hop,Group,662,0
Beautiful,Snoop Dogg,en,r&b,north-american,hip pop,male,729,0
Talking In Your Sleep,The Romantics,en,rock,north-american,permanent wave,Group,350,0
Black Hole Sun,Soundgarden,en,rock,north-american,permanent wave,Group,287,0
Sounds Of The Skeng,Stormzy,en,rap,european,hip hop,male,766,0
Life Is Good,Ringo Starr,en,rock,european,classic rock,male,208,0
Beautiful People (feat. Khalid) - Jack Wins Remix,Ed Sheeran,en,pop,european,dance pop,male,1071,0
Dancing In the Dark,Bruce Springsteen,en,rock,north-american,classic rock,male,322,0
Morrison,FRENSHIP,en,pop,north-american,indie poptimism,Group,262,0
Can't Stop Now,White Arrows,en,pop,north-american,indie poptimism,Group,125,0
Where The Hood At,DMX,en,rap,north-american,gangster rap,male,974,0
Anche Fragile,Elisa,it,r&b,european,hip pop,female,333,1
Bad Bad News,Leon Bridges,en,r&b,north-american,neo soul,male,308,0
I Don't Fuck With You,Big Sean,en,pop,north-american,post-teen pop,male,973,0
Noc,White 2115,pl,rap,european,trap,male,341,1
No One Knows Who We Are (Radio Edit) (feat. Lights),Kaskade,en,edm,north-american,progressive electro house,male,775,0
Luna,Belanova,es,pop,north-american,electropop,Group,110,1
Love of My Own,Eric Benét,en,r&b,north-american,neo soul,male,214,0
The World Is Yours,Nas,en,r&b,north-american,hip pop,male,816,0
White Room,Cream,en,rock,european,classic rock,Group,158,0
You Belong With Me,Taylor Swift,en,latin,north-american,latin hip hop,female,399,0
Don't Dream It's Over,Crowded House,en,rock,oceania,permanent wave,Group,256,0
Obstacle 1,Interpol,en,rock,north-american,permanent wave,Group,311,0
You're the Reason - English ver.,INTERSECTION,en,pop,asian,dance pop,Group,184,0
Shaky Shaky,Daddy Yankee,es,latin,north-american,latin pop,male,599,1
Wrong Direction,Hailee Steinfeld,en,pop,north-american,post-teen pop,female,381,0
MIROH,Stray Kids,ko,pop,asian,dance pop,Group,305,1
Love No Limit,Mary J. Blige,en,r&b,north-american,new jack swing,female,926,0
Desire (feat. Darrein Safron),GAWVI,en,edm,north-american,progressive electro house,male,233,0
Ambak,Jenil,en,edm,asian,big room,male,352,0
@Isa - Ao Vivo,Marcos & Belutti,pt,edm,latino,pop edm,Group,182,1
Never Gonna Give You Up,Rick Astley,en,pop,european,electropop,male,415,0
Faded,Alan Walker,en,pop,european,dance pop,male,504,0
Return of the Mack - C&J Extended Mix,Mark Morrison,en,r&b,european,new jack swing,male,508,0
Ain't No Time,Future,en,rap,north-american,gangster rap,male,651,0
Budapest,George Ezra,en,pop,european,dance pop,male,578,0
Loud,R5,en,pop,north-american,post-teen pop,Group,358,0
Vivir Bailando,Silvestre Dangond,es,latin,latino,tropical,male,490,1
Count On You - ATFC's C-thru Remix,Autoerotique,en,edm,north-american,electro house,Group,162,0
Estamos Bien,Bad Bunny,es,rap,north-american,trap,male,826,1
Wander With Me,Tom Misch,en,pop,european,indie poptimism,male,163,0
Rainman,Tymek,pl,rap,european,trap,male,512,1
Rocky Mountain Way,Joe Walsh,en,rock,north-american,classic rock,male,186,0
Something's Got To Give - Banx & Ranx Remix,Labrinth,en,edm,european,big room,male,360,0
Bad Religion,Motörhead,en,rock,european,hard rock,Group,266,0
Last Child,Aerosmith,en,rock,north-american,hard rock,Group,199,0
Breathe,JSPH,en,r&b,north-american,urban contemporary,male,276,0
Mera Woo,El Alfa,es,latin,latino,reggaeton,male,548,1
Childs Play (feat. Chance the Rapper),SZA,en,r&b,north-american,urban contemporary,female,830,0
Pass Me Over,Anthony Hamilton,en,r&b,north-american,urban contemporary,male,776,0
Killer Queen - 2011 Mix,Queen,en,rock,european,classic rock,Group,228,0
The Pretender,Jackson Browne,en,rock,north-american,classic rock,male,401,0
I'm Gonna Do My Thing,Royal Deluxe,en,rap,north-american,southern hip hop,Group,165,0
Perro Negro Granjero (Perro Negro Y Callejero Y La Grange),Molotov,es,latin,north-american,latin hip hop,Group,138,1
Blue on Black,Kenny Wayne Shepherd,en,rap,north-american,southern hip hop,male,263,0
Chasing Pirates,Norah Jones,en,r&b,north-american,neo soul,female,136,0
I Won't Back Down,Tom Petty,en,rock,north-american,classic rock,male,222,0
Jah No Partial - Yellow Claw & Yung Felix Remix,Major Lazer,en,rap,latino,trap,Group,224,0
Ride Like the Wind,Christopher Cross,en,rock,north-american,classic rock,male,225,0
Lights - Single Version,Ellie Goulding,en,latin,european,latin hip hop,female,257,0
1441,KASIMIR1441,de,rap,european,gangster rap,male,255,1
Sorry Not Sorry,Demi Lovato,en,pop,north-american,post-teen pop,non-binary,454,0
Ok Without You,Klaas,en,edm,european,electro house,male,340,0
Light - Grant Remix,San Holo,en,edm,european,pop edm,male,333,0
XO Tour Llif3,Lil Uzi Vert,en,pop,north-american,electropop,non-binary,496,0
Feet On The Ground,Nicky Romero,en,edm,european,progressive electro house,male,316,0
Enter Sandman,Iron Horse,en,r&b,north-american,hip pop,Group,184,0
Detroit City 2020,Alice Cooper,en,rock,north-american,hard rock,male,217,0
Locals Only,Dom Kennedy,en,rap,north-american,southern hip hop,male,461,0
I Forget Where We Were,Ben Howard,en,r&b,european,urban contemporary,male,233,0
214,Rivermaya,en,rock,asian,classic rock,Group,241,0
False Alarm,Matoma,en,pop,european,indie poptimism,male,548,0
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,en,rap,north-american,hip hop,male,2416,0
Lejos De Ti,Gian Marco,es,latin,latino,latin pop,male,374,1
The Sound,The 1975,en,pop,european,indie poptimism,Group,463,0
Never Too Busy - All Star Head Up Mix,Kenny Lattimore,en,r&b,north-american,new jack swing,male,267,0
Don't Speak,No Doubt,en,rock,north-american,permanent wave,Group,310,0
Muscle Memory,Natania,en,latin,north-american,tropical,female,220,0
You've Got Another Thing Comin',Judas Priest,en,rock,european,classic rock,Group,316,0
"Amor, Amor, Amor (feat. Wisin)",Jennifer Lopez,es,latin,north-american,latin hip hop,female,317,1
Mientes Tan Bien,Sin Bandera,es,latin,north-american,latin pop,Group,246,1
Passionfruit,Drake,en,pop,north-american,electropop,male,230,0
Roads,Vargas & Lagola,en,pop,european,dance pop,Group,395,0
One Way (feat. T-Pain) - Bonus,6LACK,en,r&b,north-american,urban contemporary,male,486,0
Running,Information Society,en,pop,north-american,electropop,Group,416,0
ocean eyes,Billie Eilish,en,r&b,north-american,urban contemporary,female,216,0
It's No Good,Depeche Mode,en,rock,european,permanent wave,Group,233,0
Office Politics,The Divine Comedy,en,pop,european,electropop,Group,256,0
She's A Beauty - Remastered 1991,The Tubes,en,rock,north-american,album rock,Group,262,0
Beamer Boy,Lil Peep,en,rap,north-american,trap,male,412,0
All About U,2Pac,en,rap,north-american,gangster rap,male,851,0
Fetish (feat. Gucci Mane) - Galantis Remix,Selena Gomez,en,r&b,north-american,hip pop,female,388,0
Somebody Told Me,The Killers,en,pop,north-american,post-teen pop,Group,298,0
Stamm Fort (feat. Sfera Ebbasta),Luche,it,rap,european,trap,male,393,1
Carried Away - Tiësto Remix,Passion Pit,en,edm,north-american,progressive electro house,Group,335,0
Rock the Nation - Remastered,Montrose,en,rock,north-american,hard rock,Group,196,0
Start Me Up - Remastered,The Rolling Stones,en,rock,european,classic rock,Group,298,0
Cold Heart,Luh Kel,en,r&b,north-american,urban contemporary,male,372,0
Mami So Bad,Frenna,so,latin,european,latin hip hop,male,247,1
The Line,Foo Fighters,en,rock,north-american,hard rock,Group,223,0
Someday,The Strokes,en,rock,north-american,permanent wave,Group,201,0
Rare,Selena Gomez,en,pop,north-american,dance pop,female,2793,0
Death & Taxes,Daniel Caesar,en,r&b,north-american,neo soul,male,159,0
Down By The River,Milky Chance,en,rock,european,permanent wave,Group,264,0
Breathe - Syris Remix,Mako,en,edm,north-american,pop edm,Group,236,0
My Nigga,YG,en,rap,north-american,gangster rap,male,712,0
Maniac,Conan Gray,en,r&b,north-american,hip pop,male,376,0
Don't Stop Me Now - 2011 Mix,Queen,en,pop,european,post-teen pop,Group,393,0
Weapon of Choice - Chores & Terace Remix,Fatboy Slim,en,edm,european,progressive electro house,male,440,0
Sweet Home Alabama,Lynyrd Skynyrd,en,rock,north-american,classic rock,Group,460,0
Younger - Kygo Remix,Seinabo Sey,en,latin,european,tropical,female,275,0
Can't You Hear Me Knocking - Remastered,The Rolling Stones,en,rap,european,southern hip hop,Group,314,0
Late Night Feelings - Jax Jones Midnight Snack Remix,Mark Ronson,en,pop,european,dance pop,male,624,0
GOLD,BROCKHAMPTON,en,r&b,north-american,urban contemporary,Group,851,0
April Skies,The Jesus and Mary Chain,en,rock,european,permanent wave,Group,248,0
I'm Not Alright,Loud Luxury,en,pop,north-american,dance pop,Group,361,0
On The Floor - Radio Edit,Jennifer Lopez,en,latin,north-american,latin hip hop,female,749,0
Good Times Roll,The Cars,en,rock,north-american,classic rock,Group,243,0
All Four Walls - Graves Remix,Gorgon City,en,rap,european,trap,Group,256,0
The Days,Avicii,en,pop,european,electropop,male,281,0
You Make My Dreams - Remastered,Daryl Hall & John Oates,en,pop,north-american,post-teen pop,Group,315,0
Bell Bottom Blues - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,en,rock,north-american,album rock,Group,365,0
Se Aloca,Reykon,es,latin,latino,reggaeton,male,501,1
Insomnia,Daya,en,pop,north-american,post-teen pop,female,309,0
Shake Your Groove Thing,Peaches & Herb,en,r&b,north-american,urban contemporary,Group,354,0
Been There Done That,Dr. Dre,en,rap,north-american,gangster rap,male,561,0
Pastel Con Nutella,Ysy A,es,rap,latino,trap,male,593,1
Kingdom Come,Demi Lovato,en,rap,north-american,southern hip hop,non-binary,360,0
Helium - Radio Edit,Chris Lake,en,edm,european,progressive electro house,male,125,0
Heavydirtysoul,Twenty One Pilots,en,rock,north-american,permanent wave,Group,351,0
Falling Back,Roosevelt,en,edm,european,electro house,male,132,0
"Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,hi,latin,asian,latin pop,male,157,1
Lockjaw (feat. Kodak Black),French Montana,en,rap,north-american,gangster rap,male,693,0
Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,en,rap,north-american,hip hop,male,1060,0
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,en,latin,north-american,latin hip hop,female,424,0
Latin Thugs (feat. Tego Calderón),Cypress Hill,es,rap,north-american,gangster rap,Group,442,1
Misery - Acoustic Version,Maroon 5,en,latin,north-american,latin pop,Group,400,0
Bringin' On The Heartbreak,Def Leppard,en,rock,european,album rock,Group,214,0
Yin Yang,Jarabe De Palo,es,latin,european,latin pop,Group,147,1
Now I Feel Ya,Scarface,en,rap,north-american,southern hip hop,male,1237,0
Se Eu Escapar - Ao Vivo,Maiara & Maraisa,pt,latin,latino,tropical,Group,236,1
All Right Now,Free,en,rock,european,album rock,Group,620,0
Fire Alarm,Castlecomer,en,pop,oceania,indie poptimism,Group,395,0
The Kids Aren't Alright,The Offspring,en,rock,north-american,hard rock,Group,194,0
El Doctorado,Tony Dize,es,latin,north-american,latin pop,male,424,1
Spilling into You,Poppy Ajudha,en,r&b,european,neo soul,female,265,0
Kids in Love,Mayday Parade,en,pop,north-american,post-teen pop,Group,374,0
In Da Club,50 Cent,en,rap,north-american,southern hip hop,male,1414,0
Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,en,r&b,north-american,urban contemporary,male,429,0
Won't Get Fooled Again - Original Album Version,The Who,en,rock,european,album rock,Group,614,0
Gracefully Broken,Tasha Cobbs Leonard,en,r&b,north-american,urban contemporary,female,421,0
Mata Montana,Mata,pl,rap,european,trap,male,503,1
Alps,Motorama,en,rock,european,permanent wave,Group,150,0
Vamo a Busal,Jowell & Randy,es,latin,north-american,latin hip hop,Group,764,1
Shopping (feat. Kesi & Stepz),Benny Jamz,da,rap,european,hip hop,male,687,1
BAD!,R3HAB,en,edm,european,progressive electro house,male,242,0
Let It Be - Remastered 2009,The Beatles,en,rock,european,permanent wave,Group,266,0
W/As My Girl,Maxwell,en,r&b,north-american,neo soul,male,150,0
Friends (with BloodPop®),Justin Bieber,en,pop,north-american,dance pop,male,350,0
Abusadora,Wisin & Yandel,es,latin,north-american,reggaeton,Group,358,1
Modern Jesus,Portugal. The Man,en,pop,north-american,indie poptimism,Group,255,0
Get A Move On!,Mr. Scruff,nl,edm,european,electro house,male,173,0
Ipagpatawad Mo,Mayonnaise,tl,rock,asian,classic rock,Group,122,1
Calling Me,Aquilo,en,pop,european,indie poptimism,Group,225,0
The Way,Fastball,en,rock,north-american,permanent wave,Group,294,0
Joker And The Thief,Wolfmother,en,rap,oceania,southern hip hop,Group,522,0
Feel You Now,The Driver Era,en,pop,north-american,indie poptimism,Group,386,0
Take Me Home (feat. Bebe Rexha),Cash Cash,en,edm,north-american,progressive electro house,Group,182,0
Stone Cold Gentleman - Extended Club Mix,Ralph Tresvant,en,r&b,north-american,new jack swing,male,530,0
Give It to Em,Akon,en,latin,african,latin hip hop,male,360,0
Fade Away (feat. INNA),Sam Feldt,en,pop,european,electropop,male,214,0
Stranglehold,Ted Nugent,en,rock,north-american,classic rock,male,488,0
Good Day,Surfaces,en,pop,north-american,indie poptimism,Group,202,0
Somebody To Love Remix,Justin Bieber,en,latin,north-american,latin hip hop,male,429,0
All Love,FLETCHER,en,pop,north-american,indie poptimism,female,391,0
Illuminate,Afrojack,en,edm,european,progressive electro house,male,215,0
Mamacita (feat. Farruko),Jason Derulo,es,latin,north-american,latin hip hop,male,537,1
Burn Out (feat. Dewain Whitmore),Martin Garrix,en,pop,european,dance pop,male,693,0
Forgot About Dre,Dr. Dre,en,rap,north-american,southern hip hop,male,2790,0
Your Love,Tom Misch,en,r&b,european,neo soul,male,142,0
Seventeen,Troye Sivan,en,pop,oceania,post-teen pop,male,349,0
I'll Be Back,Sam Feldt,en,latin,european,tropical,male,132,0
"Slime Shit (feat. Yak Gotti, Duke & Peewee Roscoe)",Young Thug,en,rap,north-american,southern hip hop,male,742,0
Believer,Imagine Dragons,en,pop,north-american,electropop,Group,408,0
Not,Big Thief,en,pop,north-american,dance pop,Group,580,0
Nivel,Lucho SSJ,es,rap,latino,trap,male,478,1
What You Need,BAYNK,en,r&b,oceania,hip pop,male,221,0
No Good,Ally Brooke,en,r&b,north-american,hip pop,female,364,0
Teenagers,My Chemical Romance,en,rock,north-american,permanent wave,Group,315,0
Limitless (feat. Delaney Jane),Adventure Club,en,edm,north-american,pop edm,Group,160,0
Everything Is Embarrassing,Sky Ferreira,en,pop,north-american,indie poptimism,female,408,0
U Got It Bad,Usher,en,r&b,north-american,hip pop,male,986,0
Midnight Rider,The Allman Brothers Band,en,rock,north-american,classic rock,Group,168,0
HandClap,Fitz and The Tantrums,en,edm,north-american,pop edm,Group,396,0
So Far Away - Nicky Romero Remix,Martin Garrix,en,edm,european,electro house,male,708,0
Stand Tall,Childish Gambino,en,r&b,north-american,neo soul,male,332,0
Aire,Ana Torroja,es,pop,european,electropop,female,252,1
Do What I Gotta Do - Radio Edit,Ralph Tresvant,en,r&b,north-american,new jack swing,male,547,0
Whine Up,Nicky Jam,es,latin,north-american,latin pop,male,958,1
Snapping,CHUNG HA,en,pop,asian,dance pop,female,301,1
Safe And Sound - Dzeko And Torres’ Digital Dreamin Remix,Capital Cities,en,edm,north-american,progressive electro house,Group,286,0
feel something,Bea Miller,en,pop,north-american,indie poptimism,female,435,0
Bossaura - Remastered,Kollegah,de,rap,european,gangster rap,male,1084,1
Door #1,LSG,en,r&b,north-american,new jack swing,Group,309,0
Jingle Bells,Ella Fitzgerald,en,r&b,north-american,neo soul,female,212,0
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,en,latin,north-american,latin hip hop,Group,420,0
Mama,Jonas Blue,en,pop,european,dance pop,male,780,0
Shinin',DJ DMD,en,rap,north-american,southern hip hop,male,533,0
What's So Different?,Ginuwine,en,r&b,north-american,new jack swing,male,501,0
16,Highly Suspect,en,latin,north-american,latin hip hop,Group,432,0
Tengo Victoria,Alex Zurdo,es,latin,north-american,latin hip hop,male,395,1
It's Too Late,Gloria Estefan,en,latin,north-american,latin pop,female,212,0
Wake Up,Wiz Khalifa,en,rap,north-american,southern hip hop,male,595,0
There's Nothing Holdin' Me Back,Shawn Mendes,en,pop,north-american,post-teen pop,male,1372,0
Table For Two,Elli Ingram,en,r&b,european,neo soul,female,326,0
Shackles (Praise You),Mary Mary,en,r&b,north-american,urban contemporary,Group,482,0
Siamo,Eros Ramazzotti,it,r&b,european,hip pop,male,332,1
Petalaz,Sidoka,pt,rap,latino,trap,male,384,1
Zero,Liniker e os Caramelows,pt,latin,latino,tropical,Group,154,1
Ghetto Gospel,2Pac,en,rap,north-american,gangster rap,male,484,0
Grupo bom,UM44K,pt,r&b,latino,hip pop,Group,368,1
Summer Lover,Cub Sport,en,pop,oceania,indie poptimism,Group,214,0
If It Isn't Love,New Edition,en,r&b,north-american,new jack swing,Group,456,0
What About Love?,Heart,en,rock,north-american,album rock,Group,186,0
Seventeen - Thomas Gold Festival Mix,Thomas Gold,en,edm,european,progressive electro house,male,328,0
Mayores,Becky G,es,latin,north-american,latin pop,female,756,1
Realidad,Khea,es,rap,latino,trap,male,262,1
Vete Pa La,Lele Pons,es,latin,latino,latin pop,female,324,1
Sick Boy,The Chainsmokers,en,r&b,north-american,hip pop,Group,456,0
Turista del Amor,Jotdog,es,pop,north-american,electropop,Group,199,1
I'll Make Love To You,Boyz II Men,en,r&b,north-american,new jack swing,Group,336,0
Me Estas Tentando,Wisin & Yandel,es,latin,north-american,reggaeton,Group,466,1
Lights,Dabin,en,edm,north-american,pop edm,male,256,0
"Ciega, Sordomuda",Shakira,es,latin,latino,latin pop,female,406,1
Bankroll,Taz,en,rap,european,gangster rap,male,235,0
México Lindo y Bandido,Cartel De Santa,es,rap,north-american,gangster rap,Group,408,1
Jungle,Drake,en,r&b,north-american,urban contemporary,male,423,0
Hysteria (feat. Matthew Koma),Steve Aoki,en,edm,north-american,big room,male,244,0
Sun Models (feat. Madelyn Grant),ODESZA,en,pop,north-american,indie poptimism,Group,242,0
Tongue Tied (with YUNGBLUD & blackbear),Marshmello,en,pop,north-american,electropop,male,369,0
Therapy,Armin van Buuren,en,pop,european,dance pop,male,313,0
Let Me Clear My Throat - Old School Reunion Remix '96,DJ Kool,en,rap,north-american,southern hip hop,male,786,0
Tusa,KAROL G,es,pop,latino,dance pop,female,3304,1
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,en,pop,north-american,electropop,female,1010,0
Here We Go Again! - Extended,Portrait,en,r&b,north-american,new jack swing,Group,395,0
Me & U,Cassie,en,r&b,north-american,hip pop,female,483,0
You Can Win,Bileo,en,edm,north-american,progressive electro house,Group,235,0
Body (feat. brando),Loud Luxury,en,pop,north-american,dance pop,Group,427,0
Matando,Tei Shi,es,r&b,latino,hip pop,female,352,1
See You Again (feat. Kali Uchis),"Tyler, The Creator",en,pop,north-american,dance pop,male,2300,0
Heat Of The Moment,Asia,en,rock,european,classic rock,Group,448,0
Air Force Ones,Nelly,en,rap,north-american,hip hop,male,830,0
March,"George Tandy, Jr.",en,r&b,north-american,neo soul,male,450,0
5 Stars (feat. Polima Westcoast),C. Tangana,en,rap,european,trap,male,719,1
World On Fire,Slash,en,rock,north-american,hard rock,male,292,0
#1 Stunna,Big Tymers,en,rap,north-american,hip hop,Group,1002,0
23:00:00,Maluma,es,latin,latino,latin pop,male,1272,1
For A Better Day,Avicii,en,pop,european,electropop,male,166,0
Cinderella,ICEKIID,da,rap,european,hip hop,male,593,1
Slither,Velvet Revolver,en,rock,north-american,hard rock,Group,207,0
Ich bin ein wahrer Satan,ASP,de,pop,european,electropop,Group,406,1
Rosa,Anitta,es,latin,latino,latin pop,female,388,1
Dance Again,Jennifer Lopez,en,latin,north-american,latin hip hop,female,468,0
God - Remastered 2010,John Lennon,en,rock,european,album rock,male,172,0
Amen,Andra Day,en,r&b,north-american,urban contemporary,female,193,0
Blow Your Mind (Mwah),Dua Lipa,tr,pop,european,electropop,female,310,1
On My Own,Far Out,en,edm,north-american,pop edm,Group,225,0
Home - Acoustic Version,Daughtry,en,latin,north-american,latin pop,Group,294,0
Lucky,Dehd,en,r&b,north-american,hip pop,Group,230,0
Tanz die Revolution (Der Single Mix),Frozen Plasma,de,pop,european,electropop,Group,239,1
I'm a Wanted Man,Royal Deluxe,en,rap,north-american,southern hip hop,Group,154,0
"Cornbread, Fish & Collard Greens",Anthony Hamilton,en,r&b,north-american,neo soul,male,342,0
Euforia,Otsochodzi,pl,rap,european,trap,male,465,1
Imagine Me,Kirk Franklin,en,r&b,north-american,urban contemporary,male,453,0
Renegades - Stash Konig Remix,X Ambassadors,en,edm,north-american,pop edm,Group,225,0
Memories (feat. Kid Cudi),David Guetta,en,rap,european,southern hip hop,male,238,0
Loyal,Chris Brown,en,rap,north-american,southern hip hop,male,703,0
Thrive (The nightSHIFT Remix),Casting Crowns,en,edm,north-american,progressive electro house,Group,283,0
Let's Fall in Love for the Night,FINNEAS,en,pop,north-american,indie poptimism,male,272,0
I Know You Got Soul,Eric B. & Rakim,en,rap,north-american,gangster rap,Group,777,0
Naked,James Arthur,en,r&b,european,hip pop,male,313,0
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,en,pop,european,electropop,male,586,0
A Question of Lust,Depeche Mode,en,rock,european,permanent wave,Group,319,0
Say My Name - Remix Edit,ODESZA,en,latin,north-american,tropical,Group,307,0
Ojitos Chiquitos - Remastered 2016,Don Omar,es,latin,north-american,reggaeton,male,512,1
Diamonds,Rihanna,en,edm,north-american,pop edm,female,359,0
3 Foot Tall,Classified,en,pop,north-american,indie poptimism,male,646,0
Hate Me Now (feat.- Puff Daddy),Nas,en,rap,north-american,gangster rap,male,923,0
To Dago From LA,Proper Dos,en,latin,north-american,latin hip hop,Group,560,0
Party For One,Carly Rae Jepsen,en,pop,north-american,dance pop,female,384,0
Got to Get It,Culture Beat,en,pop,european,dance pop,Group,565,0
I'm Still In Love With You,New Edition,en,r&b,north-american,new jack swing,Group,493,0
Cold Little Heart - Radio Edit,Michael Kiwanuka,en,r&b,european,neo soul,male,240,0
Kill Em With Kindness,Selena Gomez,en,pop,north-american,electropop,female,224,0
HUMBLE.,Kendrick Lamar,en,pop,north-american,electropop,male,2995,0
Pa' Que Vuelvas,Lyanno,es,latin,north-american,reggaeton,male,439,1
Si No Te Quiere,Ozuna,es,latin,north-american,latin hip hop,male,415,1
How Many Mics,Fugees,en,rap,north-american,gangster rap,Group,754,0
Last Nite,The Strokes,en,rock,north-american,permanent wave,Group,214,0
Do Me Right,Guy,en,r&b,north-american,new jack swing,Group,469,0
Dreamtime,Daryl Hall,en,rock,north-american,album rock,male,364,0
Only Can Get Better (feat. Daniel Merriweather),Silk City,en,latin,european,tropical,Group,193,0
ZEZE (feat. Travis Scott & Offset),Kodak Black,en,rap,north-american,hip hop,male,814,0
You Don't Know How Lucky You Are,Keaton Henson,en,r&b,european,urban contemporary,male,112,0
Vivere Tutte Le Vite - con Carl Brave,Elisa,it,r&b,european,hip pop,female,319,1
You And Me,Lifehouse,en,rock,north-american,permanent wave,Group,255,0
Martyr Nyebera,Kamikazee,tl,rock,asian,classic rock,Group,215,1
No Vaseline,Ice Cube,en,rap,north-american,gangster rap,male,1074,0
Dang! (feat. Anderson .Paak),Mac Miller,en,r&b,north-american,neo soul,male,710,0
Song Goes Off,Trey Songz,en,r&b,north-american,hip pop,male,379,0
Dangerous Woman,Ariana Grande,en,latin,north-american,latin hip hop,female,372,0
Bad (feat. Vassy) - Radio Edit,David Guetta,en,pop,european,electropop,male,141,0
I Got That Fire,Juvenile,en,rap,north-american,southern hip hop,male,927,0
Let Me Go,Deitrick Haddon,en,r&b,north-american,urban contemporary,male,254,0
YOSEMITE,Travis Scott,en,r&b,north-american,hip pop,male,426,0
Casey Jones - 2013 Remaster,Grateful Dead,en,rock,north-american,classic rock,Group,236,0
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,en,pop,north-american,post-teen pop,Group,840,0
I Wanna Rave,Steve Aoki,en,edm,north-american,progressive electro house,male,213,0
Bouncin' Back (Bumpin' Me Against the Wall) (feat. Pharrell Williams) - Extended Version,Mystikal,en,rap,north-american,southern hip hop,male,707,0
See A Little Light,Bob Mould,en,rock,north-american,permanent wave,male,176,0
Paris - VINAI Remix,The Chainsmokers,en,edm,north-american,pop edm,Group,386,0
Radical - Edit,Amtrac,en,pop,north-american,indie poptimism,male,1928,0
Bad Medicine,Bon Jovi,en,rock,north-american,permanent wave,Group,426,0
Brindemos,Anuel AA,es,rap,north-american,trap,male,639,1
Down,Noah Levi,de,r&b,european,urban contemporary,male,312,1
Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,en,latin,latino,tropical,Group,356,0
Cry Me a River,Justin Timberlake,en,pop,north-american,post-teen pop,male,1126,0
Unsteady,X Ambassadors,en,latin,north-american,tropical,Group,171,0
Dare You (feat. Matthew Koma) - Radio Edit,Hardwell,en,edm,european,progressive electro house,male,159,0
HAD ENOUGH (feat. Quavo & Offset),Don Toliver,en,rap,north-american,hip hop,male,449,0
Broken Heart,Red Flag,en,latin,north-american,latin hip hop,Group,270,0
Camellando,Yera,es,latin,latino,reggaeton,male,619,1
Still A Friend Of Mine,Incognito,en,r&b,european,neo soul,Group,511,0
Can't Fight This Feeling,REO Speedwagon,en,rock,north-american,hard rock,Group,292,0
As If It's Your Last,BLACKPINK,en,pop,asian,dance pop,Group,305,1
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,en,pop,latino,electropop,Group,566,0
Lovely Thang,Kut Klose,en,r&b,north-american,new jack swing,Group,282,0
GOAT,Ari Lennox,en,r&b,north-american,neo soul,female,224,0
Wngs,NxWorries,en,r&b,north-american,neo soul,Group,146,0
Blackmage,Ghostemane,en,rap,north-american,gangster rap,male,331,0
Crazy Dream,Tom Misch,en,r&b,european,neo soul,male,320,0
Word Up,Cameo,en,rock,north-american,album rock,Group,236,0
Humanos a Marte,Chayanne,es,latin,north-american,latin pop,male,379,1
Down,Jay Sean,en,pop,european,post-teen pop,male,758,0
Roundabout - 2008 Remaster,Yes,en,rock,european,album rock,Group,382,0
Love No More,Loud Luxury,en,pop,north-american,dance pop,Group,313,0
Sweat (Snoop Dogg vs. David Guetta) - David Guetta Remix,Snoop Dogg,en,pop,north-american,electropop,male,370,0
I Just Wanna Die,Geto Boys,en,rap,north-american,southern hip hop,Group,476,0
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jennifer Lopez,en,pop,north-american,post-teen pop,female,609,0
