song_title,artist,musical_genre,lyric_length,needs_translation,continent,gender,source
Undone,Rowland S. Howard,,254,0,Oceania,Male,wasabi
Heartbreaker,Olivia Newton-John,,216,0,Oceania,Female,wasabi
Do You Love Your Children,Rick Springfield,,340,0,Oceania,Male,wasabi
Show You The Way To Go,Dannii Minogue,,253,0,Oceania,Female,wasabi
The Twelfth Of Never,Olivia Newton-John,,178,0,Oceania,Female,wasabi
1000 Years,Rick Springfield,,246,0,Oceania,Male,wasabi
Tears We Cry,Jimmy Barnes,,219,0,Oceania,Male,wasabi
With My Hands,Kimbra,,373,0,Oceania,Female,wasabi
Tenterfield Saddler,Olivia Newton-John,,260,0,Oceania,Female,wasabi
Send Me The Manual,Vanessa Amorosi,,247,0,Oceania,Female,wasabi
Change,Kate Ceberano,,272,0,Oceania,Female,wasabi
Lamb Of God,Rebecca St. James,,82,0,Oceania,Female,wasabi
Adelago,Colin Buchanan,,262,0,Oceania,Male,wasabi
Message Stick,Xavier Rudd,,341,0,Oceania,Male,wasabi
Be Careful Little Eyes,Colin Buchanan,,226,0,Oceania,Male,wasabi
The Destroyer,Peter Koppes,,103,0,Oceania,Male,wasabi
So Beautiful,Darren Hayes,,278,0,Oceania,Male,wasabi
Cover On My Heart,Guy Sebastian,,179,0,Oceania,Male,wasabi
I Only Want To Be With You,Tina Arena,,284,0,Oceania,Female,wasabi
Safe Behind The Wire,John Schumann,,250,0,Oceania,Male,wasabi
Jazz In The Ravine,Mick Harvey,,119,0,Oceania,Male,wasabi
No Advice,Chet Faker,,79,0,Oceania,Male,wasabi
Beautiful Darling,Kate Miller-Heidke,,243,0,Oceania,Female,wasabi
My Kind Of Man,Vance Joy,,231,0,Oceania,Male,wasabi
Secrets And Lies,Lisa Maxwell,,116,0,Oceania,Female,wasabi
Let Me Be There,Olivia Newton-John,,273,0,Oceania,Female,wasabi
Purple Flower,Max Sharam,,275,0,Oceania,Female,wasabi
Would You Follow Me,Olivia Newton-John,,200,0,Oceania,Female,wasabi
Cryin' Love,Robert Forster,,303,0,Oceania,Male,wasabi
Here He Comes,Andrew Morris,,117,0,Oceania,Male,wasabi
Singin' My Soul,Gin Wigmore,,137,0,Oceania,Female,wasabi
Forgiveness,Jimmy Barnes,,164,0,Oceania,Male,wasabi
Rise,Delta Goodrem,,317,0,Oceania,Female,wasabi
In My Life,Katie Noonan,,152,0,Oceania,Female,wasabi
Emmylou,Vance Joy,,200,0,Oceania,Male,wasabi
Memory,Hayley Westenra,,180,0,Oceania,Female,wasabi
As We Wait,Rebecca St. James,,55,0,Oceania,Female,wasabi
Amazing Things,Sarah Blasko,,206,0,Oceania,Female,wasabi
Every Tooth A Tombstone,James Reyne,,236,0,Oceania,Male,wasabi
Goldmines,Josh Pyke,,348,0,Oceania,Male,wasabi
MTC,S3RL,,232,0,Oceania,Male,wasabi
Cellophane,Sia,,248,0,Oceania,Female,wasabi
One Road,Jimmy Little,,172,0,Oceania,Male,wasabi
You Make Everything Beautiful,Rebecca St. James,,176,0,Oceania,Female,wasabi
The Weight,Jimmy Barnes,,343,0,Oceania,Male,wasabi
Happy Ground,Pete Murray,,139,0,Oceania,Male,wasabi
Better,Brooke Fraser,,193,0,Oceania,Female,wasabi
Telephone Booth,Ian Moss,,167,0,Oceania,Male,wasabi
I Can Do Anything,John Farnham,,158,0,Oceania,Male,wasabi
I Never Left You,Dave Dobbyn,,281,0,Oceania,Male,wasabi
Big Wave Rider,Tim Finn,,165,0,Oceania,Male,wasabi
Anytime,Neil Finn,,229,0,Oceania,Male,wasabi
Hollywood Seven,Jon English,,413,0,Oceania,Male,wasabi
Physical,Kylie Minogue,,317,0,Oceania,Female,wasabi
Further Down The Road,Bernard Fanning,,276,0,Oceania,Male,wasabi
Bridal Ballad,Hayley Westenra,,187,0,Oceania,Female,wasabi
Toffee Apple,Peter Combe,,379,0,Oceania,Male,wasabi
Pocket Full Of Coins,Stu Larsen,,388,0,Oceania,Male,wasabi
Games,Alison Wonderland,,354,0,Oceania,Female,wasabi
Caramelitos De Colores,Javier Calamaro,,144,1,Latin America,Male,wasabi
Las Palmeras,Alberto Cortez,,146,1,Latin America,Male,wasabi
Hasta Que Llegues,Daniela Herrero,,194,1,Latin America,Female,wasabi
Regreso A La Tonada,Mercedes Sosa,,157,1,Latin America,Female,wasabi
Cantaloupe Island,Milton Nascimento,,8,0,Latin America,Male,wasabi
Carnaval Triste,Jorge Ben,,136,1,Latin America,Male,wasabi
Buen Viaje,Alejandro Lerner,,167,1,Latin America,Male,wasabi
Poema,Ney Matogrosso,,273,1,Latin America,Male,wasabi
No Ano Que Vem,Tania Maria,,226,0,Latin America,Female,wasabi
Nunca Te Esqueci,Roberto Carlos,,191,1,Latin America,Male,wasabi
Back At One,Ivete Sangalo,,291,1,Latin America,Female,wasabi
Ay!,Camila Moreno,,147,1,Latin America,Female,wasabi
Melhor Pra Mim,Leoni,,199,1,Latin America,Male,wasabi
Ooh Child,Milton Nascimento,,99,0,Latin America,Male,wasabi
Begin The Beguine,Gal Costa,,227,0,Latin America,Female,wasabi
Coisa Bonita,Roberto Carlos,,238,1,Latin America,Male,wasabi
Sales,Bahiano,,299,1,Latin America,Male,wasabi
El Dulce Minuet,Nacha Guevara,,180,1,Latin America,Female,wasabi
Compadre,Tim Maia,,108,1,Latin America,Male,wasabi
Preciso Ser Amado,Tim Maia,,109,1,Latin America,Male,wasabi
Nas Ruas,Djavan,,226,1,Latin America,Male,wasabi
Tarde De Lluvia,Skay Beilinson,,60,1,Latin America,Male,wasabi
"Amigos, Amigos",Roberto Carlos,,164,1,Latin America,Male,wasabi
Venas Abiertas,Mercedes Sosa,,235,1,Latin America,Female,wasabi
Canto Para Minha Morte,Raul Seixas,,446,1,Latin America,Male,wasabi
"Chuva, Suor E Cerveja",Gal Costa,,96,1,Latin America,Female,wasabi
Colagem,Elis Regina,,132,1,Latin America,Female,wasabi
Isabella,Antonio Carlos Jobim,,146,0,Latin America,Male,wasabi
Color Esperanza,Diego Torres,,183,1,Latin America,Male,wasabi
Escute Bem,Cibelle,,247,1,Latin America,Female,wasabi
Fragilidad,Pedro Aznar,,189,1,Latin America,Male,wasabi
Esperta,Ana Carolina,,165,1,Latin America,Female,wasabi
Norwegian Wood,Emmerson Nogueira,,145,0,Latin America,Male,wasabi
Hawaii E You,Simone,,101,1,Latin America,Female,wasabi
O Bem Do Amor,Elis Regina,,79,1,Latin America,Female,wasabi
Ramas Desnudas,Indio Solari,,115,1,Latin America,Male,wasabi
Xeque Mate,Latino,,149,1,Latin America,Male,wasabi
O Trem Atrasou,Joyce,,71,1,Latin America,Female,wasabi
Compor,Joyce,,63,1,Latin America,Female,wasabi
No Me Puedo Aguantar,Ricardo Montaner,,231,1,Latin America,Male,wasabi
Balance,Carmen Miranda,,78,1,Latin America,Female,wasabi
Comece A Adorar,Cristina Mel,,138,1,Latin America,Female,wasabi
Sexo,Franco De Vita,,220,1,Latin America,Male,wasabi
Manantial,Marcela Morelo,,207,1,Latin America,Female,wasabi
Quien Dice Que No Duele,Carlos Baute,,305,1,Latin America,Male,wasabi
La Banda,Chico Buarque,,223,1,Latin America,Male,wasabi
Cavaleiro Andante,Gabriel O Pensador,,591,1,Latin America,Male,wasabi
Dicen Que Dicen,Julio Sosa,,215,1,Latin America,Male,wasabi
Bajo El Sauce Solo,Mercedes Sosa,,162,1,Latin America,Female,wasabi
Informe Policial,Rodrigo,,374,1,Latin America,Male,wasabi
Manifiesto,Pedro Aznar,,128,1,Latin America,Male,wasabi
Padrino Pelao,Julio Sosa,,173,1,Latin America,Male,wasabi
Flor De Arena,Gian Marco,,147,1,Latin America,Male,wasabi
Vamos Exaltar Ao Rei Jesus,Cristina Mel,,131,1,Latin America,Female,wasabi
Cara Normal,Lulu Santos,,88,1,Latin America,Male,wasabi
Funk Da Antiga,MC Marcinho,,154,1,Latin America,Male,wasabi
Aquele Gol,Wilson Simoninha,,145,1,Latin America,Male,wasabi
Cada Vez Que Me Recuerdes,Roberto Goyeneche,,160,1,Latin America,Male,wasabi
Leila (Venha Ser Feliz),Milton Nascimento,,23,1,Latin America,Male,wasabi
La Nave,Emmanuel Horvilleur,,92,1,Latin America,Male,wasabi
Zoo,Emmanuel Horvilleur,,156,1,Latin America,Male,wasabi
En Mi Cabeza,Kevin Johansen,,239,1,Latin America,Male,wasabi
Un Alma Buena,Julio Sosa,,173,1,Latin America,Male,wasabi
Pra Que Amor?,Marcelo D2,,311,1,Latin America,Male,wasabi
Poema 15,Mercedes Sosa,,167,1,Latin America,Female,wasabi
Ocean Dreams,Astrud Gilberto,,129,0,Latin America,Female,wasabi
Samba Em Preludio,Odette Lara,,108,1,Latin America,Female,wasabi
Lina De Luto,Pedro Aznar,,226,1,Latin America,Male,wasabi
Maneco Telecoteco,Zeca Pagodinho,,137,1,Latin America,Male,wasabi
Tiempo Sin Respuesta,Pedro Aznar,,159,1,Latin America,Male,wasabi
Tapanacara,Raul Seixas,,185,1,Latin America,Male,wasabi
Vapor Barato,Daniela Mercury,,126,1,Latin America,Female,wasabi
Piel Morena,Horacio Guarany,,107,1,Latin America,Male,wasabi
Assim Caminha A Humanidade,Lulu Santos,,81,1,Latin America,Male,wasabi
Inverno,Adriana Calcanhotto,,121,1,Latin America,Female,wasabi
No Reino Encantado Do Amor,Jorge Ben,,181,1,Latin America,Male,wasabi
Tomasito Podes Oirme? Tomasito Podes Verme?,Indio Solari,,136,1,Latin America,Male,wasabi
Santa Marta - Kingston - New Orleans,Carlos Vives,,206,1,Latin America,Male,wasabi
Quantas Vidas Voce Tem,Paulinho Moska,,76,1,Latin America,Male,wasabi
Tudo Vale A Pena,Ludmilla,,352,1,Latin America,Female,wasabi
Zamba Del Cielo,Mercedes Sosa,,142,1,Latin America,Female,wasabi
Igual Que Ayer,Coti,,149,1,Latin America,Male,wasabi
Stuck On Repeat,Wanessa,,436,0,Latin America,Female,wasabi
Alo! Alo! Marciano,Rita Lee,,162,1,Latin America,Female,wasabi
Ou Ela Ou Eu,Alcione,,208,1,Latin America,Female,wasabi
Lady Laura,Roberto Carlos,,323,1,Latin America,Male,wasabi
La Tucumanita,Daniel Viglietti,,111,1,Latin America,Male,wasabi
A Mi Hermano Miguel,Mercedes Sosa,,137,1,Latin America,Female,wasabi
Jazmin,Luis Alberto Spinetta,,172,1,Latin America,Male,wasabi
Mentira,Marcos Valle,,114,1,Latin America,Male,wasabi
Um Som Para Laio,Raul Seixas,,221,1,Latin America,Male,wasabi
Bye Bye,Skay Beilinson,,88,1,Latin America,Male,wasabi
Clandestino,Adriana Calcanhotto,,115,1,Latin America,Female,wasabi
La Tempesta,Roberto Carlos,,239,1,Latin America,Male,wasabi
Obi,Djavan,,105,1,Latin America,Male,wasabi
Nueva Ola,Emmanuel Horvilleur,,170,1,Latin America,Male,wasabi
Fugu,Pedro Aznar,,104,1,Latin America,Male,wasabi
Refugio,Daniel Melero,,67,1,Latin America,Male,wasabi
Maria Rosa,Elis Regina,,141,1,Latin America,Female,wasabi
Canibal,Ivete Sangalo,,407,1,Latin America,Female,wasabi
Paulo E Silas,Cristina Mel,,125,1,Latin America,Female,wasabi
Vem Ficar Comigo,Leo Jaime,,97,1,Latin America,Male,wasabi
Maquillaje,Adriana Varela,,112,1,Latin America,Female,wasabi
Come To Me Tonight,Roberto Carlos,,259,0,Latin America,Male,wasabi
Garota Moderna,Wilson Simonal,,112,1,Latin America,Male,wasabi
Campo Argentino,Kevin Johansen,,62,0,Latin America,Male,wasabi
Si El Llanto Fuera Lluvia,Nacha Guevara,,139,1,Latin America,Female,wasabi
A Seta E O Alvo,Paulinho Moska,,250,1,Latin America,Male,wasabi
Luz Del Fuego,Rita Lee,,136,1,Latin America,Female,wasabi
Hora Do Recreio,Xuxa,,233,1,Latin America,Female,wasabi
"Ai, Que Coisa Boa",Xuxa,,115,1,Latin America,Female,wasabi
Socorro,Arnaldo Antunes,,192,1,Latin America,Male,wasabi
Madreselva,Carlos Gardel,,221,1,Latin America,Male,wasabi
Estrella Fugaz,Daniel Melero,,43,1,Latin America,Male,wasabi
"Sandra Rosa Madalena, A ""Cigana""",Sidney Magal,,190,1,Latin America,Male,wasabi
A Chamada,Milton Nascimento,,47,1,Latin America,Male,wasabi
Vai Chover,Daniela Mercury,,264,1,Latin America,Female,wasabi
Na Ginga Do Amor,Alcione,,99,1,Latin America,Female,wasabi
Samba Do Fim Do Mundo,Emicida,,335,1,Latin America,Male,wasabi
Amor Amigo,Milton Nascimento,,137,1,Latin America,Male,wasabi
La De Los Humildes,Mercedes Sosa,,194,1,Latin America,Female,wasabi
Them Belly Full (But We Hungry),Gilberto Gil,,231,0,Latin America,Male,wasabi
Antes Que Ver El Sol,Coti,,250,1,Latin America,Male,wasabi
Angela,Antonio Carlos Jobim,,71,1,Latin America,Male,wasabi
Quisiera,Abel Pintos,,250,1,Latin America,Male,wasabi
Vagalume,Latino,,269,1,Latin America,Male,wasabi
Eu Quero Festa,Xuxa,,124,1,Latin America,Female,wasabi
Contrasenso,Paulinho Moska,,206,1,Latin America,Male,wasabi
"Mais Uma Vez, Mais Uma Voz",Joyce,,153,1,Latin America,Female,wasabi
La Mujer Que Yo Quiero,Axel Fernando,,232,1,Latin America,Male,wasabi
Audi TT,Gabriel Valim,,69,1,Latin America,Male,wasabi
En Mi Cama,Emmanuel Horvilleur,,108,1,Latin America,Male,wasabi
"Dolores, Dolares",Ana Tijoux,,232,1,Latin America,Female,wasabi
Para Tu Amor,Juanes,,279,1,Latin America,Male,wasabi
Adieu! Bye Bye! Aufwiedersehen!,Indio Solari,,221,1,Latin America,Male,wasabi
Boiada,Almir Sater,,245,1,Latin America,Male,wasabi
Meu Doce Amor,Gal Costa,,148,1,Latin America,Female,wasabi
Francisco,Milton Nascimento,,36,1,Latin America,Male,wasabi
Aquilo,Lulu Santos,,152,1,Latin America,Male,wasabi
Pivete,Chico Buarque,,194,1,Latin America,Male,wasabi
Outubro,Milton Nascimento,,149,1,Latin America,Male,wasabi
Minha Gente,Erasmo Carlos,,116,1,Latin America,Male,wasabi
La Resentida,Carlos Vives,,201,1,Latin America,Male,wasabi
Con Amor,Ricardo Montaner,,212,1,Latin America,Male,wasabi
Nina,Daniela Mercury,,93,1,Latin America,Female,wasabi
Doble Vida,Juan Carlos Baglietto,,195,1,Latin America,Male,wasabi
Retrato Em Branco E Preto,Elis Regina,,163,1,Latin America,Female,wasabi
Callo,Franco De Vita,,323,1,Latin America,Male,wasabi
Hombres Sordos,Fabiana Cantilo,,101,1,Latin America,Female,wasabi
Pampero,Roberto Goyeneche,,110,1,Latin America,Male,wasabi
Esperando El Sol,Franco De Vita,,286,1,Latin America,Male,wasabi
Uns Versos,Adriana Calcanhotto,,108,1,Latin America,Female,wasabi
O Que,Arnaldo Antunes,,75,1,Latin America,Male,wasabi
Espere Por Mim Morena,Gonzaguinha,,95,1,Latin America,Male,wasabi
Cuando Nace La Ciudad,Sergio Denis,,145,1,Latin America,Male,wasabi
Itamarandiba,Milton Nascimento,,73,1,Latin America,Male,wasabi
El Amor Mas Grande Del Planeta,Felipe Pelaez,,434,1,Latin America,Male,wasabi
Apelo,Toquinho,,125,1,Latin America,Male,wasabi
Torito Es Muerto,Indio Solari,,233,1,Latin America,Male,wasabi
La Mariposa,Alberto Cortez,,193,1,Latin America,Male,wasabi
Cantiga De Vem-Vem,Luiz Gonzaga,,106,1,Latin America,Male,wasabi
Nicanor,Chico Buarque,,112,1,Latin America,Male,wasabi
Para Cantar He Nacido,Mercedes Sosa,,220,1,Latin America,Female,wasabi
Tempo Rei,Gilberto Gil,,150,1,Latin America,Male,wasabi
Melhores Momentos,Alcione,,160,1,Latin America,Female,wasabi
Meu Grande Bem,Roberto Carlos,,109,1,Latin America,Male,wasabi
Esse Brilho Em Teu Olhar,Lulu Santos,,78,1,Latin America,Male,wasabi
Ronda Noturna,Guilherme Arantes,,103,1,Latin America,Male,wasabi
Veredas De Agua,Kevin Johansen,,107,1,Latin America,Male,wasabi
A Bandinha,Guilherme Arantes,,72,1,Latin America,Male,wasabi
Cais,Milton Nascimento,,111,1,Latin America,Male,wasabi
Like London,Luca Prodan,,198,0,Latin America,Male,wasabi
Partir De Cero,Ana Tijoux,,429,1,Latin America,Female,wasabi
Rock Do Diabo,Raul Seixas,,213,1,Latin America,Male,wasabi
Actuar Para Vivir,Juan Carlos Baglietto,,151,1,Latin America,Male,wasabi
Comanche,Jorge Ben,,237,1,Latin America,Male,wasabi
Cortar Hasta El Hueso,Miguel Mateos,,112,1,Latin America,Male,wasabi
Me Sirve Y No Me Sirve,Nacha Guevara,,185,1,Latin America,Female,wasabi
Umazinha,Latino,,159,1,Latin America,Male,wasabi
Cuando Llora Mi Guitarra,Soledad,,109,1,Latin America,Female,wasabi
Velha Cicatriz,Alcione,,136,1,Latin America,Female,wasabi
He Guardado,Daniela Herrero,,105,1,Latin America,Female,wasabi
Ruas Da Cidade,Milton Nascimento,,169,1,Latin America,Male,wasabi
Olhar Assim,Clementina De Jesus,,67,1,Latin America,Female,wasabi
Viajero Frecuente,Ricardo Montaner,,274,1,Latin America,Male,wasabi
Cuenta En El Sol,Luis Alberto Spinetta,,152,1,Latin America,Male,wasabi
Batidas E Levadas,Marcelo D2,,241,1,Latin America,Male,wasabi
"Perdoa, Meu Amor",Marisa Monte,,137,1,Latin America,Female,wasabi
Honrar La Vida,Sandra Mihanovich,,123,1,Latin America,Female,wasabi
La Bengala Perdida,Luis Alberto Spinetta,,450,1,Latin America,Male,wasabi
Tatuaje,Alex Anwandter,,180,1,Latin America,Male,wasabi
Mariana,Seu Jorge,,89,1,Latin America,Male,wasabi
Fazenda,Milton Nascimento,,126,1,Latin America,Male,wasabi
La Hormiga,Nacha Guevara,,62,1,Latin America,Female,wasabi
Poder,Ivete Sangalo,,359,1,Latin America,Female,wasabi
Boa Sorte,Beto Guedes,,70,1,Latin America,Male,wasabi
Azul Vazio,Arnaldo Antunes,,201,1,Latin America,Male,wasabi
All In One,Bebel Gilberto,,160,0,Latin America,Female,wasabi
Pink House,Astrud Gilberto,,197,0,Latin America,Female,wasabi
Luna Cautiva,Raly Barrionuevo,,167,1,Latin America,Male,wasabi
Volver A Los 17,Mercedes Sosa,,361,1,Latin America,Female,wasabi
Te Necesito,Shakira,,251,1,Latin America,Female,wasabi
Only You,Marina Lima,,77,0,Latin America,Female,wasabi
Vou Botar Teu Nome Na Macumba,Zeca Pagodinho,,372,1,Latin America,Male,wasabi
Nossa Energia,Kiko Zambianchi,,181,1,Latin America,Male,wasabi
Caso Encerrado,Simone,,103,1,Latin America,Female,wasabi
Insensatez,Joyce,,78,1,Latin America,Female,wasabi
Tiempos Viejos,Julio Sosa,,164,1,Latin America,Male,wasabi
Me Gustan Los Estudiantes,Mercedes Sosa,,227,1,Latin America,Female,wasabi
Si La Ves,Franco De Vita,,417,1,Latin America,Male,wasabi
Vamos Comer Caetano,Adriana Calcanhotto,,81,1,Latin America,Female,wasabi
Ready For The Good Times,Shakira,,379,0,Latin America,Female,wasabi
Verdadeiro Carnaval,Ivete Sangalo,,106,1,Latin America,Female,wasabi
Poema,Elis Regina,,101,1,Latin America,Female,wasabi
Cria,Maria Rita,,107,1,Latin America,Female,wasabi
Lady Babel,Rita Lee,,198,1,Latin America,Female,wasabi
Somos Sur,Ana Tijoux,,534,1,Latin America,Female,wasabi
Por Fuera Y Por Dentro,Carlos Vives,,312,1,Latin America,Male,wasabi
"Contudo, Todavia",Ronnie Von,,163,1,Latin America,Male,wasabi
Nas Asas Do Louvor,Cristina Mel,,146,1,Latin America,Female,wasabi
Vou Levando A Vida,Peninha,,167,1,Latin America,Male,wasabi
"Devagar, Divagar Ou De Vagar",Paulinho Moska,,196,1,Latin America,Male,wasabi
A Festinha,Xuxa,,271,1,Latin America,Female,wasabi
Los Mareados,Adriana Varela,,133,1,Latin America,Female,wasabi
Aquel Gato,Pappo,,159,1,Latin America,Male,wasabi
I Love You,Roberto Carlos,,150,1,Latin America,Male,wasabi
Desafinado,Antonio Carlos Jobim,,141,1,Latin America,Male,wasabi
Amor De Deus Por Um Mortal,Cristina Mel,,153,1,Latin America,Female,wasabi
"Roberto, Corta Essa",Jorge Ben,,156,1,Latin America,Male,wasabi
Chacarera Del Exilio,Raly Barrionuevo,,133,1,Latin America,Male,wasabi
No Me Acuerdo,Alejandro Lerner,,212,1,Latin America,Male,wasabi
Bem Que Se Quis,Marisa Monte,,254,1,Latin America,Female,wasabi
Piedra Y Camino,Atahualpa Yupanqui,,102,1,Latin America,Male,wasabi
Na Estrada,Marisa Monte,,327,1,Latin America,Female,wasabi
Cinco Patinhos,Xuxa,,188,1,Latin America,Female,wasabi
No Tabuleiro Da Baiana,Gal Costa,,102,1,Latin America,Female,wasabi
Vai E Volta,Anitta,,302,1,Latin America,Female,wasabi
Bahia De Todas As Contas,Gal Costa,,187,1,Latin America,Female,wasabi
Dindi,Sylvia Telles,,126,1,Latin America,Female,wasabi
Corazon Partio,Ivete Sangalo,,651,1,Latin America,Female,wasabi
Mad Man Song,Cibelle,,260,0,Latin America,Female,wasabi
Louca,Latino,,160,1,Latin America,Male,wasabi
Vale A Pena Tentar,Simone,,119,1,Latin America,Female,wasabi
Gentileza,Marisa Monte,,157,1,Latin America,Female,wasabi
Rua Augusta/O Bom,Raul Seixas,,474,1,Latin America,Male,wasabi
Acordando,Paulinho Moska,,119,1,Latin America,Male,wasabi
Delta,Ana Tijoux,,484,1,Latin America,Female,wasabi
Morena,Gilberto Gil,,40,1,Latin America,Male,wasabi
Eterno Tesoro,Marcela Morelo,,198,1,Latin America,Female,wasabi
Passatempo,Xuxa,,223,1,Latin America,Female,wasabi
Por Ser Como Soy,Diego Torres,,277,1,Latin America,Male,wasabi
Anjo De Mim,Ivan Lins,,87,1,Latin America,Male,wasabi
Quien Hubiera Dicho,Julio Sosa,,154,1,Latin America,Male,wasabi
Moleque Indigesto,Carmen Miranda,,74,1,Latin America,Female,wasabi
Nossa Senhora,Bebel Gilberto,,144,1,Latin America,Female,wasabi
Samba E Amor,Chico Buarque,,136,1,Latin America,Male,wasabi
Vestido De Bolero,Dorival Caymmi,,65,1,Latin America,Male,wasabi
Sale El Sol,Shakira,,266,1,Latin America,Female,wasabi
Sol De Mediodia,Carlos Vives,,212,1,Latin America,Male,wasabi
La Mirada De Freud,Luis Alberto Spinetta,,88,1,Latin America,Male,wasabi
Namoradinha De Um Amigo Meu,Roberto Carlos,,104,1,Latin America,Male,wasabi
Topo Do Mundo,Daniela Mercury,,230,1,Latin America,Female,wasabi
Secret,Danni Carlos,,190,0,Latin America,Female,wasabi
Alguem Me Disse,Gal Costa,,75,1,Latin America,Female,wasabi
Sorte Grande,Ivete Sangalo,,240,1,Latin America,Female,wasabi
A Semente,Marcelo D2,,309,0,Latin America,Male,wasabi
Con La Misma Sangre,Celeste Carballo,,128,1,Latin America,Female,wasabi
Cabeza De Medusa,Gustavo Cerati,,120,1,Latin America,Male,wasabi
My Girl,Tiago Iorc,,145,0,Latin America,Male,wasabi
Sin Palabras,Jorge Rojas,,202,1,Latin America,Male,wasabi
Cantiga Do Estradar,Elomar,,323,1,Latin America,Male,wasabi
Cinco Minutos,Marisa Monte,,326,1,Latin America,Female,wasabi
Deixa De Banca,Erasmo Carlos,,160,1,Latin America,Male,wasabi
Mulher Ideal,Alcione,,178,1,Latin America,Female,wasabi
No,Shakira,,301,1,Latin America,Female,wasabi
Catalina,Fonseca,,252,1,Latin America,Male,wasabi
Night And Day,Bebel Gilberto,,119,0,Latin America,Female,wasabi
Cuando Ya Me Empiece A Quedar Solo,Mercedes Sosa,,121,1,Latin America,Female,wasabi
Volver,Carlos Gardel,,278,1,Latin America,Male,wasabi
Olha Maria,Chico Buarque,,213,1,Latin America,Male,wasabi
Sexto Sentido,Xuxa,,128,1,Latin America,Female,wasabi
Tomara,Paula Morelenbaum,,88,1,Latin America,Female,wasabi
La Llamada,Carlos Vives,,339,1,Latin America,Male,wasabi
Tudo Que A Gente Quis,Paulinho Moska,,104,1,Latin America,Male,wasabi
El Desconfiado,Juana Molina,,110,1,Latin America,Female,wasabi
Sou Dela,Nando Reis,,165,1,Latin America,Male,wasabi
Tu Me Quemas,Carlos Baute,,252,1,Latin America,Male,wasabi
Obi,Rosa Passos,,89,1,Latin America,Female,wasabi
Teco-Teco,Gal Costa,,367,1,Latin America,Female,wasabi
Yo Te Recuerdo,Roberto Carlos,,133,1,Latin America,Male,wasabi
Hotel Das Estrelas,Gal Costa,,200,1,Latin America,Female,wasabi
La Misma Mujer,JAF,,161,1,Latin America,Male,wasabi
Pedro Urdemales,Violeta Parra,,59,1,Latin America,Female,wasabi
Preciosa Dama Azul,Luis Alberto Spinetta,,110,1,Latin America,Male,wasabi
Yo Puedo Hacer,Ricardo Montaner,,254,1,Latin America,Male,wasabi
Eu Gosto Dela,Emicida,,299,1,Latin America,Male,wasabi
Fina Ropa Blanca,Luis Alberto Spinetta,,205,1,Latin America,Male,wasabi
Garoa,Carlinhos Brown,,148,1,Latin America,Male,wasabi
Al Centro De La Ciudad,Carlos Vives,,134,1,Latin America,Male,wasabi
Amigos O Que,Daniela Castillo,,210,1,Latin America,Female,wasabi
Nau Dos Insensatos,Lulu Santos,,157,1,Latin America,Male,wasabi
Subite (Esta Noche),Carca,,97,1,Latin America,Male,wasabi
Tempo Presente,Edu Lobo,,86,1,Latin America,Male,wasabi
Essa Tal Felicidade,Tim Maia,,150,1,Latin America,Male,wasabi
No Me Abandones,Kevin Johansen,,181,1,Latin America,Male,wasabi
Ele E Eu,Gilberto Gil,,122,1,Latin America,Male,wasabi
Cartaz,Fagner,,412,1,Latin America,Male,wasabi
Samurai,Djavan,,212,1,Latin America,Male,wasabi
Casa,Lulu Santos,,253,1,Latin America,Male,wasabi
Amigo,Roberto Carlos,,229,1,Latin America,Male,wasabi
Se Ela Soubesse O Que Quer,Leo Jaime,,124,1,Latin America,Male,wasabi
Retrato,Alberto Cortez,,245,1,Latin America,Male,wasabi
Mala Suerte,Julio Sosa,,249,1,Latin America,Male,wasabi
Vence Na Vida Quem Diz Sim,Chico Buarque,,190,1,Latin America,Male,wasabi
Bruxa Amarela,Rita Lee,,203,1,Latin America,Female,wasabi
La Casita De Mis Viejos,Adriana Varela,,196,1,Latin America,Female,wasabi
Ando Meio Desligado,Marisa Monte,,178,1,Latin America,Female,wasabi
Nereci,Djavan,,89,1,Latin America,Male,wasabi
Cartomante,Elis Regina,,327,1,Latin America,Female,wasabi
Nos Arredores Do Amor,Leo Jaime,,214,1,Latin America,Male,wasabi
Por Teu Beijo,Netinho,,167,1,Latin America,Male,wasabi
Back In Bahia,Gilberto Gil,,388,1,Latin America,Male,wasabi
Ordenes E Farei,Cartola,,101,1,Latin America,Male,wasabi
Itamarandiba,Simone,,74,1,Latin America,Female,wasabi
Muito Prazer Eu Existo,Xuxa,,318,1,Latin America,Female,wasabi
El Otro,Vicentico,,212,1,Latin America,Male,wasabi
Ela Desatinou,Chico Buarque,,197,1,Latin America,Male,wasabi
Sun Is Shining,Bebel Gilberto,,122,1,Latin America,Female,wasabi
Cae Cae Caetano,Jorge Ben,,376,1,Latin America,Male,wasabi
El Polvo,Diomedes Diaz,,330,1,Latin America,Male,wasabi
Feeling Good,Marcelo D2,,573,1,Latin America,Male,wasabi
"Soledad, Jujuy 1941",Pedro Aznar,,97,1,Latin America,Male,wasabi
Partido Alto,Ney Matogrosso,,306,1,Latin America,Male,wasabi
Dragones,Skay Beilinson,,81,1,Latin America,Male,wasabi
Vagalumes,Paula Fernandes,,153,1,Latin America,Female,wasabi
Usa E Abusa,Alcione,,109,1,Latin America,Female,wasabi
La Hermana De La Coneja,Adriana Varela,,248,1,Latin America,Female,wasabi
