song_title,artist,continent,gender,source,original_index,musical_genre,needs_translation,lyrics_length
Saikai-Story-,Gackt,asia,male,wasabi,7466,,1,169
Papa Lapped A Pap Lopped,Gackt,asia,male,wasabi,7467,,1,155
Mad Afternoon,Bonnie Pink,asia,female,wasabi,7468,,0,132
Mimpi-Mimpi Yang Kandas,Ebiet G. Ade,asia,male,wasabi,7469,,1,97
Another World,Gackt,asia,male,wasabi,7470,,1,148
Nani Nani,Yasmin Levy,asia,female,wasabi,7471,,1,60
Minsan,Sarah Geronimo,asia,female,wasabi,7472,,1,78
Letting Go,Gary Valenciano,asia,male,wasabi,7473,,0,258
Everybody Up,Tomohisa Yamashita,asia,male,wasabi,7474,,0,392
Brigitte Bardot,Dario Moreno,asia,male,wasabi,7475,,1,211
Hay Yam Yam,Erkin Koray,asia,male,wasabi,7476,,1,300
Beautiful Dreamer,Sowelu,asia,female,wasabi,7477,,1,292
TORO,Ua,asia,female,wasabi,7478,,1,117
When You Hot You Hot,DJ Honda,asia,male,wasabi,7479,,0,536
You Are...,Lia,asia,female,wasabi,7480,,1,92
Belum Juga Datang,Kris Dayanti,asia,female,wasabi,7481,,1,87
Nice To Be,Love,asia,female,wasabi,7482,,0,99
Suya Hapsettim,Deniz Seki,asia,female,wasabi,7483,,1,279
Durum Beter,Tarkan,asia,male,wasabi,7484,,1,260
Cari-Cari,Siti Nurhaliza,asia,female,wasabi,7485,,1,85
Language Of Love,Dana International,asia,female,wasabi,7486,,0,270
Barang Antik,Iwan Fals,asia,male,wasabi,7487,,1,211
Kiss Me,Olivia Ong,asia,female,wasabi,7488,,0,157
Rose Marie,Volkan Konak,asia,male,wasabi,7489,,1,200
I Believe,Gary Valenciano,asia,male,wasabi,7490,,0,123
Let Me Know,Towa Tei,asia,male,wasabi,7491,,1,81
Before I Let You Go,Sarah Geronimo,asia,female,wasabi,7492,,0,371
Say Hi!!,Kokia,asia,female,wasabi,7493,,0,152
Dile Kolay,Ajda Pekkan,asia,female,wasabi,7494,,1,147
Timur Tengah I,Iwan Fals,asia,male,wasabi,7495,,1,213
For Your Babies,Olivia Ong,asia,female,wasabi,7496,,0,226
Kavrulduk,Mustafa Sandal,asia,male,wasabi,7497,,1,83
Bahala Na,Jolina Magdangal,asia,female,wasabi,7498,,1,226
Ex-Boyfriend,Crystal Kay,asia,female,wasabi,7499,,1,273
Car Lights On In The Daytime Blues,Love,asia,female,wasabi,7500,,0,90
Lose Big,Eef Barzelay,asia,male,wasabi,7501,,0,176
Balik Kampung,Sudirman,asia,male,wasabi,7502,,1,225
STEP,Minmi,asia,female,wasabi,7503,,1,314
August,Love,asia,female,wasabi,7504,,0,79
Today,Noa,asia,female,wasabi,7505,,0,359
Ali Da Malang,Nusrat Fateh Ali Khan,asia,male,wasabi,7506,,1,561
Conspiratory Visions Of Gomorrah,Asaf Avidan,asia,male,wasabi,7507,,0,193
Yeter Ki,Haluk Levent,asia,male,wasabi,7508,,1,155
Sa Aking Pag-Iisa,Regine Velasquez,asia,female,wasabi,7509,,1,164
Thank You,Charice,asia,female,wasabi,7510,,0,354
Here I Am,Erik Santos,asia,male,wasabi,7511,,0,194
Sorma Neden,Rafet El Roman,asia,male,wasabi,7512,,1,114
Blade Runner,Hitomi,asia,female,wasabi,7513,,1,195
Blaze,Kotoko,asia,female,wasabi,7514,,1,280
Turn Around,Borgore,asia,male,wasabi,7515,,0,1388
Souls,Bird,asia,female,wasabi,7516,,1,181
Karena Kau Bunda Kami,Iwan Fals,asia,male,wasabi,7517,,1,71
Gitme,Tarkan,asia,male,wasabi,7518,,1,252
Zindagi Ek Safar Hai Suhana,Kishore Kumar,asia,male,wasabi,7519,,1,218
Jee Karda,Divya Kumar,asia,male,wasabi,7520,,1,199
Music Is Mine,Nujabes,asia,male,wasabi,7521,,0,59
Yok Yok,Erkin Koray,asia,male,wasabi,7522,,1,222
Lho,Iwan Fals,asia,male,wasabi,7523,,1,79
Ah!...,Ahmet Kaya,asia,male,wasabi,7524,,1,208
Oysa,Sertab Erener,asia,female,wasabi,7525,,1,141
Tutsak,Sezen Aksu,asia,female,wasabi,7526,,1,287
Alone Again Or,Love,asia,female,wasabi,7527,,0,136
Love Is More Than Words (Or Better Late Than Never),Love,asia,female,wasabi,7528,,0,72
Pyar Manga Hai Tumhi Se,Kishore Kumar,asia,male,wasabi,7529,,1,181
Got Me Like Oh,Sertab Erener,asia,female,wasabi,7530,,0,338
International Anthem,DJ Honda,asia,male,wasabi,7531,,0,543
Saving Forever For You,Nina,asia,female,wasabi,7532,,0,286
Kirakuni,Crystal Kay,asia,female,wasabi,7533,,0,776
How Am I Supposed To Live Without You,Sharon Cuneta,asia,female,wasabi,7534,,0,354
Please Be Careful With My Heart,Christian Bautista,asia,male,wasabi,7535,,0,297
In The Morning,Zhu,asia,male,wasabi,7536,,0,171
Nextaction,Tomohisa Yamashita,asia,male,wasabi,7537,,1,376
Stars,Olivia Ong,asia,female,wasabi,7538,,0,223
Bacteria,Hide,asia,male,wasabi,7539,,1,370
I Believe (Chinese),Olivia Ong,asia,female,wasabi,7540,,1,265
Kasama Kang Tumanda,Daniel Padilla,asia,male,wasabi,7541,,1,142
Flow,Bird,asia,female,wasabi,7542,,1,210
Yak Gel,Funda Arar,asia,female,wasabi,7543,,1,269
Lolitapop Dollhouse,Kahimi Karie,asia,female,wasabi,7544,,0,289
Dispar,Gackt,asia,male,wasabi,7545,,1,124
I Just Want You To Be Happy,Bonnie Pink,asia,female,wasabi,7546,,0,235
Jiya,Arijit Singh,asia,male,wasabi,7547,,1,161
Another World,Minmi,asia,female,wasabi,7548,,1,247
Rinna Rinnan Nay,Ahmet Kaya,asia,male,wasabi,7549,,1,202
Search And Know,Gary Valenciano,asia,male,wasabi,7550,,0,250
Tum Ho Toh,Farhan Akhtar,asia,male,wasabi,7551,,1,105
Kibir,Sezen Aksu,asia,female,wasabi,7552,,1,170
Nandito Ako,Lea Salonga,asia,female,wasabi,7553,,1,154
Hanggang Kailan,Sarah Geronimo,asia,female,wasabi,7554,,1,141
Thank You,Nujabes,asia,male,wasabi,7555,,0,683
The Face Of Love,Nusrat Fateh Ali Khan,asia,male,wasabi,7556,,0,165
Believe,Bonnie Pink,asia,female,wasabi,7557,,0,208
Waking Up,Esther Ofarim,asia,female,wasabi,7558,,0,118
Sa Ugoy Ng Duyan,Lea Salonga,asia,female,wasabi,7559,,1,140
The Rule Of The Universe,Kokia,asia,female,wasabi,7560,,0,144
Hikayemiz (Bizim),Ahmet Kaya,asia,male,wasabi,7561,,1,188
I Could Not Ask For More,Christian Bautista,asia,male,wasabi,7562,,0,283
Seni Sevmek,Edip Akbayram,asia,male,wasabi,7563,,1,124
Mektup,Teoman,asia,male,wasabi,7564,,1,282
Sanam Re,Mithoon,asia,male,wasabi,7565,,1,261
Paradise Awaits,Zhu,asia,male,wasabi,7566,,0,487
Shine Like A Superstar,Tata Young,asia,female,wasabi,7567,,0,210
Kurik Kundi,Siti Nurhaliza,asia,female,wasabi,7568,,1,539
Jam,Yui,asia,female,wasabi,7569,,1,68
Kembalikan Indah,Siti Nurhaliza,asia,female,wasabi,7570,,1,135
Menadah Gerimis,Ziana Zain,asia,female,wasabi,7571,,1,122
Breathless Album Breathless 98,Shankar Mahadevan,asia,male,wasabi,7572,,1,368
Please Naman,Lea Salonga,asia,female,wasabi,7573,,0,218
Revelation,Love,asia,female,wasabi,7574,,0,301
Selamat Tinggal Malam,Iwan Fals,asia,male,wasabi,7575,,1,145
My Planet,Hitomi,asia,female,wasabi,7576,,1,177
Life Is Like A Boat,Rie Fu,asia,female,wasabi,7577,,0,227
Motherland,Crystal Kay,asia,female,wasabi,7578,,1,246
On My Way,Corrinne May,asia,female,wasabi,7579,,0,235
Ey Kalbim,Deniz Seki,asia,female,wasabi,7580,,1,244
Gurur,Sibel Can,asia,female,wasabi,7581,,1,81
Last Notice,Liyana Fizi,asia,female,wasabi,7582,,0,96
Belvedia,Kotoko,asia,female,wasabi,7583,,1,107
Lagu Enam,Iwan Fals,asia,male,wasabi,7584,,1,188
Ash,Gackt,asia,male,wasabi,7585,,1,125
I Want What I Want,Tata Young,asia,female,wasabi,7586,,0,288
Besar Dan Kecil,Iwan Fals,asia,male,wasabi,7587,,1,181
Samurai,Yoji Biomehanika,asia,male,wasabi,7588,,0,6
Only One,Liyana Fizi,asia,female,wasabi,7589,,0,95
Ada,Iwan Fals,asia,male,wasabi,7590,,1,159
Love Look Away,Lea Salonga,asia,female,wasabi,7591,,0,87
Lullaby For You,Jyongri,asia,female,wasabi,7592,,0,268
14-4-84,Iwan Fals,asia,male,wasabi,7593,,1,170
Kau Ku Sayang,Siti Nurhaliza,asia,female,wasabi,7594,,1,66
Bu Gece,Nev,asia,male,wasabi,7595,,1,272
Fuk Dat,DJ Honda,asia,male,wasabi,7596,,0,414
Ares,Gackt,asia,male,wasabi,7597,,1,84
Horizon,Ua,asia,female,wasabi,7598,,1,167
Free,Dana International,asia,female,wasabi,7599,,0,168
Seviyorum Sevmiyorum,Nil Karaibrahimgil,asia,female,wasabi,7600,,1,217
Driving,Olivia Ong,asia,female,wasabi,7601,,0,145
Why This Kolaveri Di,Dhanush,asia,male,wasabi,7602,,0,194
Stir Me Up,Hadise,asia,female,wasabi,7603,,0,544
Surat Buat Wakil Rakyat,Iwan Fals,asia,male,wasabi,7604,,1,280
Nesi Var?,Nil Karaibrahimgil,asia,female,wasabi,7605,,1,296
Bright Wings,Kotoko,asia,female,wasabi,7606,,1,175
Honey Bee,Zee Avi,asia,female,wasabi,7607,,0,247
Una Pastora,Yasmin Levy,asia,female,wasabi,7608,,1,115
&Brand-New,Crystal Kay,asia,female,wasabi,7609,,1,101
Golden Mic(Remix),Zeebra,asia,male,wasabi,7610,,1,886
Dheeme Dheeme,A. R. Rahman,asia,male,wasabi,7611,,1,272
Pizmon Layakinton,Esther Ofarim,asia,female,wasabi,7612,,1,126
Love Or Game,Crystal Kay,asia,female,wasabi,7613,,1,158
Sen Bensiz Ben Sensiz,Deniz Seki,asia,female,wasabi,7614,,1,324
Meine Art Liebe Zu Zeigen,Daliah Lavi,asia,female,wasabi,7615,,1,151
Lonely Girl,Crystal Kay,asia,female,wasabi,7616,,1,138
I Need Your Love,Nina,asia,female,wasabi,7617,,0,169
Dreams Be,Rie Fu,asia,female,wasabi,7618,,0,206
My Flash On You,Love,asia,female,wasabi,7619,,0,172
One,Crystal Kay,asia,female,wasabi,7620,,1,104
Kazablanka,Nil Karaibrahimgil,asia,female,wasabi,7621,,1,169
Sen Ve Ben,Ajda Pekkan,asia,female,wasabi,7622,,1,110
Jangan Bersedih Lagi,Anuar Zain,asia,male,wasabi,7623,,1,94
Hop Hop Gelsin,Erkin Koray,asia,male,wasabi,7624,,1,156
'di Bale Na Lang,Gary Valenciano,asia,male,wasabi,7625,,1,223
My Daddy,Olivia,asia,female,wasabi,7626,,0,610
Por La Rep',Eterne Rima,asia,male,wasabi,7627,,1,497
California,AI,asia,female,wasabi,7628,,1,210
24 Hours,Corrinne May,asia,female,wasabi,7629,,0,287
Putus Terpaksa,Ziana Zain,asia,female,wasabi,7630,,1,145
Cry Me A River,Borgore,asia,male,wasabi,7631,,0,219
Tuzak,Teoman,asia,male,wasabi,7632,,1,168
Only With You,Olivia Ong,asia,female,wasabi,7633,,0,242
Thumbtacks In My Marrow,Asaf Avidan,asia,male,wasabi,7634,,0,117
Dil Kya Kare,Kishore Kumar,asia,male,wasabi,7635,,1,265
UNDER THE SUN,Hitomi,asia,female,wasabi,7636,,1,162
Pare Pare,Tarkan,asia,male,wasabi,7637,,1,253
Heaven,Nina,asia,female,wasabi,7638,,0,270
Riwayat Cinta,Misha Omar,asia,female,wasabi,7639,,1,125
Senor Senora Senorita,Miyavi,asia,male,wasabi,7640,,1,328
Intro,Iwan Fals,asia,male,wasabi,7641,,1,54
Tu Hi Re,A. R. Rahman,asia,male,wasabi,7642,,1,311
Surprise!,Bonnie Pink,asia,female,wasabi,7643,,1,163
Karizma,Mustafa Sandal,asia,male,wasabi,7644,,1,149
Hura Hura Huru Hara,Iwan Fals,asia,male,wasabi,7645,,1,174
Only U,Chihiro,asia,female,wasabi,7646,,1,418
Move On,Crystal Kay,asia,female,wasabi,7647,,1,235
Plain,Hitomi,asia,female,wasabi,7648,,1,178
Rindu Belaian,Anuar Zain,asia,male,wasabi,7649,,1,112
Haer Et Einav,The Idan Raichel Project,asia,male,wasabi,7650,,1,121
Silly Bitch In Love,Olivia,asia,female,wasabi,7651,,0,289
Tornado (Inside),Kahimi Karie,asia,female,wasabi,7652,,0,69
Understanding,Hitomi,asia,female,wasabi,7653,,1,183
Jab Se Tere Naina,Shaan,asia,male,wasabi,7654,,1,291
Bird On The Wire,Esther Ofarim,asia,female,wasabi,7655,,0,180
Ipagpatawad Mo,Daniel Padilla,asia,male,wasabi,7656,,1,155
Senden Uzakta,Ajda Pekkan,asia,female,wasabi,7657,,1,83
Tonight,Regine Velasquez,asia,female,wasabi,7658,,0,189
Sayang Naman,Nina,asia,female,wasabi,7659,,1,175
Growing Up,Gary Valenciano,asia,male,wasabi,7660,,0,162
Sunn Raha Hai,Ankit Tiwari,asia,male,wasabi,7661,,1,263
Take It Outside,Crystal Kay,asia,female,wasabi,7662,,1,91
Love Paradox,Leah Dizon,asia,female,wasabi,7663,,0,550
Too Painful,Noa,asia,female,wasabi,7664,,0,194
Know It,Regine Velasquez,asia,female,wasabi,7665,,0,299
NEVER GIVE UP!,Kylee,asia,female,wasabi,7666,,1,397
Nagada Sang Dhol,Shreya Ghoshal,asia,female,wasabi,7667,,1,380
Kinabukasan,Freddie Aguilar,asia,male,wasabi,7668,,1,85
Permission,Yuna,asia,female,wasabi,7669,,0,182
Sunny Day,Geva Alon,asia,male,wasabi,7670,,0,85
Uykusuz Her Gece,Teoman,asia,male,wasabi,7671,,1,244
Patah Hati,Siti Nurhaliza,asia,female,wasabi,7672,,1,157
South Orange,Minmi,asia,female,wasabi,7673,,1,263
Only You,Lea Salonga,asia,female,wasabi,7674,,0,134
Jaa Jaa Jaa Bewafa,Geeta Dutt,asia,female,wasabi,7675,,0,132
I Love You So,Toni Gonzaga,asia,female,wasabi,7676,,0,277
Dum Tek Tek,Hadise,asia,female,wasabi,7677,,0,304
Tere Bina Zindagi Se,Lata Mangeshkar,asia,female,wasabi,7678,,1,214
Honey Glue,Crystal Kay,asia,female,wasabi,7679,,1,74
Love Song,Chihiro,asia,female,wasabi,7680,,1,121
Kavga,Volkan Konak,asia,male,wasabi,7681,,1,233
Bedenim Senin Oldu,Hande Yener,asia,female,wasabi,7682,,1,335
Do You Crash?,Bonnie Pink,asia,female,wasabi,7683,,1,203
I Wish I Had Never Met You,Inoran,asia,male,wasabi,7684,,1,150
For You,Azu,asia,female,wasabi,7685,,1,68
Space,Noa,asia,female,wasabi,7686,,0,89
Sky High,Lia,asia,female,wasabi,7687,,0,325
Masih Ada Waktu,Ebiet G. Ade,asia,male,wasabi,7688,,1,323
Kung Mawawala Ka,Ogie Alcasid,asia,male,wasabi,7689,,1,126
Jealous,Nina,asia,female,wasabi,7690,,0,312
Learn,Geva Alon,asia,male,wasabi,7691,,0,110
Crazy You,Tomohisa Yamashita,asia,male,wasabi,7692,,1,235
A Fantastic Moment,Kahimi Karie,asia,female,wasabi,7693,,1,22
He Shoots The Sun,Kahimi Karie,asia,female,wasabi,7694,,0,157
Help Me Out,Crystal Kay,asia,female,wasabi,7695,,1,133
Bazen,Nev,asia,male,wasabi,7696,,1,145
Last Song,Gackt,asia,male,wasabi,7697,,0,212
That Grassy Hill Of Mine,Geva Alon,asia,male,wasabi,7698,,0,237
Gerisi Hikaye,Ajda Pekkan,asia,female,wasabi,7699,,1,94
Missin' U Baby,Crystal Kay,asia,female,wasabi,7700,,1,133
Maskeli Balo,Sagopa Kajmer,asia,male,wasabi,7701,,1,866
Med Cezir,Ceza,asia,male,wasabi,7702,,1,994
Di Ba,Nina,asia,female,wasabi,7703,,1,198
Melekler,Hayko Cepkin,asia,male,wasabi,7704,,1,101
Pulangkan,Misha Omar,asia,female,wasabi,7705,,1,154
Nian Di Hati,Siti Nurhaliza,asia,female,wasabi,7706,,1,238
Heyyamola,Haluk Levent,asia,male,wasabi,7707,,1,230
After Party,Zeebra,asia,male,wasabi,7708,,1,340
Lupe,Kotoko,asia,female,wasabi,7709,,1,186
Cyclamen,Asaf Avidan,asia,male,wasabi,7710,,0,295
Yarasa,Hande Yener,asia,female,wasabi,7711,,1,265
Direniyorum,Rafet El Roman,asia,male,wasabi,7712,,1,165
Movin' On,Bonnie Pink,asia,female,wasabi,7713,,1,121
Papa Kehte Hain,Udit Narayan,asia,male,wasabi,7714,,1,269
Diari Hatimu,Siti Nurhaliza,asia,female,wasabi,7715,,1,185
September Madham,A. R. Rahman,asia,male,wasabi,7716,,1,320
Nenni,Haluk Levent,asia,male,wasabi,7717,,1,135
Tuwing Pasko,Freddie Aguilar,asia,male,wasabi,7718,,1,89
Good Morning Sue,Crystal Kay,asia,female,wasabi,7719,,0,121
CANDY GIRL,Hitomi,asia,female,wasabi,7720,,1,374
U+K,Gackt,asia,male,wasabi,7721,,1,166
Rain,Gackt,asia,male,wasabi,7722,,1,269
Lovefool,Olivia Ong,asia,female,wasabi,7723,,0,301
Menjunjung Asmara,Liza Hanim,asia,female,wasabi,7724,,1,181
Jangan Pergi,Kris Dayanti,asia,female,wasabi,7725,,1,91
Dear Angel (English Version),Olivia,asia,female,wasabi,7726,,0,267
Japanese girl,Hitomi,asia,female,wasabi,7727,,1,291
May Isa Pa... (Nagmamahal Sa Iyo),Aiza Seguerra,asia,female,wasabi,7728,,1,115
I Wanna Little Love,Lea Salonga,asia,female,wasabi,7729,,0,293
My-Les,Kotoko,asia,female,wasabi,7730,,1,218
Menajer,Sezen Aksu,asia,female,wasabi,7731,,1,234
Obat Awet Muda,Iwan Fals,asia,male,wasabi,7732,,1,133
Mr. Schubert I Love You,Mike Brant,asia,male,wasabi,7733,,1,87
Isang Lahi,Regine Velasquez,asia,female,wasabi,7734,,1,214
Malaguena,Mike Brant,asia,male,wasabi,7735,,1,147
O Gujariya,Shefali Alvares,asia,female,wasabi,7736,,1,188
Kimbilir Kim,Mustafa Sandal,asia,male,wasabi,7737,,1,136
Thanksgiving Waves,Eef Barzelay,asia,male,wasabi,7738,,0,161
Superfriends,Zhu,asia,male,wasabi,7739,,0,280
Sen Yoluna Ben Yoluma,Hande Yener,asia,female,wasabi,7740,,1,340
Just Breathe,Kylee,asia,female,wasabi,7741,,0,146
Lost In A Paris Nightclub,Kahimi Karie,asia,female,wasabi,7742,,0,146
Bedtime Story,Bonnie Pink,asia,female,wasabi,7743,,0,202
Carefully,Noa,asia,female,wasabi,7744,,0,123
Blue Touches Blue,Noa,asia,female,wasabi,7745,,0,188
Yine Geldi Sonbahar,Cem Adrian,asia,male,wasabi,7746,,1,163
Qui Saura,Mike Brant,asia,male,wasabi,7747,,1,249
My Name Is Trouble,Keren Ann,asia,female,wasabi,7748,,0,266
Magmahal Muli,Sam Milby,asia,male,wasabi,7749,,1,155
Merpati Putih,Chrisye,asia,male,wasabi,7750,,1,65
Kimdi?,Tarkan,asia,male,wasabi,7751,,1,233
Wish,Donna Cruz,asia,female,wasabi,7752,,1,171
Madari,Vishal Dadlani,asia,male,wasabi,7753,,1,314
Now And Future,LiSA,asia,female,wasabi,7754,,1,367
Command+S,Kotoko,asia,female,wasabi,7755,,1,64
One Girl,Tomohisa Yamashita,asia,male,wasabi,7756,,0,320
Tanging Mahal,Regine Velasquez,asia,female,wasabi,7757,,1,136
Chale Chalo,A. R. Rahman,asia,male,wasabi,7758,,1,356
Gaddar,Erkin Koray,asia,male,wasabi,7759,,1,192
Manusia Setengah Dewa,Iwan Fals,asia,male,wasabi,7760,,1,163
Frosty The Snowman,Zee Avi,asia,female,wasabi,7761,,0,211
Jhumroo: Main Hoon Jhoom Jhoom Jhumroo,Kishore Kumar,asia,male,wasabi,7762,,1,172
Blaze It Up,Mondo Grosso,asia,male,wasabi,7763,,0,159
Fairy Land,Lia,asia,female,wasabi,7764,,1,140
Just For Tonight,Jackie Chan,asia,male,wasabi,7765,,0,381
You Make My Day!,Yuria,asia,female,wasabi,7766,,1,89
Elastic Girl,Kahimi Karie,asia,female,wasabi,7767,,0,341
Turn Off The Lights,Tomohisa Yamashita,asia,male,wasabi,7768,,1,146
Wait For Me,Jackie Chan,asia,male,wasabi,7769,,0,276
Sisikat Din Ako,Daniel Padilla,asia,male,wasabi,7770,,1,146
Cube,Gackt,asia,male,wasabi,7771,,1,204
For You And I,Keren Ann,asia,female,wasabi,7772,,0,129
I Still Wonder,Love,asia,female,wasabi,7773,,0,132
Arka Mahalle,Ahmet Kaya,asia,male,wasabi,7774,,1,204
Mr. Deadma,Sarah Geronimo,asia,female,wasabi,7775,,1,118
Etki Tepki,Sagopa Kajmer,asia,male,wasabi,7776,,1,534
Ebedi Sevgili,Rafet El Roman,asia,male,wasabi,7777,,1,210
Mektup,Haluk Levent,asia,male,wasabi,7778,,1,216
Light Of A Million Mornings,Sarah Geronimo,asia,female,wasabi,7779,,0,139
Pinakamamahal,Aiza Seguerra,asia,female,wasabi,7780,,1,111
I Remember The Boy,Lea Salonga,asia,female,wasabi,7781,,0,134
Outta This,Rico Blanco,asia,male,wasabi,7782,,0,199
Metaphors,Kahimi Karie,asia,female,wasabi,7783,,0,144
Sometimes When We Touch,Olivia Ong,asia,female,wasabi,7784,,0,279
Once Upon A Star,Minmi,asia,female,wasabi,7785,,1,327
Pangarap Ko Ang Ibigin Ka,Sarah Geronimo,asia,female,wasabi,7786,,1,209
Beatbop,Saori@destiny,asia,female,wasabi,7787,,0,121
Wish,Olivia,asia,female,wasabi,7788,,1,111
Calling Down,Inoran,asia,male,wasabi,7789,,1,234
Ang Tangi Kong Kasama,Christian Bautista,asia,male,wasabi,7790,,1,199
How Did You Know,Gary Valenciano,asia,male,wasabi,7791,,0,217
White Eyes,Gackt,asia,male,wasabi,7792,,1,191
Magic,Tomohisa Yamashita,asia,male,wasabi,7793,,1,70
Gather 'Round,Love,asia,female,wasabi,7794,,0,153
Let Us Be Naked,Eef Barzelay,asia,male,wasabi,7795,,0,77
You Got Me Up,Paolo Santos,asia,male,wasabi,7796,,0,148
Kahpe,Demir Demirkan,asia,male,wasabi,7797,,1,268
Boomerang,Yonca Evcimik,asia,female,wasabi,7798,,1,209
Ya Sonra,Ajda Pekkan,asia,female,wasabi,7799,,1,313
Barang Yang Lepas Jangan Di Kenang,Liza Hanim,asia,female,wasabi,7800,,1,120
Kisah Cintaku,Chrisye,asia,male,wasabi,7801,,1,69
Hate,Borgore,asia,male,wasabi,7802,,0,182
"Love, Love, Love",Sam Concepcion,asia,male,wasabi,7803,,0,213
So Sexy,Olivia,asia,female,wasabi,7804,,0,542
Kalmadi,Mustafa Sandal,asia,male,wasabi,7805,,1,246
Are Yu Ready,Minmi,asia,female,wasabi,7806,,1,89
Git,Sezen Aksu,asia,female,wasabi,7807,,1,349
Zor Mu?,Deniz Seki,asia,female,wasabi,7808,,1,235
Blu-bird,Keiichi Okabe,asia,male,wasabi,7809,,1,159
The Castle,Love,asia,female,wasabi,7810,,0,59
Erkin Koray Meyhanede,Erkin Koray,asia,male,wasabi,7811,,1,166
Funny Dream,Rie Fu,asia,female,wasabi,7812,,0,263
Hayat Arabamla 2005 Mil,Sagopa Kajmer,asia,male,wasabi,7813,,1,529
Happiness,Lea Salonga,asia,female,wasabi,7814,,0,211
Goodbye,Regine Velasquez,asia,female,wasabi,7815,,0,168
Abalony,Love,asia,female,wasabi,7816,,0,174
Yang Terlupakan,Iwan Fals,asia,male,wasabi,7817,,1,238
Body And Soul,Borgore,asia,male,wasabi,7818,,0,62
You,Erik Santos,asia,male,wasabi,7819,,0,344
Mi Acaba,Sertab Erener,asia,female,wasabi,7820,,1,119
Paralyzed,Agnes Monica,asia,female,wasabi,7821,,0,359
Tinta,Gloc-9,asia,male,wasabi,7822,,1,390
On The Wings Of Love,Regine Velasquez,asia,female,wasabi,7823,,0,301
New Music MacHine,Cornelius,asia,male,wasabi,7824,,0,177
COSMIC WORLD (Intro),Hitomi,asia,female,wasabi,7825,,1,2
Staying With You All My Life,Jackie Chan,asia,male,wasabi,7826,,1,148
Color Of Your Spoon,Olivia,asia,female,wasabi,7827,,1,303
Betcha Neva,Tata Young,asia,female,wasabi,7828,,0,147
Satu Cinta Dua Jiwa,Siti Nurhaliza,asia,female,wasabi,7829,,1,122
Remember My Name,Yuna,asia,female,wasabi,7830,,0,179
Where Did Our Love Go,Susan Wong,asia,female,wasabi,7831,,0,201
Kanlungan,Noel Cabangon,asia,male,wasabi,7832,,1,238
Kendim Ettim Kendim Buldum,Cem Karaca,asia,male,wasabi,7833,,1,149
Until I Say,Rie Fu,asia,female,wasabi,7834,,0,314
Sit In The Sun,Keren Ann,asia,female,wasabi,7835,,0,166
Fish Scratch Fever,Hide,asia,male,wasabi,7836,,1,257
Seni Seveni Sev,Deniz Seki,asia,female,wasabi,7837,,1,283
Come Rain Come Shine,Tata Young,asia,female,wasabi,7838,,0,161
fact,Hitomi,asia,female,wasabi,7839,,1,205
Time Of Love,Crystal Kay,asia,female,wasabi,7840,,1,80
Locked Up,Akon,africa,male,spotify,1004,rap,0,476
On The Low,Burna Boy,africa,male,spotify,1703,r&b,0,347
Adore You,Richie Benson,africa,male,spotify,2241,r&b,0,333
Madan - Exotic Disco Mix,Salif Keita,africa,male,spotify,2510,edm,1,192
Show & Tell (feat. Future),Burna Boy,africa,male,spotify,3224,r&b,0,514
Ye,Burna Boy,africa,male,spotify,3282,r&b,0,534
Kukere,Iyanya,africa,male,spotify,3826,latin,0,446
Joro,WizKid,africa,male,spotify,3842,r&b,0,511
Lady,Rema,africa,male,spotify,4031,r&b,0,258
"Take Yours, I'll Take Mine",Matthew Mole,africa,male,spotify,4094,pop,0,203
Omo,Burna Boy,africa,male,spotify,4219,r&b,0,308
Afro Beat Blues (Feat. Ojah),Hugh Masekela,africa,male,spotify,4657,rock,0,276
I Wanna Love You,Akon,africa,male,spotify,4732,rap,0,573
Giddem,Burna Boy,africa,male,spotify,4892,r&b,0,371
Gangsta Bop,Akon,africa,male,spotify,4900,rap,0,740
Long Gone,Akon,africa,male,spotify,5187,latin,0,336
Como No (feat. Becky G),Akon,africa,male,spotify,5453,latin,1,353
Collateral Damage,Burna Boy,africa,male,spotify,5482,latin,0,622
Keep Up,Akon,africa,male,spotify,5555,latin,0,328
Angel,Akon,africa,male,spotify,6176,latin,0,384
Save Me - Radio Edit,Timo Odv,africa,male,spotify,6291,edm,0,245
Ma Lo,Tiwa Savage,africa,female,spotify,6449,r&b,0,435
Tony Montana,Mr Eazi,africa,male,spotify,6462,rap,0,363
More Life,Burna Boy,africa,male,spotify,6667,r&b,0,174
Still a Survivor,Akon,africa,male,spotify,6717,latin,0,543
Searchin for Love,Akon,africa,male,spotify,6859,latin,0,579
Give It to Em,Akon,africa,male,spotify,7000,latin,0,360
Tamiditine,Bombino,africa,male,wasabi,7908,,0,53
Ti Amo,Howard Carpendale,africa,male,wasabi,7909,,1,257
Miss Nicole,Koffi Olomide,africa,female,wasabi,7910,,1,425
Unknown Soldier,Fela Kuti,africa,male,wasabi,7911,,0,839
Slaap Zacht,Stef Bos,africa,male,wasabi,7912,,1,192
Jy Soen My Nie Meer Nie,Lianie May,africa,female,wasabi,7913,,1,247
Milk,Chris Letcher,africa,male,wasabi,7914,,0,251
Everything I Touch,Nicholis Louw,africa,male,wasabi,7915,,0,121
Ma Lkit,Emel Mathlouthi,africa,female,wasabi,7916,,1,178
Ooit Op Een Dag,Stef Bos,africa,male,wasabi,7917,,1,134
