artist,song_title,gender,ethnicity,lyrics_source
Alfie Boe,Empty Chairs At Empty Tables,Male,Europe,genius
Adriano Celentano,Una Festa Sui Prati,Male,Europe,genius
Aloe Blacc,Here Today,Male,North America,genius
Alain Chamfort,Les Majorettes,Male,Europe,genius
Amanda Palmer,Bad Wine And Lemon Cake,Female,North America,genius
Anastacia,Made For Lovin' You,Female,North America,genius
Amanda Seyfried,I Have A Dream,Female,North America,genius
Ana Moura,Fado Vestido De Fado,Female,Europe,genius
Alain Chamfort,Bambou,Male,Europe,genius
Al Green,How Can You Mend A Broken Heart?,Male,North America,genius
Alanis Morissette,Havoc,Female,North America,genius
Amy Winehouse,In My Bed,Female,Europe,genius
Alejandro Escovedo,Fall Apart With You,Male,North America,genius
Aaliyah,I Gotcha Back,Female,North America,genius
Alicia Keys,Stolen Moments,Female,North America,genius
Amy Macdonald,Mr. Brightside,Female,Europe,genius
Andy Williams,Music To Watch Girls By,Male,North America,genius
Aggro Santos,Candy,Male,Europe,genius
Andrew Bird,MX Missiles,Male,North America,genius
Ana Johnsson,The Way I Am,Female,Europe,genius
Alison Moyet,You Got Me Wrong,Female,Europe,genius
Alain Chamfort,Manureva,Male,Europe,genius
Aaron Carter,Crush On You,Male,North America,genius
Ana Moura,Talvez Depois,Female,Europe,genius
Andrew Bird,Spare-Ohs,Male,North America,genius
Andrew Bird,Cathedral In The Dell,Male,North America,genius
Afroman,Crazy Rap,Male,North America,genius
Adele,Chasing Pavements,Female,Europe,genius
Amy Macdonald,Rock Bottom,Female,Europe,genius
Angie Aparo,Cry,Male,North America,genius
Alicia Keys,Diary,Female,North America,genius
Aaliyah,Hot Like Fire,Female,North America,genius
Alan Parsons,Turn It Up,Male,Europe,genius
Amy Macdonald,Run,Female,Europe,genius
Alan Sorrenti,Una Luce Si Accende,Male,Europe,genius
Alain Souchon,Foule Sentimentale,Male,Europe,genius
Aimee Mann,Deathly,Female,North America,genius
Amy Speace,Bring Me Back My Heart,Female,North America,genius
Aaron Neville,The Ten Commandments Of Love,Male,North America,genius
Alejandro Escovedo,By Eleven,Male,North America,genius
Aaron Lewis,KRWLNG,Male,North America,genius
Andrew Bird,Oh No,Male,North America,genius
Alejandro Escovedo,Velvet Guitar,Male,North America,genius
Alanis Morissette,One,Female,North America,genius
Andreas Bourani,Hey,Male,Europe,genius
Alanis Morissette,Feel Your Love,Female,North America,genius
Alain Bashung,Suzanne,Male,Europe,genius
Alain Souchon,On Avance,Male,Europe,genius
Aaron Neville,Tell It Like It Is,Male,North America,genius
Aimee Mann,Nobody Does It Better,Male,Europe,genius
Anastacia,Black Roses,Female,North America,genius
Alanis Morissette,Dear Prudence,Female,North America,genius
Al Stewart,Night Train To Munich,Male,Europe,genius
Angel Olsen,Acrobat,Female,North America,genius
Aimee Mann,Long Shot,Female,North America,genius
Alain Chamfort,Manureva,Male,Europe,genius
Aldo Nova,Fantasy,Male,North America,genius
Andrew Bird,Plasticities,Male,North America,genius
Alanis Morissette,My Humps,Female,North America,genius
Al Jolson,About A Quarter To Nine,Male,Europe,genius
Aloe Blacc,The Man,Male,North America,genius
Andrew Bird,Ten-You-Us,Male,North America,genius
Adele,Melt My Heart To Stone,Female,Europe,genius
Andy Williams,The Hawaiian Wedding Song,Male,North America,genius
Alanis Morissette,Eight Easy Steps,Female,North America,genius
Alanis Morissette,Magical Child,Female,North America,genius
Aloe Blacc,Owe It All,Male,North America,genius
Amy Grant,Rockin' Around The Christmas Tree,Female,North America,genius
Al Martino,Spanish Eyes,Male,North America,genius
Al Stewart,Pretty Golden Hair,Male,Europe,genius
Aaron Neville,When A Man Loves A Woman,Male,North America,genius
Andrew Bird,Imitosis,Male,North America,genius
Alan Doyle,The Rules Will All Be Broken,Male,North America,genius
Alain Chamfort,Paradis,Male,Europe,genius
Andrew Lloyd Webber,Act One Finale,Male,Europe,genius
Adele,One And Only,Female,Europe,genius
Alison Brown,Angel,Female,North America,genius
Amanda Palmer,Ukulele Anthem,Female,North America,genius
Andrea Bocelli,I Te Vurria Vasa,Male,Europe,genius
Adel Tawil,Stadt,Female,Europe,genius
Alejandro Escovedo,Paradise,Male,North America,genius
Aaron Lewis,Country Boy,Male,North America,genius
Amy Diamond,It Can Only Get Better,Female,Europe,genius
Alicia Keys,Samsonite Man,Female,North America,genius
Allison Crowe,Joan Of Arc,Female,North America,genius
Adele,Make You Feel My Love,Female,Europe,genius
Al Jarreau,Day By Day,Male,Europe,genius
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius
Andrew Gold,Norwegian Wood (This Bird Has Flown),Male,North America,genius
Alicia Keys,Butterflyz,Female,North America,genius
Andrew Gold,Never Let Her Slip Away,Male,North America,genius
Andrea Bocelli,'O Mare E Tu,Male,Europe,genius
Andrew Lloyd Webber,Take That Look Off Your Face,Female,Europe,genius
Aimee Mann,Phoenix,Female,North America,genius
Alain Chamfort,Les Beaux Yeux De Laure,Male,Europe,genius
Alexis HK,Je Reviendrai,Male,North America,genius
Adam Sandler,The Chanukah Song,Male,North America,genius
A$AP Rocky,Suddenly,Male,North America,genius
Andrea Bocelli,Panis Angelicus,Male,Europe,genius
Andreas Bourani,Eisberg,Male,Europe,genius
Ace Frehley,Do Ya,Male,North America,genius
Andrew Bird,The Sad Milkman,Male,North America,genius
Andrew Lloyd Webber,He Whistled At Me (Reprise),Male,Europe,genius
Alicia Keys,Love Is Blind,Female,North America,genius
Alicia Keys,Rock Wit U,Female,North America,genius
Aimee Mann,You Do,Female,North America,genius
Anastacia,Defeated,Female,North America,genius
Amos Lee,Simple Things,Male,North America,genius
Andreas Gabalier,Dieser Weg,Male,Europe,genius
Aaliyah,If Your Girl Only Knew (The New Remix),Female,North America,genius
Andrew Bird,Heretics,Male,North America,genius
Al Stewart,Midas Shadow,Male,Europe,genius
Alicia Keys,Nobody Not Really,Female,North America,genius
Aaliyah,Erica Kane,Female,North America,genius
Angelzoom,Hypnotised,Female,Europe,genius
Andrew Bird,Sovay,Male,North America,genius
Anita Lipnicka,Gin Z Tonikiem,Female,Europe,genius
Anita Lipnicka,O Niczym,Female,Europe,genius
Andrew Bird,"So Much Wine, Merry Christmas",Male,North America,genius
Alejandro Escovedo,Rhapsody,Male,North America,genius
Andrew Bird,I,Male,North America,genius
Aaliyah,Got To Give It Up,Female,North America,genius
Anastacia,Sick And Tired,Female,North America,genius
Afrob,Ambaciata,Male,Europe,genius
Andy Hunter°,Amazing,Male,Europe,genius
Adrian Belew,Oh Daddy,Male,North America,genius
Alanis Morissette,Dear Prudence,Female,North America,genius
Alejandro Escovedo,About This Love,Male,North America,genius
Aimee Mann,Choice In The Matter,Female,North America,genius
Allison Crowe,Raining In Baltimore,Female,North America,genius
Andrea Bocelli,Frondi Tenere... Ombra Mai Fu,Male,Europe,genius
Allison Crowe,A Murder Of One,Female,North America,genius
Amy Macdonald,This Is The Life,Female,Europe,genius
Ana Johnsson,Cuz I Can,Female,Europe,genius
Adele,Skyfall,Female,Europe,genius
Agnes Obel,Pass Them By,Female,Europe,genius
Adele,Chasing Pavements,Female,Europe,genius
Amy Diamond,Hello!,Female,Europe,genius
Amel Bent,Eye Of The Tiger,Female,Europe,genius
Andy Williams,Show Me,Male,North America,genius
Amel Bent,Comme Toi,Female,Europe,genius
Aaron Lewis,Tangled Up In You,Male,North America,genius
Alain Chamfort,Baby Boum,Male,Europe,genius
Alanis Morissette,Guardian,Female,North America,genius
Ann Hampton Callaway,Spring Can Really Hang You Up The Most,Female,North America,genius
Amy Winehouse,The Girl From Ipanema,Female,Europe,genius
Allison Crowe,O Holy Night,Female,North America,genius
Anastacia,All Fall Down,Female,North America,genius
Ann Hampton Callaway,Stormy Weather / When The Sun Comes Out,Female,North America,genius
Andrea Bocelli,Che Gelida Manina,Male,Europe,genius
Alison Krauss,The Scarlet Tide,Female,North America,genius
Aimee Mann,Ghost World,Female,North America,genius
Ace Frehley,Rip It Out,Male,North America,genius
Agnes Obel,Run Cried The Crawling,Female,Europe,genius
Alain Chamfort,Les Beaux Yeux De Laure,Male,Europe,genius
Alanis Morissette,UR,Female,North America,genius
Aaliyah,One In A Million,Female,North America,genius
Andy Mineo,The Saints,Male,North America,genius
Active Child,Ancient Eye,Male,North America,genius
Andrew Bird,See The Enemy,Male,North America,genius
Andrea Bocelli,Panis Angelicus,Male,Europe,genius
Andrea Bocelli,Canto Della Terra,Male,Europe,genius
Alain Chamfort,Les Beaux Yeux De Laure,Male,Europe,genius
Ane Brun,True Colors,Female,Europe,genius
Al Jarreau,Teach Me Tonight,Male,North America,genius
Alan Price,Changes,Male,Europe,genius
Aaliyah,One In A Million,Female,North America,genius
Ainslie Henderson,Keep Me A Secret,Male,Europe,genius
Amy Macdonald,The Game,Female,Europe,genius
Aaron Neville,When Something Is Wrong With My Baby,Female,North America,genius
Aaliyah,Try Again,Female,North America,genius
Allan Edwall,Du Och Jag,Male,Europe,genius
Alain Bashung,Well All Right,Male,Europe,genius
Alexandra Burke,Love You That Much,Female,Europe,genius
Alain Souchon,Pardon,Male,Europe,genius
Allan Edwall,Du Och Jag,Male,Europe,genius
Alicia Keys,Never Felt This Way (Interlude),Female,North America,genius
Andrea Bocelli,'O Mare E Tu,Male,Europe,genius
Adrian Sherwood,Dead Man Smoking,Male,Europe,genius
Akon,Ghetto,Male,North America,genius
Alan Stivell,Son Ar Chistr,Male,Europe,genius
Alain Chamfort,Manureva,Male,Europe,genius
Alanis Morissette,Princes Familiar,Female,North America,genius
Andrew Bird,Darkmatter,Male,North America,genius
Aimee Mann,True Believer,Female,North America,genius
Alan Doyle,My Day,Male,North America,genius
Anastacia,Sick And Tired,Female,North America,genius
Alanis Morissette,Would Not Come,Female,North America,genius
Andrea Bocelli,Una Furtiva Lagrima,Male,Europe,genius
Anastacia,Overdue Goodbye (Reprise),Female,North America,genius
Ace Frehley,Five Card Stud,Male,North America,genius
Andrew Bird,Darkmatter,Male,North America,genius
Andrew Bird,Scythian Empires,Male,North America,genius
Alanis Morissette,Not All Me,Female,North America,genius
Aaliyah,At Your Best (You Are Love),Female,North America,genius
Action Bronson,Rock Steady,Male,North America,genius
A$AP Rocky,LVL,Male,North America,genius
Al Green,"To Sir, With Love",Female,North America,genius
Alicia Keys,People Get Ready,Female,North America,genius
Allan Holdsworth,How Deep Is The Ocean?,Male,Europe,genius
Aimee Mann,Frankenstein,Female,North America,genius
A$AP Rocky,Jodye,Male,North America,genius
Angel Olsen,Safe In The Womb,Female,North America,genius
Allison Crowe,Shine A Light,Female,North America,genius
Amanda Lear,Lili Marleen,Female,Europe,genius
Ani DiFranco,32 Flavors,Female,North America,genius
Afrika Bambaataa,Afrika Shox,Male,Europe,genius
Andrew Bird,Orpheo,Male,North America,genius
Andrew Bird,The Nightshade Gets In It,Male,North America,genius
Anastacia,Secrets,Female,North America,genius
Adam Lambert,Aftermath,Male,North America,genius
Alejandro Escovedo,As I Fall,Male,North America,genius
Aaron Tippin,Where The Stars And Stripes And The Eagle Fly,Male,North America,genius
Alanis Morissette,Head Over Feet,Female,North America,genius
Ana Moura,Por Minha Conta,Female,Europe,genius
Andrea McArdle,Tomorrow,Female,North America,genius
Alain Chamfort,Ma Faiblesse Est La Plus Forte,Male,Europe,genius
Alain Chamfort,Les Beaux Yeux De Laure,Male,Europe,genius
Alison Moyet,Weak In The Presence Of Beauty,Female,Europe,genius
A$AP Rocky,Long Live A$AP,Male,North America,genius
Anastacia,Heavy Rotation,Female,North America,genius
Allan Edwall,Far,Male,Europe,genius
Andrew Lloyd Webber,You See I Am No Ghost,Male,Europe,genius
Allison Crowe,O Holy Night,Female,North America,genius
Al Stewart,Pretty Golden Hair,Male,Europe,genius
Aimee Mann,Crazytown,Female,North America,genius
Afroman,Crazy Rap,Male,North America,genius
Aaliyah,Back And Forth,Female,North America,genius
Anastacia,I Ask Of You,Female,North America,genius
Aimee Mann,Just Like Anyone,Female,North America,genius
Alanis Morissette,Fear Of Bliss,Female,North America,genius
Andrea Bocelli,Adeste Fideles,Male,Europe,genius
Alicia Keys,Like The Sea,Female,North America,genius
Afrojack,Mexico,Male,Europe,genius
Al Green,I Want To Hold Your Hand,Male,North America,genius
Andy Grammer,Fine By Me,Male,North America,genius
Anastacia,Yo' Trippin',Female,North America,genius
Alain Souchon,Bidon,Male,Europe,genius
Amy Diamond,No Regrets,Female,Europe,genius
Andrew Bird,How You Gonna Keep 'Em Down On The Farm,Male,North America,genius
Alain Chamfort,Palais Royal,Male,Europe,genius
Andrew Bird,The Privateers,Male,North America,genius
Alanis Morissette,Thank U,Female,North America,genius
Andrew Lloyd Webber,He Whistled At Me,Male,Europe,genius
Alice In Chains,Ring Them Bells,Male,North America,genius
Andrea Bocelli,Canto Della Terra,Male,Europe,genius
Al Green,My Girl,Male,North America,genius
Aaliyah,Those Were The Days,Female,North America,genius
Alicia Keys,Heartburn,Female,North America,genius
Alain Souchon,Bidon,Male,Europe,genius
Allison Crowe,I Never Loved A Man (The Way I Love You),Female,North America,genius
Alain Chamfort,Cap Aux Antilles,Male,Europe,genius
Alison Krauss,Lay Down Beside Me,Female,North America,genius
Andrew Bird,"Skin Is, My",Male,North America,genius
Alejandro Escovedo,Sensitive Boys,Male,North America,genius
Andrew Lloyd Webber,The Document,Male,Europe,genius
Alain Chamfort,Bambou,Male,Europe,genius
Alain Souchon,Le Bateau Mouche,Male,Europe,genius
Aimee Mann,Amateur,Female,North America,genius
Alanis Morissette,The Couch,Female,North America,genius
Alma Cogan,Never Do A Tango With An Eskimo,Female,Europe,genius
Andy Abraham,Tracks Of My Tears,Male,Europe,genius
Aled Jones,Walking In The Air,Male,Europe,genius
Andrew Bird,Drunk By Noon,Male,North America,genius
Amy Grant,Hope Set High,Female,North America,genius
Aimee Mann,How Am I Different,Female,North America,genius
Adriana Varela,Un Vestido Y Un Amor,Female,North America,genius
Adele,Right As Rain,Female,Europe,genius
Alain Chamfort,Traces De Toi,Male,Europe,genius
Alanis Morissette,Sympathetic Character,Female,North America,genius
Ani DiFranco,Both Hands,Female,North America,genius
Aaliyah,Got To Give It Up,Female,North America,genius
Alison Moyet,That Ole Devil Called Love,Female,Europe,genius
Alain Chamfort,Palais Royal,Male,Europe,genius
Andrea Bocelli,Canto Della Terra,Male,Europe,genius
Alison Moyet,Ordinary Girl,Female,Europe,genius
Al Martino,Spanish Eyes,Male,North America,genius
Andrew Bird,Plasticities,Male,North America,genius
Agnes Obel,Fuel To Fire,Female,Europe,genius
Alina Orlova,Vasaris,Female,Europe,genius
Amanda Lear,Lili Marleen,Female,Europe,genius
Ana Moura,Esta Noite,Female,Europe,genius
Akon,Hurt Somebody,Male,North America,genius
Alain Chamfort,Palais Royal,Male,Europe,genius
Alan Stivell,Son Ar Chistr,Male,Europe,genius
Alan Sorrenti,Aria,Male,Europe,genius
Alannah Myles,Black Velvet,Female,North America,genius
Aimee Mann,It Takes All Kinds,Female,North America,genius
Alain Chamfort,Paradis,Male,Europe,genius
Amy Winehouse,In My Bed,Female,Europe,genius
Alejandro Escovedo,Slow Down,Male,North America,genius
Alanis Morissette,Celebrity,Female,North America,genius
Afroman,Because I Got High,Male,North America,genius
Amy Diamond,Shooting Star,Female,Europe,genius
Al Green,Full Of Fire,Male,North America,genius
Aaliyah,Never Givin' Up,Female,North America,genius
Ana Moura,Rumo Ao Sul,Female,Europe,genius
Anita Meyer,Why Tell Me Why,Female,Europe,genius
Alicia Keys,Empire State Of Mind (Part II) Broken Down,Female,North America,genius
Adriano Celentano,Furore,Male,Europe,genius
Adrian Stern,Alles Was Du Wotsch,Male,Europe,genius
Alanis Morissette,Uninvited,Female,North America,genius
Aaliyah,At Your Best (You Are Love),Female,North America,genius
Alexis HK,Gaspard,Male,North America,genius
Aaliyah,More Than A Woman,Female,North America,genius
Adele,Set Fire To The Rain,Female,Europe,genius
Adam Lambert,Better Than I Know Myself,Male,North America,genius
Aimee Mann,Nothing Is Good Enough,Female,North America,genius
Amy Macdonald,Barrowland Ballroom,Female,Europe,genius
Adele,Right As Rain,Female,Europe,genius
Ace Frehley,Genghis Khan,Male,North America,genius
Amy Sky,Love Pain And The Whole Damn Thing,Female,North America,genius
Andrew Gold,Genevieve,Male,North America,genius
Alina Orlova,Nesvarbu,Female,Europe,genius
Abbey Lincoln,Lost In The Stars,Female,North America,genius
Al Green,How Can You Mend A Broken Heart,Male,North America,genius
Alanis Morissette,Hand In My Pocket,Female,North America,genius
Ace Frehley,Do Ya,Male,North America,genius
Alfie Boe,Some Enchanted Evening,Male,Europe,genius
Andrea Bocelli,Panis Angelicus,Male,Europe,genius
Aaliyah,The One I Gave My Heart To,Female,North America,genius
Alejandro Escovedo,Silver Cloud,Male,North America,genius
Abra Moore,Trip On Love,Female,North America,genius
Alain Chamfort,Lucette Et Lucie,Male,Europe,genius
Akon,Locked Up,Male,North America,genius
Alejandro Escovedo,Looking For Love,Male,North America,genius
Afrob,Reimemonster,Male,Europe,genius
Alison Krauss,Get Me Through December,Female,North America,genius
Adam Levy,Love Me Tender,Female,North America,genius
Al Stewart,Flying Sorcery,Male,Europe,genius
Andrew Bird,Gotholympians,Male,North America,genius
Amy Grant,Love Me Tender,Female,North America,genius
Aloe Blacc,Owe It All,Male,North America,genius
A Fine Frenzy,Rangers,Female,North America,genius
Alanis Morissette,Head Over Feet,Female,North America,genius
Al Atkins,Victim Of Changes,Male,Europe,genius
Alanis Morissette,Baba,Female,North America,genius
Andrew Bird,Fatal Shore,Male,North America,genius
Aaliyah,Death Of A Playa,Female,North America,genius
Al Jolson,About A Quarter To Nine,Male,Europe,genius
Aaron Neville,"Let It Snow, Let It Snow, Let It Snow",Male,North America,genius
Andy Williams,Music To Watch Girls By,Male,North America,genius
Active Child,High Priestess,Male,North America,genius
Alanis Morissette,Baba,Female,North America,genius
Anastacia,I Call It Love,Female,North America,genius
Al Jarreau,Lean On Me,Male,North America,genius
Andrew Lloyd Webber,No Comeback,Male,Europe,genius
Akon,Play Hard,Male,Europe,genius
Angie Aparo,Imagine,Male,North America,genius
Amy Diamond,All The Money In The World,Female,Europe,genius
Aimee Mann,You Could Make A Killing,Female,North America,genius
Amy Speace,Hunter Moon,Female,North America,genius
Ace Frehley,Hide Your Heart,Male,North America,genius
Alain Chamfort,Un Coin De Vie,Male,Europe,genius
Alina Orlova,Paskutinio Mamuto Daina,Female,Europe,genius
Adam Lambert,Mad World,Male,North America,genius
Adrian Stern,No. 1,Male,Europe,genius
Al Jolson,Some Enchanted Evening,Male,Europe,genius
Alain Souchon,Memphis Tennessee,Male,Europe,genius
Alanis Morissette,Celebrity,Female,North America,genius
Abra Moore,Four Leaf Clover,Female,North America,genius
Alanis Morissette,Empathy,Female,North America,genius
Alanis Morissette,Perfect,Female,North America,genius
Acker Bilk,Fool On The Hill,Male,Europe,genius
Alain Chamfort,Manureva,Male,Europe,genius
Alanis Morissette,So-Called Chaos,Female,North America,genius
Aimee Mann,Deathly,Female,North America,genius
Al Stewart,Carol,Male,Europe,genius
Allan Edwall,Du Och Jag,Male,Europe,genius
Ana Torroja,Hijo De La Luna,Female,Europe,genius
Alanis Morissette,You Oughta Know,Female,North America,genius
Aaron Neville,(Sittin' On) The Dock Of The Bay,Male,North America,genius
Andrew Bird,Sovay,Male,North America,genius
Alison Moyet,All Cried Out,Female,Europe,genius
Adele,Rumour Has It,Female,Europe,genius
Andru Donalds,Just For One Day,Male,North America,genius
Albert West,Ginny Come Lately,Male,Europe,genius
Alanis Morissette,Spiral,Female,North America,genius
Amy Grant,Rockin' Around The Christmas Tree,Female,North America,genius
Amy Studt,Seconds Away,Female,Europe,genius
Amy Winehouse,Tears Dry On Their Own,Female,Europe,genius
Aaron Neville,For The Good Times,Male,North America,genius
Akon,Stuck With Each Other,Female,North America,genius
Andrea Bocelli,Questa O Quella,Male,Europe,genius
Amy Diamond,Shooting Star,Female,Europe,genius
Ana Moura,Talvez Depois,Female,Europe,genius
Aaron Neville,White Christmas,Male,North America,genius
Alanis Morissette,That I Would Be Good,Female,North America,genius
Andrea Bocelli & Sarah Brightman,Time To Say Goodbye,Female,Europe,genius
Alanis Morissette,Joining You,Female,North America,genius
Amy Winehouse,Love Is A Losing Game (Original Demo),Female,Europe,genius
Andrew Lloyd Webber,Trying Not To Notice,Male,Europe,genius
Aaliyah,We Need A Resolution,Female,North America,genius
Amy Macdonald,Left That Body Long Ago,Female,Europe,genius
Alan Price,Changes,Male,Europe,genius
Ace Frehley,Speedin' Back To My Baby,Male,North America,genius
Aaron Neville,Crazy Love,Male,North America,genius
Ace Frehley,Hide Your Heart,Male,North America,genius
A$AP Rocky,Long Live A$AP,Male,North America,genius
Aaliyah,Heartbroken,Female,North America,genius
Aaron Neville,It Feels Like Rain,Male,North America,genius
Amel Bent,Comme Toi,Female,Europe,genius
Andrew Bird,Tables And Chairs,Male,North America,genius
Acker Bilk,Imagine,Male,Europe,genius
Alejandro Escovedo,Down In The Bowery,Male,North America,genius
Alejandro Escovedo,Tula,Male,North America,genius
Alexis HK,Ignoble Noble,Male,North America,genius
Alanis Morissette,Ironic,Female,North America,genius
Adam Tensta,OK Wow,Male,Europe,genius
A$AP Rocky,Pain,Male,North America,genius
Alejandro Escovedo,Street Songs,Male,North America,genius
Anita Lipnicka,O Niczym,Female,Europe,genius
Adriana Varela,Un Vestido Y Un Amor,Female,North America,genius
Amy Macdonald,Youth Of Today,Female,Europe,genius
Al Jolson,About A Quarter To Nine,Male,Europe,genius
Adam Rickitt,I Breathe Again,Male,Europe,genius
Amy Studt,Carry Me Away,Female,Europe,genius
Al Stewart,Carol,Male,Europe,genius
Andrea Bocelli,I Te Vurria Vasa,Male,Europe,genius
Afroman,Palmdale,Male,North America,genius
Ani DiFranco,Everest,Female,North America,genius
Alain Chamfort,Paradis,Male,Europe,genius
Aaron Neville,One Fine Day,Male,North America,genius
Alanis Morissette,Crazy,Female,North America,genius
Ana Johnsson,Life,Female,Europe,genius
Aaron Neville,Let It Be,Male,North America,genius
Anastacia,Welcome To My Truth,Female,North America,genius
Anastacia,Same Old Story,Female,North America,genius
Afrojack,I Just Wanna F.,Male,Europe,genius
Al Green,L-O-V-E (Love),Male,North America,genius
Adriano Celentano,Una Festa Sui Prati,Male,Europe,genius
Andrea Bocelli,Cantique De Noel,Male,Europe,genius
Alicia Keys,When You Really Love Someone,Female,North America,genius
Aaliyah,Choosey Lover (Old School/New School),Female,North America,genius
Alina Orlova,Transatlantic Love,Female,Europe,genius
Aimee Mann,Amateur,Female,North America,genius
Alan Sorrenti,Oratore,Male,Europe,genius
Alejandro Escovedo,Put You Down,Male,North America,genius
Ani DiFranco,Hat Shaped Hat,Female,North America,genius
Ace Frehley,Shot Full Of Rock,Male,North America,genius
Ana Moura,De Quando Em Vez,Female,Europe,genius
Andreas Gabalier,Dieser Weg,Male,Europe,genius
A$AP Rocky,Ghetto Symphony,Male,North America,genius
Andrew Bird,Heretics,Male,North America,genius
Andrew Bird,Desperation Breeds...,Male,North America,genius
Alain Chamfort,Baby Boum,Male,Europe,genius
Aimee Mann,Superball,Female,North America,genius
Andrew Bird,Cathedral In The Dell,Male,North America,genius
Alain Chamfort,7 Amazones,Male,Europe,genius
Amy Winehouse,Some Unholy War,Female,Europe,genius
Alain Souchon,Pardon,Male,Europe,genius
Amy Macdonald,The Road To Home,Female,Europe,genius
Amy Winehouse,Some Unholy War,Female,Europe,genius
Aaron Neville,Please Come Home For Christmas,Male,North America,genius
Anita Lipnicka,Dwie,Female,Europe,genius
Aaron Neville,Hercules,Male,North America,genius
Ace Frehley,Outer Space,Male,North America,genius
Alain Chamfort,Tombouctou,Male,Europe,genius
Adrian Stern,Immer Scho Mal,Male,Europe,genius
Amy Macdonald,Life In A Beautiful Light,Female,Europe,genius
Andrew Gold,Never Let Her Slip Away,Male,North America,genius
Andrea Bocelli,Canzoni Stonate,Male,Europe,genius
Amanda Palmer,High And Dry,Female,North America,genius
Alain Chamfort,Toute La Ville En Parle,Male,Europe,genius
Agnes Obel,Riverside,Female,Europe,genius
Aimee Mann,Charmer,Female,North America,genius
Alison Moyet,Blow Wind Blow,Female,Europe,genius
Alain Souchon,La Vie Ne Vaut Rien,Male,Europe,genius
Alison Moyet,Glorious Love,Female,Europe,genius
Alain Chamfort,Manureva,Male,Europe,genius
Ana Johnsson,6 Feet Under,Female,Europe,genius
Amy Speace,Perfume,Female,North America,genius
Alexis HK,Bambin,Male,North America,genius
Alejandro Escovedo,About This Love,Male,North America,genius
Al Stewart,Midas Shadow,Male,Europe,genius
Amos Lee,The Darkness,Male,North America,genius
Alanis Morissette,Forgiven,Female,North America,genius
Amy Winehouse,To Know Him Is To Love Him,Female,Europe,genius
Anastacia,I Do,Female,North America,genius
Aloe Blacc,Ticking Bomb,Male,North America,genius
Andrew Bird,A Nervous Tic Motion Of The Head To The Left,Male,North America,genius
Andrea Bocelli,Core 'ngrato,Male,Europe,genius
Albert Collins,A Good Fool Is Hard To Find,Male,North America,genius
Al Green,"To Sir, With Love",Female,North America,genius
Alain Bashung,Hey Joe,Male,Europe,genius
Andrea Bocelli,E Lucevan Le Stelle,Male,Europe,genius
Alan Menken,Topsy Turvy,Male,North America,genius
Adriana Varela,"El Otro Cambio, Los Que Se Fueron",Female,North America,genius
Alan Doyle,Northern Plains,Male,North America,genius
Ana Moura,Rumo Ao Sul,Female,Europe,genius
Alejandro Escovedo,Oxford,Male,North America,genius
Alanis Morissette,These R The Thoughts,Female,North America,genius
Afroman,Crazy Rap,Male,North America,genius
Al Stewart,One Stage Before,Male,Europe,genius
Amy Millan,Skinny Boy,Female,North America,genius
Andrew Bird,Dear Dirty,Male,North America,genius
Al Atkins,Never Satisfied,Male,Europe,genius
Andy Hunter°,Shine,Male,Europe,genius
Angelzoom,Fairyland,Female,Europe,genius
Alain Chamfort,"Madona, Madona",Male,Europe,genius
Al Green,I Want To Hold Your Hand,Male,North America,genius
Alicia Keys,Girlfriend,Female,North America,genius
Alicia Keys,Butterflyz,Female,North America,genius
Amy Irving,If You Want Me To Love You I Will,Female,North America,genius
Amy Diamond,It Can Only Get Better,Female,Europe,genius
Andrew Bird,Pulaski At Night,Male,North America,genius
A$AP Rocky,PMW (All I Really Need),Male,North America,genius
Andrew Gold,Lonely Boy,Male,North America,genius
Alicia Keys,Butterflyz,Female,North America,genius
Ace Frehley,Trouble Walkin',Male,North America,genius
Aidan John Moffat,Hungry Heart,Male,Europe,genius
Ace Frehley,Lost In Limbo,Male,North America,genius
Aaron Neville,It Feels Like Rain,Male,North America,genius
Andrew Lloyd Webber,Belle The Sleeping Car,Male,Europe,genius
Alex Parks,Imagine,Female,Europe,genius
Ace Frehley,Inside The Vortex,Male,North America,genius
Andrew Bird,Danse Carribe,Male,North America,genius
Andrea Bocelli,Ingemisco,Male,Europe,genius
Afu-Ra,Why Cry,Male,North America,genius
Anastacia,Time,Female,North America,genius
Alicia Keys,Streets Of New York (City Life),Female,North America,genius
Al Jolson,You Are Too Beautiful,Male,Europe,genius
Alain Bashung,Avec Le Temps,Male,Europe,genius
Aaliyah,No One Knows How To Love Me Quite Like You Do,Female,North America,genius
Al Green,Take Me To The River,Male,North America,genius
Alain Chamfort,Palais Royal,Male,Europe,genius
Andy Mineo,Shallow,Male,North America,genius
Andrew Bird,Natural Disaster,Male,North America,genius
Andrea Bocelli,Che Gelida Manina,Male,Europe,genius
Active Child,Way Too Fast,Male,North America,genius
Amy Grant,Grown-Up Christmas List,Female,North America,genius
Alanis Morissette,Front Row,Female,North America,genius
Alain Chamfort,LAmour En France,Male,Europe,genius
Amy Winehouse,Between The Cheats,Female,Europe,genius
Amy Diamond,Hello!,Female,Europe,genius
Andru Donalds,All Out Of Love,Male,North America,genius
Alanis Morissette,Edge Of Evolution,Female,North America,genius
